model,n_features,features,train_years,validation_year,test_years,cv_best_r2,val_r2,test_r2,val_rmse,test_rmse,val_mae,test_mae,best_params,split_type
lasso,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,0.6442370253028437,0.9373345432852163,0.8678244275012517,0.4441251762674558,0.5467790560200507,0.3774416905171595,0.4876969260287781,"{""model__alpha"": 0.05}",chronological_80_20_on_target_eligible_years
ridge,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,0.7911173306560831,0.8338368632780775,0.4079228979252695,0.723200352624167,1.1572452412185237,0.6220949021055748,0.9993897342578575,"{""model__alpha"": 5.0}",chronological_80_20_on_target_eligible_years
hist_gradient_boosting,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,0.37640589137444674,0.668419173046602,0.3443893715660763,1.0216120184661615,1.2177531553462568,0.7531539615220286,0.8951686806783429,"{""model__l2_regularization"": 1.0, ""model__learning_rate"": 0.03, ""model__max_depth"": 5, ""model__max_iter"": 300, ""model__min_samples_leaf"": 10}",chronological_80_20_on_target_eligible_years
random_forest,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,0.38584171064070455,0.3583867378282145,0.26272677972023106,1.4211108471797176,1.2913694275869625,1.1411167367288364,0.8950118910545621,"{""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300}",chronological_80_20_on_target_eligible_years
extra_trees,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,0.35853419786929636,0.1964644825146099,0.13997480838625775,1.5903540795219384,1.3947355065723261,1.3073636179318682,1.0599902465951838,"{""model__max_depth"": 10, ""model__max_features"": 0.8, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 500}",chronological_80_20_on_target_eligible_years
ols,44,"lag_pop_change_1, lag_pop_change_2, total_population, svi_pca_1, wind_3yr_sum, seismic_3yr_sum, wind_3yr_x_svi, seismic_3yr_x_svi, income_growth, establishment_growth, lag_total_crime_rate, year, target_pop_change_3y_avg_lag1, target_pop_change_3y_avg_lag2, target_pop_change_3y_avg_roll3_mean, target_pop_change_3y_avg_yoy_change, svi_pca_1_lag1, svi_pca_1_lag2, svi_pca_1_roll3_mean, svi_pca_1_yoy_change, wind_3yr_sum_lag1, wind_3yr_sum_lag2, wind_3yr_sum_roll3_mean, wind_3yr_sum_yoy_change, seismic_3yr_sum_lag1, seismic_3yr_sum_lag2, seismic_3yr_sum_roll3_mean, seismic_3yr_sum_yoy_change, income_growth_lag1, income_growth_lag2, income_growth_roll3_mean, income_growth_yoy_change, establishment_growth_lag1, establishment_growth_lag2, establishment_growth_roll3_mean, establishment_growth_yoy_change, lag_total_crime_rate_lag1, lag_total_crime_rate_lag2, lag_total_crime_rate_roll3_mean, lag_total_crime_rate_yoy_change, total_population_lag1, total_population_lag2, total_population_roll3_mean, total_population_yoy_change, municipio, region",2010-2018,2019,2020-2021,,0.5445726524023511,-1.520056343903915,1.1972940963809369,2.387489093156279,1.005905339640335,1.8659974841282008,{},chronological_80_20_on_target_eligible_years
