region,region_mae,region_rmse,region_mape_pct,region_mean_pct_error
Metro,18035.4905163979,19767.704495848953,1.815569537934739,0.7816630228873714
East,13851.192652449565,14100.225053200513,2.3126938336062537,-2.3126938336062537
South,7526.01593985589,7658.513044051399,1.700770455882663,-1.700770455882663
West,5607.8779426603,7508.0485149551605,1.1359071684954938,-0.21429389118379294
Central Mountains,4107.517763628537,5591.161978774539,1.0322675967033552,-0.45235251069331495
North,3464.190381930064,5015.890335992925,0.9080311869517499,-0.3451360048596189
