scenario,municipio,region,p50,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
earthquake_m6_0,Río Grande,East,41045.28089958633,41292.22932638556,-246.94842679923022,-0.5980506037765106
earthquake_m6_0,Cabo Rojo,West,43509.46522438944,43755.86582754467,-246.40060315523442,-0.5631258769427052
earthquake_m6_0,Isabela,West,39539.991836514004,39780.04632661537,-240.05449010136363,-0.6034545262476277
earthquake_m6_0,Yauco,South,30173.28459569799,30406.56143876256,-233.27684306457013,-0.7671924480325707
earthquake_m6_0,Aguadilla,West,50228.04896414574,50460.53383745808,-232.48487331234355,-0.4607261470146484
earthquake_m6_0,Canóvanas,East,37181.715224743704,37406.306091140366,-224.59086639666202,-0.6004091017419548
earthquake_m6_0,Moca,West,34467.43800008715,34670.98454057217,-203.54654048501834,-0.5870803589290263
earthquake_m6_0,Juncos,East,32733.145574533217,32935.661674566174,-202.51610003295718,-0.6148839578023286
earthquake_m6_0,Aguada,West,34872.62048012085,35074.98882129394,-202.368341173089,-0.5769591038336459
earthquake_m6_0,San Lorenzo,East,33336.84022332613,33536.206149658195,-199.365926332066,-0.5944796660730748
earthquake_m6_0,Salinas,South,22688.794442597093,22878.13680519075,-189.3423625936557,-0.8276126863211012
earthquake_m6_0,Cayey,Central Mountains,37970.21155958774,38154.4958045137,-184.2842449259624,-0.48299483727986114
earthquake_m6_0,Fajardo,East,28019.33709203762,28201.875605754627,-182.53851371700875,-0.6472566444472989
earthquake_m6_0,Las Piedras,East,31065.148896790703,31246.828497285904,-181.67960049520116,-0.5814337301815505
earthquake_m6_0,Naranjito,Central Mountains,26979.522889529522,27158.50687645637,-178.98398692684714,-0.6590347096069844
earthquake_m6_0,Cidra,Central Mountains,36696.288530178135,36871.24925926882,-174.96072909068607,-0.4745180394089952
earthquake_m6_0,Villalba,South,19590.26495375864,19758.883830664738,-168.61887690609728,-0.8533826017257602
earthquake_m6_0,Dorado,North,33206.438791029344,33370.71762534043,-164.27883431108785,-0.4922843918296227
earthquake_m6_0,Yabucoa,East,26219.461301979703,26382.9580611793,-163.49675919959554,-0.6197059435885233
earthquake_m6_0,Manatí,North,36269.68134173566,36432.21239398803,-162.53105225237232,-0.44611908410808687
earthquake_m6_0,San Germán,West,29302.32933885434,29463.32748845498,-160.99814960064032,-0.5464357332474631
earthquake_m6_0,Corozal,Central Mountains,31936.537948288933,32097.265682716767,-160.72773442783364,-0.5007521077235554
earthquake_m6_0,Hatillo,North,35528.080956604565,35686.37064566523,-158.2896890606644,-0.44355782388840825
earthquake_m6_0,Santa Isabel,South,18016.73614083325,18170.72632329518,-153.9901824619301,-0.8474630002242236
earthquake_m6_0,Peñuelas,South,18103.00316116595,18255.245994604902,-152.2428334389515,-0.8339675810665321
earthquake_m6_0,Barranquitas,Central Mountains,26990.850273040793,27126.519272996455,-135.668999955662,-0.5001341992694063
earthquake_m6_0,Aibonito,Central Mountains,22752.74360629983,22884.973699729395,-132.23009342956357,-0.5778031260360467
earthquake_m6_0,Añasco,West,23324.35243024093,23456.200146733834,-131.8477164929027,-0.5621017712507107
earthquake_m6_0,Utuado,Central Mountains,25838.712711258675,25967.390024042787,-128.67731278411156,-0.4955342553293624
earthquake_m6_0,Aguas Buenas,Central Mountains,21977.84228962512,22105.39176892521,-127.54947930008711,-0.5770061921245413
earthquake_m6_0,Lares,Central Mountains,25914.509451954582,26041.98297452795,-127.47352257336752,-0.48949238119866395
earthquake_m6_0,Morovis,Central Mountains,26499.326620466294,26623.3992954406,-124.07267497430439,-0.4660286749917487
earthquake_m6_0,Vega Alta,North,32508.71541770835,32631.33862559157,-122.62320788321813,-0.3757835658848798
earthquake_m6_0,Loíza,East,20286.484443849433,20405.31737624062,-118.83293239118575,-0.5823625783422095
earthquake_m6_0,Naguabo,East,20633.012997560327,20751.620716627942,-118.60771906761511,-0.5715588227408986
earthquake_m6_0,Arroyo,South,13674.835166226114,13792.16731790864,-117.33215168252536,-0.850715837315675
earthquake_m6_0,Sabana Grande,West,21039.25176558375,21156.30053904927,-117.04877346551802,-0.5532572826211988
earthquake_m6_0,Guayanilla,South,15707.477306281324,15821.717686873475,-114.24038059215127,-0.7220479018338891
earthquake_m6_0,Lajas,West,21557.146994280134,21669.421713009204,-112.27471872906972,-0.51812512680791
earthquake_m6_0,Patillas,South,13890.408715141579,14000.950310696835,-110.54159555525621,-0.7895292326750247
earthquake_m6_0,Camuy,North,30412.957021232563,30523.360541797476,-110.40352056491247,-0.36170172158380226
earthquake_m6_0,Cataño,Metro,20769.48575533123,20869.600394337598,-100.11463900636954,-0.4797151699825213
earthquake_m6_0,Orocovis,Central Mountains,19649.836697972773,19747.98691527864,-98.15021730586886,-0.4970137853895979
earthquake_m6_0,Luquillo,East,15648.495282865057,15744.255607572946,-95.7603247078896,-0.6082238950810042
earthquake_m6_0,Guánica,West,11201.555942071302,11292.231028463433,-90.67508639213156,-0.8029864617857538
earthquake_m6_0,Barceloneta,North,20855.88467314229,20944.37620592169,-88.49153277940059,-0.42250736860991356
earthquake_m6_0,Rincón,West,14180.358034236964,14267.018642937644,-86.66060870068031,-0.6074191873547345
earthquake_m6_0,Quebradillas,North,21722.48599527817,21809.083504277995,-86.59750899982464,-0.3970708305226947
earthquake_m6_0,Ciales,Central Mountains,15599.586955052502,15684.813351991106,-85.22639693860401,-0.5433688946498363
earthquake_m6_0,Comerío,Central Mountains,17377.716982939764,17456.067134665805,-78.35015172604108,-0.448841947740029
earthquake_m6_0,Adjuntas,Central Mountains,16700.73475314842,16775.140544575253,-74.40579142683418,-0.4435479466125578
earthquake_m6_0,Hormigueros,West,14347.729873712833,14421.574562170397,-73.84468845756419,-0.5120431762788793
earthquake_m6_0,Jayuya,Central Mountains,13585.221801180433,13653.611631697586,-68.38983051715331,-0.5008918692134372
earthquake_m6_0,Ceiba,East,9876.441169559104,9931.245295576173,-54.804126017068484,-0.5518353880704239
earthquake_m6_0,Maunabo,East,9231.579068590792,9282.623854665311,-51.044786074518925,-0.54989609482953
earthquake_m6_0,Florida,North,10691.822974006278,10739.186843439846,-47.36386943356774,-0.441037763138468
earthquake_m6_0,Vieques,East,7204.402734170591,7244.826433188862,-40.42369901827078,-0.5579664246073318
earthquake_m6_0,Las Marías,West,8086.59526047176,8123.678878716515,-37.08361824475469,-0.45648798775036814
earthquake_m6_0,Maricao,West,4710.964644281605,4744.606130569123,-33.64148628751809,-0.7090469759074131
earthquake_m6_0,Culebra,East,1167.0389407553848,1174.336303768819,-7.297363013434278,-0.6214031696043729
earthquake_m6_5,San Juan,Metro,307989.94434975233,310672.4505599049,-2682.5062101525837,-0.8634515887450194
earthquake_m6_5,Ponce,South,119921.49809934695,121528.73921075082,-1607.2411114038696,-1.3225193660708099
earthquake_m6_5,Bayamón,Metro,167179.7523683256,168650.71142058505,-1470.9590522594517,-0.8721926162476362
earthquake_m6_5,Carolina,Metro,138667.8521541343,139877.07162691333,-1209.2194727790193,-0.8644872663650738
earthquake_m6_5,Caguas,East,112038.72057120489,113126.81334654687,-1088.092775341982,-0.9618345493466472
earthquake_m6_5,Guaynabo,Metro,81545.48547376992,82310.13768677108,-764.6522130011581,-0.9289891069202443
