scenario,seconds
baseline,10.946528196334839
hurricane_cat1,11.357417106628418
hurricane_cat2,11.376329183578491
hurricane_cat3,11.408989906311035
hurricane_cat4,11.378781080245972
hurricane_cat5_maria_like,11.412988901138306
earthquake_m6_0,11.409824132919312
earthquake_m6_5,11.437626838684082
earthquake_m6_8,11.76720404624939
earthquake_m7_2,11.595038890838623
earthquake_m7_5,11.50902509689331
