hurricane_high,svi_group,target_pop_change_3y_avg,svi_pca_1,hazard,threshold_used
0,Q1 Low,-0.9091906711727024,-2.7369554062617807,hurricane,7.046255735491361
0,Q2,-1.1002997235258059,-0.6635947005498186,hurricane,7.046255735491361
0,Q3,-1.2595395104205849,0.7473050847539143,hurricane,7.046255735491361
0,Q4 High,-1.1895309281089335,2.6307471066995873,hurricane,7.046255735491361
1,Q1 Low,-0.9475329755987808,-2.4730019860318078,hurricane,7.046255735491361
1,Q2,-1.0503185325259432,-0.6183451296246746,hurricane,7.046255735491361
1,Q3,-1.3394506093243215,0.6378373945751492,hurricane,7.046255735491361
1,Q4 High,-1.3556777161960918,2.170277650622183,hurricane,7.046255735491361
