scenario,predicted_pop_change_3y_avg
baseline,-0.9788322834653126
earthquake_m6,-0.9788322834653126
earthquake_m7_5,-0.9788322834653126
hurricane_cat3,-0.9788322834653126
hurricane_cat5,-0.9788322834653126
