year,municipio,geoid,total_population,total_births_est,crude_birth_rate
2023,Carolina Municipio,72031,153226.0,992.0,6.47
2023,Cataño Municipio,72033,22768.0,146.0,6.41
2023,Cayey Municipio,72035,41231.0,402.0,9.75
2023,Ceiba Municipio,72037,11128.0,109.0,9.8
2023,Ciales Municipio,72039,16874.0,196.0,11.62
2023,Cidra Municipio,72041,39765.0,183.0,4.6
2023,Coamo Municipio,72043,34294.0,190.0,5.54
2023,Comerío Municipio,72045,18775.0,25.0,1.33
2023,Corozal Municipio,72047,34474.0,594.0,17.23
2023,Culebra Municipio,72049,1281.0,18.0,14.05
2023,Dorado Municipio,72051,35816.0,491.0,13.71
2023,Fajardo Municipio,72053,31756.0,175.0,5.51
2023,Florida Municipio,72054,11624.0,87.0,7.48
2023,Guayama Municipio,72057,35845.0,263.0,7.34
2023,Guayanilla Municipio,72059,17418.0,79.0,4.54
2023,Guaynabo Municipio,72061,89503.0,361.0,4.03
2023,Gurabo Municipio,72063,40383.0,306.0,7.58
2023,Guánica Municipio,72055,13266.0,64.0,4.82
2023,Hatillo Municipio,72065,38266.0,415.0,10.85
2023,Hormigueros Municipio,72067,15520.0,152.0,9.79
2023,Humacao Municipio,72069,50441.0,237.0,4.7
2023,Isabela Municipio,72071,42878.0,374.0,8.72
2023,Jayuya Municipio,72073,14653.0,159.0,10.85
2023,Juana Díaz Municipio,72075,46276.0,625.0,13.51
2023,Juncos Municipio,72077,36895.0,289.0,7.83
2023,Lajas Municipio,72079,23133.0,154.0,6.66
2023,Lares Municipio,72081,27944.0,191.0,6.84
2023,Las Marías Municipio,72083,8790.0,15.0,1.71
2023,Las Piedras Municipio,72085,35034.0,251.0,7.16
2023,Loíza Municipio,72087,23176.0,180.0,7.77
2023,Luquillo Municipio,72089,17631.0,60.0,3.4
2023,Manatí Municipio,72091,39152.0,476.0,12.16
2023,Maricao Municipio,72093,5176.0,14.0,2.7
2023,Maunabo Municipio,72095,10482.0,73.0,6.96
2023,Mayagüez Municipio,72097,71824.0,508.0,7.07
2023,Moca Municipio,72099,37402.0,152.0,4.06
2023,Morovis Municipio,72101,28534.0,159.0,5.57
2023,Naguabo Municipio,72103,23205.0,92.0,3.96
2023,Naranjito Municipio,72105,29246.0,102.0,3.49
2023,Orocovis Municipio,72107,21351.0,167.0,7.82
2023,Patillas Municipio,72109,15753.0,97.0,6.16
2023,Peñuelas Municipio,72111,20082.0,63.0,3.14
2023,Ponce Municipio,72113,134676.0,927.0,6.88
2023,Quebradillas Municipio,72115,23486.0,112.0,4.77
2023,Rincón Municipio,72117,15276.0,13.0,0.85
2023,Río Grande Municipio,72119,46478.0,337.0,7.25
2023,Sabana Grande Municipio,72121,22541.0,62.0,2.75
2023,Salinas Municipio,72123,25397.0,80.0,3.15
2023,San Germán Municipio,72125,31514.0,67.0,2.13
2023,San Juan Municipio,72127,338661.0,2121.0,6.26
2023,San Lorenzo Municipio,72129,37515.0,100.0,2.67
2023,San Sebastián Municipio,72131,39168.0,383.0,9.78
2023,Santa Isabel Municipio,72133,20064.0,113.0,5.63
2023,Toa Alta Municipio,72135,66536.0,284.0,4.27
2023,Toa Baja Municipio,72137,73987.0,768.0,10.38
2023,Trujillo Alto Municipio,72139,67329.0,365.0,5.42
2023,Utuado Municipio,72141,27896.0,108.0,3.87
2023,Vega Alta Municipio,72143,35114.0,371.0,10.57
2023,Vega Baja Municipio,72145,54058.0,314.0,5.81
2023,Vieques Municipio,72147,8147.0,0.0,0.0
2023,Villalba Municipio,72149,21778.0,241.0,11.07
2023,Yabucoa Municipio,72151,29868.0,176.0,5.89
2023,Yauco Municipio,72153,33509.0,205.0,6.12
2024,Adjuntas Municipio,72001,17960.0,85.0,4.73
2024,Aguada Municipio,72003,37758.0,47.0,1.24
2024,Aguadilla Municipio,72005,54137.0,236.0,4.36
2024,Aguas Buenas Municipio,72007,23614.0,113.0,4.79
2024,Aibonito Municipio,72009,24636.0,141.0,5.72
2024,Arecibo Municipio,72013,86467.0,595.0,6.88
2024,Arroyo Municipio,72015,15341.0,0.0,0.0
2024,Añasco Municipio,72011,25094.0,0.0,0.0
2024,Barceloneta Municipio,72017,22494.0,83.0,3.69
2024,Barranquitas Municipio,72019,29054.0,236.0,8.12
2024,Bayamón Municipio,72021,182469.0,1465.0,8.03
2024,Cabo Rojo Municipio,72023,46876.0,217.0,4.63
2024,Caguas Municipio,72025,125586.0,521.0,4.15
2024,Camuy Municipio,72027,32734.0,183.0,5.59
2024,Canóvanas Municipio,72029,41816.0,318.0,7.6
2024,Carolina Municipio,72031,152204.0,927.0,6.09
2024,Cataño Municipio,72033,22467.0,147.0,6.54
2024,Cayey Municipio,72035,40917.0,430.0,10.51
2024,Ceiba Municipio,72037,10995.0,101.0,9.19
2024,Ciales Municipio,72039,16805.0,134.0,7.97
2024,Cidra Municipio,72041,39643.0,204.0,5.15
2024,Coamo Municipio,72043,33998.0,219.0,6.44
2024,Comerío Municipio,72045,18711.0,47.0,2.51
2024,Corozal Municipio,72047,34444.0,704.0,20.44
2024,Culebra Municipio,72049,1387.0,20.0,14.42
2024,Dorado Municipio,72051,35810.0,405.0,11.31
2024,Fajardo Municipio,72053,31489.0,182.0,5.78
2024,Florida Municipio,72054,11532.0,102.0,8.84
2024,Guayama Municipio,72057,35298.0,354.0,10.03
2024,Guayanilla Municipio,72059,17141.0,97.0,5.66
2024,Guaynabo Municipio,72061,89378.0,410.0,4.59
2024,Gurabo Municipio,72063,40228.0,387.0,9.62
2024,Guánica Municipio,72055,12855.0,19.0,1.48
2024,Hatillo Municipio,72065,38157.0,333.0,8.73
2024,Hormigueros Municipio,72067,15441.0,109.0,7.06
2024,Humacao Municipio,72069,50100.0,296.0,5.91
2024,Isabela Municipio,72071,42890.0,285.0,6.64
2024,Jayuya Municipio,72073,14566.0,199.0,13.66
2024,Juana Díaz Municipio,72075,46156.0,670.0,14.52
2024,Juncos Municipio,72077,36829.0,322.0,8.74
2024,Lajas Municipio,72079,23035.0,199.0,8.64
2024,Lares Municipio,72081,27855.0,181.0,6.5
2024,Las Marías Municipio,72083,8744.0,22.0,2.52
2024,Las Piedras Municipio,72085,34951.0,424.0,12.13
2024,Loíza Municipio,72087,22768.0,171.0,7.51
2024,Luquillo Municipio,72089,17532.0,71.0,4.05
2024,Manatí Municipio,72091,38943.0,517.0,13.28
2024,Maricao Municipio,72093,4988.0,0.0,0.0
2024,Maunabo Municipio,72095,10399.0,51.0,4.9
2024,Mayagüez Municipio,72097,70828.0,557.0,7.86
2024,Moca Municipio,72099,37424.0,157.0,4.2
2024,Morovis Municipio,72101,28397.0,182.0,6.41
2024,Naguabo Municipio,72103,23054.0,90.0,3.9
2024,Naranjito Municipio,72105,29310.0,234.0,7.98
2024,Orocovis Municipio,72107,21309.0,154.0,7.23
2024,Patillas Municipio,72109,15563.0,75.0,4.82
2024,Peñuelas Municipio,72111,19853.0,108.0,5.44
2024,Ponce Municipio,72113,132760.0,1151.0,8.67
2024,Quebradillas Municipio,72115,23409.0,76.0,3.25
2024,Rincón Municipio,72117,15378.0,42.0,2.73
2024,Río Grande Municipio,72119,46051.0,399.0,8.66
2024,Sabana Grande Municipio,72121,22407.0,139.0,6.2
2024,Salinas Municipio,72123,25079.0,66.0,2.63
2024,San Germán Municipio,72125,31305.0,95.0,3.03
2024,San Juan Municipio,72127,336160.0,2015.0,5.99
2024,San Lorenzo Municipio,72129,37431.0,207.0,5.53
2024,San Sebastián Municipio,72131,39088.0,385.0,9.85
2024,Santa Isabel Municipio,72133,19903.0,158.0,7.94
2024,Toa Alta Municipio,72135,66320.0,384.0,5.79
2024,Toa Baja Municipio,72137,73039.0,491.0,6.72
2024,Trujillo Alto Municipio,72139,67088.0,388.0,5.78
2024,Utuado Municipio,72141,27621.0,176.0,6.37
2024,Vega Alta Municipio,72143,34921.0,344.0,9.85
2024,Vega Baja Municipio,72145,53892.0,218.0,4.05
2024,Vieques Municipio,72147,8078.0,0.0,0.0
2024,Villalba Municipio,72149,21556.0,206.0,9.56
2024,Yabucoa Municipio,72151,29400.0,225.0,7.65
2024,Yauco Municipio,72153,32993.0,207.0,6.27
