year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,unemployment_rate_pct,labor_force_participation_pct,median_income_nominal,median_income_real,cpi,total_housing_units,pct_no_vehicle,pct_below_poverty,pct_no_hs_diploma,pct_aged_65_plus,pct_aged_17_under,pct_disability,pct_single_parent,pct_lim_english,pct_multi_unit,pct_mobile_homes,pct_crowding,pct_group_quarters
2013,Lajas Municipio,72079,25442.0,0.0,20497.0,121.0,11.8,28.3,13975.0,19316.01,232.95,11806.0,43.7,61.2,31.9,52.1,73.1,17.1,1.85,5.4,1.7,1.5,0.9,0.13
2013,Lares Municipio,72081,30051.0,0.0,24009.0,104.0,29.7,37.8,11851.0,16380.25,232.95,12112.0,52.9,62.3,24.4,51.2,72.3,23.9,5.23,8.6,1.2000000000000002,0.1,1.1,0.69
2013,Las Marías Municipio,72083,9699.0,0.0,7670.0,55.0,6.7,39.6,15779.0,21809.47,232.95,3894.0,38.6,57.8,32.8,50.8,70.8,8.2,5.03,5.8,1.4,0.2,1.5,0.75
2013,Las Piedras Municipio,72085,38777.0,0.0,30587.0,132.0,20.0,43.1,18632.0,25752.84,232.95,14672.0,44.4,49.0,26.3,52.8,70.9,18.1,2.67,12.6,0.6,0.2,0.4,0.22
2013,Loíza Municipio,72087,29549.0,0.0,22886.0,116.0,26.4,53.8,19085.0,26378.97,232.95,11517.0,44.6,45.9,10.9,54.4,69.1,16.5,3.35,7.7,2.7,0.3,1.3,0.28
2013,Luquillo Municipio,72089,19918.0,0.0,15688.0,83.0,24.5,51.6,18593.0,25698.93,232.95,10261.0,42.4,43.3,16.9,53.3,71.3,22.4,5.2,16.9,18.5,0.1,1.2,0.36
2013,Manatí Municipio,72091,43497.0,0.0,34052.0,125.0,22.2,43.5,18046.0,24942.88,232.95,18266.0,45.6,46.8,16.3,53.9,71.2,19.9,2.44,16.5,4.8,0.2,1.5,0.91
2013,Maricao Municipio,72093,6552.0,290.0,5163.0,259.0,6.3,38.4,15104.0,20876.5,232.95,2442.0,40.1,56.4,27.4,52.4,71.7,8.6,7.17,3.9,0.4,1.4,2.0,0.37
2013,Maunabo Municipio,72095,12070.0,0.0,9679.0,60.0,26.7,40.2,18446.0,25495.75,232.95,5079.0,46.7,56.2,18.5,51.1,72.7,24.0,4.62,9.5,2.5,0.0,2.8,0.11
2013,Mayagüez Municipio,72097,87161.0,0.0,72209.0,173.0,18.7,37.8,15112.0,20887.55,232.95,40403.0,41.5,51.3,18.1,52.9,73.1,21.3,1.77,19.7,16.9,0.1,0.5,1.7
2013,Moca Municipio,72099,39755.0,0.0,30988.0,146.0,22.5,40.9,14717.0,20341.59,232.95,15321.0,40.6,52.8,25.2,51.6,70.2,21.4,3.3,13.1,1.5,0.2,0.4,0.62
2013,Morovis Municipio,72101,32609.0,0.0,24974.0,106.0,28.1,42.8,14797.0,20452.17,232.95,11111.0,45.4,56.2,23.7,50.9,67.8,28.5,5.76,9.2,1.7999999999999998,0.0,1.0,0.18
2013,Naguabo Municipio,72103,26867.0,0.0,20794.0,124.0,16.4,43.7,17132.0,23679.56,232.95,10791.0,41.4,51.7,26.1,53.2,70.2,12.0,3.05,16.5,4.5,0.0,1.0,0.31
2013,Naranjito Municipio,72105,30256.0,0.0,23989.0,129.0,13.0,34.2,16685.0,23061.73,232.95,10166.0,52.1,51.5,11.4,51.0,71.0,21.2,4.29,9.1,0.5,0.0,1.0,0.32
2013,Orocovis Municipio,72107,23194.0,0.0,17965.0,105.0,29.5,38.7,14743.0,20377.53,232.95,8327.0,42.8,60.4,14.2,50.3,67.9,32.7,4.4,6.6,0.9,0.0,0.6,0.61
2013,Patillas Municipio,72109,19017.0,0.0,15133.0,93.0,31.2,42.1,14506.0,20049.95,232.95,8434.0,45.3,55.7,16.4,51.5,72.8,25.9,2.02,10.9,0.8,0.6,0.1,0.03
2013,Peñuelas Municipio,72111,23783.0,0.0,18103.0,99.0,27.3,44.5,14938.0,20647.05,232.95,8693.0,41.9,60.3,24.0,51.6,68.0,18.1,5.08,9.0,0.30000000000000004,0.1,2.2,0.07
2013,Ponce Municipio,72113,162793.0,0.0,128868.0,199.0,23.3,46.0,17211.0,23788.76,232.95,66368.0,43.7,50.9,19.6,52.9,71.2,20.2,3.62,15.2,11.1,0.1,1.0,2.19
2013,Quebradillas Municipio,72115,25738.0,0.0,20250.0,100.0,17.2,34.9,15221.0,21038.21,232.95,9924.0,41.7,57.2,22.7,52.0,71.1,27.3,3.21,15.1,2.9,0.0,0.8,0.21
2013,Rincón Municipio,72117,15094.0,0.0,12257.0,62.0,24.0,45.0,15842.0,21896.55,232.95,8872.0,49.0,53.5,35.2,52.4,74.3,32.6,2.55,22.0,9.5,0.2,0.7,0.17
2013,Río Grande Municipio,72119,54035.0,0.0,42902.0,168.0,22.1,51.9,22947.0,31716.96,232.95,22814.0,40.3,40.5,21.7,52.2,71.1,22.9,3.6,14.5,5.6,0.2,1.2,2.13
2013,Sabana Grande Municipio,72121,24974.0,0.0,19891.0,82.0,29.7,41.4,16458.0,22747.97,232.95,10389.0,45.8,49.7,19.3,53.5,71.8,23.5,2.42,11.2,2.2,0.0,1.3,0.67
2013,Salinas Municipio,72123,30807.0,0.0,23865.0,150.0,21.0,41.4,13495.0,18652.56,232.95,13507.0,46.4,58.3,23.5,52.6,68.6,20.7,6.62,15.5,1.2000000000000002,0.4,0.8,0.73
2013,San Germán Municipio,72125,35070.0,0.0,28290.0,132.0,7.1,35.5,15696.0,21694.75,232.95,14974.0,40.2,46.5,23.0,52.5,73.4,10.6,3.05,11.6,3.7,0.1,0.7,1.79
2013,San Juan Municipio,72127,387336.0,0.0,315381.0,372.0,16.1,53.2,22754.0,31450.2,232.95,187301.0,43.1,40.1,19.1,55.4,74.4,19.4,2.86,24.2,29.4,0.4,0.9,1.97
2013,San Lorenzo Municipio,72129,40701.0,0.0,32322.0,110.0,16.6,43.9,17743.0,24524.08,232.95,15708.0,40.2,46.8,15.7,51.8,71.8,21.0,4.83,9.7,1.0,0.2,0.9,0.43
2013,San Sebastián Municipio,72131,41798.0,0.0,33200.0,134.0,24.0,35.9,14463.0,19990.52,232.95,16985.0,45.7,55.2,26.0,52.0,72.4,27.4,2.69,11.8,1.2,0.0,0.7,0.38
2013,Santa Isabel Municipio,72133,23231.0,0.0,17574.0,86.0,11.7,45.5,18033.0,24924.91,232.95,9122.0,41.4,49.0,21.5,53.0,67.4,25.8,7.12,21.5,2.7,0.1,0.5,0.09
2013,Toa Alta Municipio,72135,74561.0,0.0,57480.0,210.0,16.2,53.9,28255.0,39053.59,232.95,24801.0,37.4,35.2,17.5,52.5,68.7,20.0,4.41,15.1,1.1,0.6,0.8,0.41
2013,Toa Baja Municipio,72137,88195.0,0.0,69668.0,173.0,17.6,55.0,23934.0,33081.17,232.95,34677.0,43.1,38.1,17.2,53.8,71.6,22.3,3.33,14.9,3.0,0.2,1.1,0.36
2013,Trujillo Alto Municipio,72139,73970.0,0.0,58123.0,185.0,8.8,53.7,31261.0,43208.43,232.95,28426.0,39.3,29.8,9.9,54.0,71.2,17.5,3.13,18.5,12.5,0.1,0.7,1.12
2013,Utuado Municipio,72141,32593.0,0.0,25958.0,106.0,33.7,38.4,14852.0,20528.19,232.95,12977.0,42.9,55.8,11.7,51.9,71.2,21.6,5.67,11.6,0.5,0.2,1.2,0.34
2013,Vega Alta Municipio,72143,39856.0,0.0,31008.0,133.0,21.5,40.2,18184.0,25133.62,232.95,15582.0,47.3,50.6,26.9,53.4,69.7,19.4,4.48,17.0,4.199999999999999,0.1,1.4,1.71
2013,Vega Baja Municipio,72145,58782.0,0.0,46196.0,146.0,13.4,34.9,16453.0,22741.06,232.95,24024.0,47.5,50.6,39.1,53.0,71.1,21.6,1.63,24.8,0.6000000000000001,0.1,0.1,0.52
2013,Vieques Municipio,72147,9273.0,0.0,7338.0,77.0,10.1,46.3,17355.0,23987.79,232.95,4792.0,45.9,43.2,31.3,50.9,71.6,9.7,2.37,10.3,0.5,2.1,0.8,0.02
2013,Villalba Municipio,72149,25618.0,0.0,19668.0,98.0,28.2,49.5,16754.0,23157.1,232.95,8889.0,41.7,53.6,20.7,51.7,67.6,22.6,6.31,8.8,2.5,0.1,1.0,0.72
2013,Yabucoa Municipio,72151,37404.0,0.0,29501.0,107.0,22.3,37.6,17264.0,23862.01,232.95,14140.0,42.2,51.5,23.6,52.1,71.0,24.1,5.09,8.9,0.6000000000000001,0.0,0.9,0.39
2013,Yauco Municipio,72153,41194.0,0.0,32852.0,118.0,29.8,41.6,15053.0,20806.0,232.95,16831.0,47.4,54.3,22.7,52.8,71.9,22.9,2.09,10.0,2.0,0.1,0.7,0.7
2014,Adjuntas Municipio,72001,19188.0,0.0,15080.0,88.0,34.0,42.4,10550.0,14350.21,236.72,7514.0,53.8,62.1,18.5,51.6,71.0,19.9,3.17,6.9,1.3,0.0,1.1,0.38
2014,Aguada Municipio,72003,41176.0,0.0,33284.0,154.0,27.9,47.5,16376.0,22274.79,236.72,16998.0,42.6,53.3,22.8,51.4,73.2,26.8,3.73,18.1,1.6,0.1,2.0,0.28
2014,Aguadilla Municipio,72005,59068.0,0.0,47470.0,139.0,24.5,39.1,16767.0,22806.63,236.72,27040.0,43.9,49.4,31.6,52.3,73.3,23.5,3.52,21.8,7.9,0.2,0.6,3.0
2014,Aguas Buenas Municipio,72007,28083.0,0.0,22309.0,132.0,21.6,37.3,15081.0,20513.32,236.72,10697.0,51.3,54.1,7.5,51.9,71.5,25.0,1.75,9.4,1.6,0.0,0.9,0.82
2014,Aibonito Municipio,72009,25241.0,0.0,20247.0,99.0,9.5,33.0,16962.0,23071.87,236.72,9865.0,46.6,48.5,13.8,52.4,72.4,27.6,3.07,10.7,1.7999999999999998,0.3,1.0,0.14
2014,Arecibo Municipio,72013,93969.0,0.0,76225.0,215.0,16.6,38.4,16997.0,23119.48,236.72,41152.0,43.8,48.6,15.8,52.9,73.8,14.8,2.49,15.4,3.3,0.2,0.4,2.09
2014,Arroyo Municipio,72015,19255.0,0.0,15024.0,99.0,26.1,40.0,15863.0,21577.0,236.72,8374.0,51.2,51.7,19.4,54.3,69.9,23.6,3.01,13.1,1.5,0.5,0.5,0.1
2014,Añasco Municipio,72011,28874.0,0.0,23338.0,125.0,13.4,40.1,17147.0,23323.51,236.72,12177.0,43.7,48.9,23.8,52.2,73.1,18.0,3.47,10.7,2.0999999999999996,0.3,0.8,0.37
2014,Barceloneta Municipio,72017,24908.0,0.0,19605.0,136.0,17.1,34.0,15228.0,20713.27,236.72,9731.0,41.9,54.2,23.6,53.1,71.0,33.6,3.31,24.2,1.5,0.2,0.4,0.16
2014,Barranquitas Municipio,72019,30045.0,0.0,23101.0,148.0,8.0,31.6,15109.0,20551.41,236.72,10906.0,57.8,59.3,8.9,51.5,67.6,20.9,3.55,8.3,1.8,0.0,1.1,1.01
2014,Bayamón Municipio,72021,201273.0,0.0,163745.0,247.0,16.9,51.1,24597.0,33457.07,236.72,83736.0,43.3,35.4,17.2,53.6,74.2,24.1,3.0,17.5,8.8,0.1,0.7,3.05
2014,Cabo Rojo Municipio,72023,50706.0,0.0,40891.0,133.0,12.0,34.4,16880.0,22960.34,236.72,29173.0,40.8,50.9,14.8,53.2,73.9,16.6,2.65,10.8,7.1,4.6,0.5,0.26
2014,Caguas Municipio,72025,140166.0,0.0,111924.0,239.0,16.0,51.6,24083.0,32757.93,236.72,57370.0,41.1,37.5,14.8,54.4,72.4,21.6,3.66,17.1,6.8,0.1,0.6,0.76
2014,Camuy Municipio,72027,34438.0,0.0,27630.0,151.0,19.3,43.4,19490.0,26510.48,236.72,13749.0,42.6,44.1,11.8,52.5,72.3,18.0,1.72,10.1,0.7,0.3,0.3,0.33
2014,Canóvanas Municipio,72029,47655.0,0.0,37142.0,151.0,21.3,51.6,20494.0,27876.13,236.72,17756.0,41.5,44.1,16.2,52.6,70.0,18.5,4.52,13.3,0.7,0.1,2.1,0.19
2014,Carolina Municipio,72031,171310.0,0.0,138896.0,223.0,14.4,54.5,28660.0,38983.61,236.72,76382.0,43.9,30.1,12.4,55.2,73.6,21.3,2.97,19.9,19.700000000000003,0.1,1.0,0.39
2014,Cataño Municipio,72033,27211.0,0.0,21451.0,95.0,30.6,53.5,18625.0,25333.9,236.72,10813.0,38.1,49.6,26.3,53.8,71.3,17.8,3.68,10.1,12.299999999999999,0.2,0.6,0.04
2014,Cayey Municipio,72035,47252.0,0.0,37900.0,194.0,14.9,49.3,21058.0,28643.29,236.72,19380.0,42.1,41.3,11.3,52.6,72.7,31.3,4.27,10.4,3.0,0.1,0.5,0.34
2014,Ceiba Municipio,72037,13122.0,0.0,10576.0,53.0,11.7,40.8,20339.0,27665.3,236.72,7446.0,49.8,43.8,14.5,54.2,72.4,12.1,3.38,22.9,4.2,0.1,1.1,0.32
2014,Ciales Municipio,72039,18242.0,0.0,14515.0,82.0,21.3,31.1,12565.0,17091.03,236.72,7245.0,48.0,59.7,22.2,51.2,71.8,13.7,3.97,7.7,2.5,0.0,0.4,0.12
2014,Cidra Municipio,72041,42878.0,0.0,33892.0,154.0,13.6,51.9,23452.0,31899.63,236.72,15998.0,39.8,38.9,8.8,51.9,71.8,29.7,5.65,11.0,0.4,0.4,1.0,0.39
2014,Coamo Municipio,72043,40496.0,0.0,31849.0,118.0,13.4,41.3,17938.0,24399.44,236.72,16049.0,42.6,50.0,13.3,52.2,70.5,26.0,5.23,19.5,2.8,0.0,0.9,0.31
2014,Comerío Municipio,72045,20533.0,0.0,16220.0,98.0,14.2,35.6,13680.0,18607.67,236.72,7704.0,53.1,57.3,14.3,50.9,71.7,25.8,2.55,6.5,2.5,0.0,1.6,0.08
2014,Corozal Municipio,72047,36463.0,0.0,28499.0,175.0,16.1,36.5,17020.0,23150.77,236.72,13009.0,51.7,52.7,19.8,52.0,70.4,18.4,2.95,11.2,0.30000000000000004,0.8,1.9,0.66
2014,Culebra Municipio,72049,1585.0,255.0,1292.0,232.0,3.1,55.6,18167.0,24710.93,236.72,1425.0,41.4,43.9,7.1,43.4,75.6,7.6,3.5,22.5,1.9,2.5,1.9,0.25
2014,Dorado Municipio,72051,38305.0,0.0,29828.0,150.0,17.8,50.4,27924.0,37982.49,236.72,15798.0,36.5,36.1,14.9,52.9,70.3,16.3,3.47,20.9,0.8,0.3,1.6,0.13
2014,Fajardo Municipio,72053,35539.0,0.0,28157.0,98.0,25.6,51.7,20531.0,27926.46,236.72,18469.0,44.2,44.3,10.6,54.2,71.6,22.1,4.68,21.3,11.7,0.4,0.7,0.73
2014,Florida Municipio,72054,12565.0,0.0,9884.0,95.0,18.0,39.0,15992.0,21752.47,236.72,4876.0,40.5,54.6,18.1,53.0,71.4,25.9,4.57,14.6,3.9000000000000004,0.0,0.3,0.09
2014,Guayama Municipio,72057,44261.0,0.0,34830.0,155.0,20.0,37.3,16765.0,22803.91,236.72,18636.0,46.2,50.0,23.5,50.9,71.9,21.3,3.96,12.3,2.1,0.3,0.7,4.83
2014,Guayanilla Municipio,72059,20862.0,0.0,16421.0,98.0,24.0,37.2,15483.0,21060.12,236.72,8457.0,45.9,54.3,22.3,52.5,71.9,19.8,3.15,8.6,0.6000000000000001,0.4,0.5,0.2
2014,Guaynabo Municipio,72061,95428.0,0.0,78785.0,152.0,13.7,56.4,34450.0,46859.22,236.72,39825.0,40.2,27.7,9.3,53.6,75.5,16.6,2.94,24.6,19.2,0.2,0.7,0.71
2014,Gurabo Municipio,72063,46460.0,0.0,36420.0,173.0,13.6,53.1,27909.0,37962.09,236.72,17133.0,38.4,34.7,15.2,53.1,71.3,21.6,2.89,18.8,2.5,0.1,0.3,0.63
2014,Guánica Municipio,72055,18627.0,0.0,14729.0,86.0,31.8,35.9,13635.0,18546.46,236.72,9290.0,58.0,64.4,18.1,52.7,72.3,28.5,3.65,12.0,1.7,0.1,1.0,0.5
2014,Hatillo Municipio,72065,41830.0,0.0,33425.0,143.0,17.2,44.9,19130.0,26020.81,236.72,16592.0,44.2,46.1,13.6,52.7,72.8,8.1,1.32,9.0,1.8,0.0,0.7,0.27
2014,Hormigueros Municipio,72067,17023.0,0.0,14016.0,68.0,21.1,43.2,21323.0,29003.75,236.72,7443.0,46.2,35.8,19.1,54.7,76.3,25.4,1.55,17.6,4.2,0.4,0.2,1.0
2014,Humacao Municipio,72069,57181.0,0.0,45942.0,146.0,15.0,41.0,20251.0,27545.6,236.72,26463.0,41.8,43.4,15.4,53.5,73.1,11.6,3.24,17.7,9.7,0.0,0.7,0.96
2014,Isabela Municipio,72071,44965.0,0.0,36063.0,138.0,19.5,37.1,15740.0,21409.7,236.72,20087.0,43.5,55.4,15.0,52.1,73.0,26.9,3.64,15.3,2.5,0.0,1.2,0.64
2014,Jayuya Municipio,72073,16183.0,0.0,12599.0,93.0,31.8,41.2,16111.0,21914.34,236.72,6116.0,40.0,56.7,15.7,50.8,69.1,28.0,6.69,8.1,2.1,0.1,1.1,0.32
2014,Juana Díaz Municipio,72075,49876.0,0.0,38955.0,152.0,16.6,45.2,18758.0,25514.81,236.72,18945.0,42.3,50.6,15.3,52.9,69.7,21.6,3.12,13.7,1.5,0.2,1.1,1.01
2014,Juncos Municipio,72077,40284.0,0.0,31304.0,160.0,21.2,46.7,19288.0,26235.72,236.72,15647.0,41.6,46.0,17.8,53.1,70.7,19.9,3.94,13.5,2.7,0.0,0.5,0.57
2014,Lajas Municipio,72079,25117.0,0.0,20395.0,117.0,14.8,28.1,13422.0,18256.73,236.72,12014.0,43.0,60.9,26.3,52.1,73.9,18.3,1.83,5.3,1.5,2.0,0.8,0.14
2014,Lares Municipio,72081,29426.0,0.0,23718.0,75.0,32.9,40.9,11929.0,16225.94,236.72,12103.0,56.0,59.7,21.5,51.2,73.0,21.6,5.57,8.3,1.2,0.1,1.1,0.79
2014,Las Marías Municipio,72083,9521.0,0.0,7581.0,49.0,6.5,36.5,14928.0,20305.21,236.72,3866.0,38.4,56.7,30.3,50.7,71.5,8.4,3.55,6.2,1.0,0.2,1.6,0.83
2014,Las Piedras Municipio,72085,38759.0,0.0,30725.0,148.0,21.2,42.7,19929.0,27107.62,236.72,15218.0,43.9,47.6,25.8,52.8,71.7,19.5,2.94,13.0,1.0,0.2,0.3,0.2
2014,Loíza Municipio,72087,29054.0,0.0,22696.0,121.0,26.4,52.4,18456.0,25104.03,236.72,11647.0,44.6,47.9,12.1,54.4,70.2,17.6,3.78,7.6,2.6,0.1,1.0,0.27
2014,Luquillo Municipio,72089,19731.0,0.0,15660.0,76.0,26.9,51.7,18256.0,24831.99,236.72,10421.0,41.3,44.7,16.1,53.4,71.9,23.0,4.97,16.5,18.700000000000003,0.0,1.4,0.29
2014,Manatí Municipio,72091,42900.0,0.0,33939.0,124.0,20.8,42.8,18796.0,25566.5,236.72,18655.0,44.2,45.3,13.7,53.8,71.7,20.3,3.02,17.5,4.9,0.2,1.5,1.1
2014,Maricao Municipio,72093,6384.0,255.0,5056.0,231.0,9.3,36.7,14149.0,19245.6,236.72,2504.0,40.1,58.9,37.5,52.1,72.3,10.1,6.96,5.0,0.4,0.8,2.3,0.39
2014,Maunabo Municipio,72095,11904.0,0.0,9652.0,50.0,30.5,38.1,17866.0,24301.5,236.72,5223.0,46.8,56.3,15.6,51.1,73.8,21.2,3.73,9.9,3.5999999999999996,0.0,1.8,0.11
2014,Mayagüez Municipio,72097,85425.0,0.0,71053.0,186.0,21.3,38.7,15402.0,20949.95,236.72,40992.0,41.3,50.3,17.6,52.9,73.9,23.2,2.41,19.7,16.799999999999997,0.1,0.6,1.74
2014,Moca Municipio,72099,39349.0,0.0,30853.0,190.0,22.7,39.6,15301.0,20812.57,236.72,15428.0,38.7,53.0,24.5,51.6,71.0,23.1,3.2,13.7,1.4000000000000001,0.2,0.5,0.67
2014,Morovis Municipio,72101,32484.0,0.0,25206.0,139.0,23.4,41.7,16086.0,21880.33,236.72,11533.0,46.3,55.3,19.7,50.8,68.9,24.2,5.08,8.1,2.4,0.0,0.7,0.2
2014,Naguabo Municipio,72103,26881.0,0.0,21020.0,118.0,12.9,40.3,18295.0,24885.03,236.72,11316.0,41.1,53.5,23.6,53.4,69.9,10.6,2.8,15.6,4.9,0.0,1.1,0.25
2014,Naranjito Municipio,72105,30034.0,0.0,23915.0,117.0,15.7,37.1,17478.0,23773.74,236.72,10492.0,49.7,49.7,9.1,50.9,71.8,22.0,5.48,9.6,0.4,0.1,1.2,0.32
2014,Orocovis Municipio,72107,22927.0,0.0,18045.0,100.0,27.7,37.2,14549.0,19789.69,236.72,8429.0,43.4,59.2,13.5,50.3,68.9,34.3,4.4,6.9,1.0,0.1,0.7,0.6
2014,Patillas Municipio,72109,18766.0,0.0,15085.0,99.0,30.3,38.7,14343.0,19509.49,236.72,8757.0,44.7,56.5,13.8,51.5,73.7,23.4,2.44,11.2,1.5,0.7,0.0,0.02
2014,Peñuelas Municipio,72111,23307.0,0.0,17871.0,82.0,27.5,42.7,15506.0,21091.41,236.72,8785.0,42.7,60.9,27.1,51.6,69.2,17.2,6.37,9.2,0.30000000000000004,0.1,2.9,0.09
2014,Ponce Municipio,72113,159660.0,0.0,127145.0,265.0,22.6,43.9,16807.0,22861.04,236.72,66891.0,44.5,51.4,17.2,52.8,71.7,18.7,3.71,15.5,11.399999999999999,0.1,0.7,2.23
2014,Quebradillas Municipio,72115,25512.0,0.0,20209.0,125.0,17.0,35.6,15277.0,20779.92,236.72,10192.0,43.0,57.1,21.7,52.0,71.8,27.6,2.65,13.7,2.3,0.0,0.7,0.2
2014,Rincón Municipio,72117,14998.0,0.0,12305.0,55.0,23.2,45.2,16704.0,22720.94,236.72,9374.0,50.7,50.5,21.7,52.4,75.2,31.3,3.69,23.6,9.9,0.0,1.0,0.17
2014,Río Grande Municipio,72119,53628.0,0.0,43019.0,177.0,24.2,52.2,22372.0,30430.61,236.72,23209.0,39.5,40.7,18.2,52.1,72.1,23.2,4.36,14.8,5.5,0.3,0.8,2.16
2014,Sabana Grande Municipio,72121,24692.0,0.0,19785.0,106.0,25.6,36.2,15054.0,20476.59,236.72,10534.0,46.6,50.6,17.0,53.6,72.3,26.5,2.38,14.1,2.2,0.0,1.0,0.67
2014,Salinas Municipio,72123,30506.0,0.0,23810.0,151.0,16.1,40.4,13871.0,18867.47,236.72,13936.0,47.6,58.3,22.5,52.6,69.2,20.7,5.93,18.4,1.5,0.5,0.7,0.8
2014,San Germán Municipio,72125,34725.0,0.0,28153.0,138.0,7.7,35.0,15091.0,20526.92,236.72,15304.0,42.2,48.4,24.5,52.4,73.6,10.4,2.67,11.9,3.8000000000000003,0.1,0.6,1.67
2014,San Juan Municipio,72127,380149.0,0.0,311213.0,374.0,15.8,52.8,22266.0,30286.43,236.72,190122.0,43.5,40.9,17.4,55.3,74.9,19.1,2.66,25.3,29.0,0.4,0.9,1.93
2014,San Lorenzo Municipio,72129,40313.0,0.0,32186.0,124.0,16.6,42.9,17116.0,23281.35,236.72,16178.0,41.2,49.3,12.7,51.7,72.6,22.4,4.78,10.4,0.7,0.4,0.9,0.39
2014,San Sebastián Municipio,72131,41204.0,0.0,32913.0,126.0,29.8,37.0,14726.0,20030.45,236.72,17415.0,45.7,56.7,25.2,52.0,73.0,27.1,3.71,11.0,1.3,0.1,0.4,0.43
2014,Santa Isabel Municipio,72133,23114.0,0.0,17661.0,84.0,12.3,43.8,16344.0,22231.26,236.72,9237.0,42.6,50.8,19.4,52.9,68.4,26.1,6.5,22.8,3.0,0.1,1.1,0.06
2014,Toa Alta Municipio,72135,74688.0,0.0,58177.0,208.0,15.4,54.0,29183.0,39694.99,236.72,25323.0,36.3,32.9,13.1,52.6,69.5,20.6,4.35,16.0,1.2000000000000002,0.7,0.8,0.42
2014,Toa Baja Municipio,72137,86873.0,0.0,69206.0,154.0,17.9,55.0,23642.0,32158.07,236.72,34734.0,42.7,37.8,16.0,53.9,72.3,22.8,3.31,16.7,3.0,0.2,1.5,0.38
2014,Trujillo Alto Municipio,72139,73030.0,0.0,57885.0,183.0,8.6,52.7,30687.0,41740.75,236.72,28921.0,39.8,30.8,8.7,54.0,71.7,17.9,3.0,18.5,13.100000000000001,0.0,0.7,1.14
2014,Utuado Municipio,72141,32086.0,0.0,25699.0,107.0,32.7,38.4,15291.0,20798.96,236.72,13413.0,42.0,54.0,8.7,51.8,72.1,18.5,5.08,11.7,0.6,0.1,0.7,0.34
2014,Vega Alta Municipio,72143,39670.0,0.0,31039.0,119.0,19.5,40.4,17944.0,24407.6,236.72,15930.0,48.6,50.9,26.0,53.4,70.3,17.1,3.89,16.8,4.7,0.1,1.1,1.91
2014,Vega Baja Municipio,72145,57915.0,0.0,45820.0,160.0,12.2,34.2,16625.0,22613.48,236.72,24607.0,46.0,50.4,35.9,52.9,71.8,20.5,1.66,25.8,0.7,0.2,0.3,0.55
2014,Vieques Municipio,72147,9217.0,0.0,7336.0,74.0,14.3,45.2,18179.0,24727.25,236.72,4977.0,44.4,41.6,8.4,50.8,72.6,9.0,2.79,8.7,0.0,2.3,0.9,0.01
2014,Villalba Municipio,72149,25196.0,0.0,19608.0,107.0,26.5,49.0,17389.0,23652.68,236.72,9040.0,42.2,53.8,15.0,51.8,68.9,21.9,5.24,9.8,2.3,0.2,1.0,0.75
2014,Yabucoa Municipio,72151,36903.0,0.0,29421.0,136.0,25.4,37.1,16627.0,22616.2,236.72,14482.0,40.6,51.7,14.6,52.1,72.0,22.2,5.13,11.3,0.7,0.0,0.9,0.32
2014,Yauco Municipio,72153,40391.0,0.0,32503.0,111.0,28.0,39.7,15346.0,20873.78,236.72,16943.0,46.7,52.1,16.0,52.9,72.9,24.4,1.77,10.5,2.3,0.0,0.5,0.76
2015,Adjuntas Municipio,72001,18962.0,0.0,15022.0,85.0,36.5,42.9,10499.0,14263.56,237.0,7694.0,19.3,61.7,18.5,51.7,71.7,20.3,2.77,93.2,1.2,0.4,2.6,0.37
2015,Aguada Municipio,72003,40603.0,0.0,32989.0,171.0,25.1,46.8,16029.0,21776.42,237.0,17398.0,15.8,54.2,14.6,51.5,74.1,26.9,3.85,96.3,1.4,0.1,1.9,0.28
2015,Aguadilla Municipio,72005,57973.0,0.0,46796.0,158.0,23.2,40.8,17267.0,23458.32,237.0,27386.0,17.8,49.1,22.2,52.3,73.8,24.0,3.8,95.2,8.4,0.2,2.1,3.23
2015,Aguas Buenas Municipio,72007,27693.0,0.0,22168.0,128.0,24.6,38.6,14824.0,20139.35,237.0,10752.0,18.2,53.6,8.3,52.0,72.2,26.8,1.88,95.3,1.5,0.0,3.0,0.81
2015,Aibonito Municipio,72009,24829.0,0.0,20025.0,92.0,6.0,31.4,17307.0,23512.66,237.0,9986.0,16.6,47.2,8.2,52.5,73.0,28.2,3.15,95.8,1.5,0.5,4.1,0.1
2015,Arecibo Municipio,72013,92511.0,0.0,75485.0,178.0,17.7,37.9,16485.0,22395.92,237.0,41472.0,18.7,49.6,12.6,52.9,74.1,16.6,2.48,95.7,3.3,0.2,1.5,2.01
2015,Arroyo Municipio,72015,19018.0,0.0,14936.0,74.0,22.9,34.7,15298.0,20783.31,237.0,8564.0,18.5,52.7,10.7,54.5,70.5,23.3,2.79,95.1,1.2,0.7,5.0,0.09
2015,Añasco Municipio,72011,28579.0,0.0,23252.0,110.0,15.0,41.9,17386.0,23619.99,237.0,12368.0,14.4,49.1,16.6,52.3,73.9,21.2,3.6,97.4,2.0,0.3,4.4,0.41
2015,Barceloneta Municipio,72017,24775.0,0.0,19594.0,124.0,17.1,33.2,15212.0,20666.47,237.0,9845.0,15.7,55.9,14.0,53.3,71.8,28.9,2.77,95.9,1.3,0.2,2.6,0.15
