municipio,region,year,p05,p10,p25,p50,p75,p90,p95,scenario,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
Hatillo,North,2030,30953.593355920722,31659.486338354774,32347.844878202006,33279.90417461506,33850.34233280339,34720.69169287491,35139.52147726673,baseline,33279.90417461506,0.0,0.0
Hormigueros,West,2030,12777.322622001568,12927.704416193432,13152.949124743189,13392.318669501756,13669.390946431326,13912.275192021047,14022.703128844034,baseline,13392.318669501756,0.0,0.0
Humacao,East,2030,41521.36620954904,42016.017867867056,42733.00251475376,43545.550044930904,44423.65354468361,45156.86663138575,45794.139978826766,baseline,43545.550044930904,0.0,0.0
Isabela,West,2030,33577.089357998026,34174.76640772633,35425.646212111635,37221.41004842993,38849.55053465895,41054.19119502734,42464.752000693035,baseline,37221.41004842993,0.0,0.0
Jayuya,Central Mountains,2030,11386.286126717378,11704.35424790311,12108.465515874377,12686.645047744147,13289.989293306648,13856.863920987324,14314.390425869691,baseline,12686.645047744147,0.0,0.0
Juana Díaz,South,2030,36645.89848907854,37191.99197561761,38500.22563919798,39994.66517273764,41277.47046400429,42788.866308079596,43761.063657368955,baseline,39994.66517273764,0.0,0.0
Juncos,East,2030,30055.581359547665,30410.45060465698,31126.63915417166,32052.989371269712,32810.477385171216,33596.985264236515,34005.973207930896,baseline,32052.989371269712,0.0,0.0
Lajas,West,2030,18076.40788252965,18413.207424617893,19079.99665578008,20040.045886218148,20932.54075094646,21937.541367483176,22534.781224745366,baseline,20040.045886218148,0.0,0.0
Lares,Central Mountains,2030,17801.06317397425,18857.715904905355,21559.699485046403,24241.791121349102,26815.378404885494,28799.332829741794,30576.954816003803,baseline,24241.791121349102,0.0,0.0
Las Marías,West,2030,6255.488996628787,6354.559603401114,6863.217940395575,7550.410805216625,8271.70972946674,8715.597798096538,9040.328886724625,baseline,7550.410805216625,0.0,0.0
Las Piedras,East,2030,27604.858380039477,28110.73133852855,29089.357366944754,30198.7787285634,31472.038560233912,32522.15115035962,33074.85090853358,baseline,30198.7787285634,0.0,0.0
Loíza,East,2030,18672.123974181697,18866.04016737584,19302.74626690578,19742.512828899326,20104.919853296145,20454.08289617774,20670.435805747446,baseline,19742.512828899326,0.0,0.0
Luquillo,East,2030,14505.673113688586,14659.30045916353,14875.185940521584,15193.948895806192,15562.328322364607,15831.773093275737,16103.163215160765,baseline,15193.948895806192,0.0,0.0
Manatí,North,2030,30499.54517982171,31011.303080024245,32399.610304787064,33826.163114067414,35212.64825254775,36913.31112116879,37746.655367606385,baseline,33826.163114067414,0.0,0.0
Maricao,West,2030,3496.5372133953365,3709.223207366081,4015.511954345722,4277.046543060134,4637.447108825302,4971.07426194633,5083.320750649673,baseline,4277.046543060134,0.0,0.0
Maunabo,East,2030,8473.788967417313,8618.288649090488,8813.498480181292,9024.84194767252,9300.28183960157,9544.661283288966,9704.344536117342,baseline,9024.84194767252,0.0,0.0
Mayagüez,West,2030,56656.477650680055,57713.96406627284,58967.07717061025,61592.12087609472,63328.049387101426,65352.45736610679,66383.00119391293,baseline,61592.12087609472,0.0,0.0
Moca,West,2030,27851.242409010472,28762.257028660846,30235.884657860675,32200.227564016765,34204.116110344126,35781.265364792765,37606.30698197561,baseline,32200.227564016765,0.0,0.0
Morovis,Central Mountains,2030,22414.067651674868,22832.673937906282,23757.084837097515,24765.856182764444,25586.88226139394,26556.68575480993,27334.976162910138,baseline,24765.856182764444,0.0,0.0
Naguabo,East,2030,16985.392247789216,17690.764901683822,19083.815548639206,20254.59199035036,21598.04943624624,22769.943297385067,23332.439650831748,baseline,20254.59199035036,0.0,0.0
Naranjito,Central Mountains,2030,22240.195358068315,22860.124646915923,24056.56255802934,25196.619146755285,26243.753929397866,27270.57600193254,28008.49660631756,baseline,25196.619146755285,0.0,0.0
Orocovis,Central Mountains,2030,16348.837478830217,16941.86924137542,17502.10362733838,18381.877775514284,19048.869400935368,19847.412688082677,20119.462644813702,baseline,18381.877775514284,0.0,0.0
Patillas,South,2030,12907.77151053802,13052.247878677617,13218.024393978087,13473.816807714024,13756.633820757446,13948.84437652728,14154.539537241008,baseline,13473.816807714024,0.0,0.0
Peñuelas,South,2030,15034.09586026134,15497.787716690502,16063.91748518047,17087.27593536822,18002.15230548794,19022.934839419962,19683.392577402275,baseline,17087.27593536822,0.0,0.0
Ponce,South,2030,103756.14190182468,106416.13294263849,110522.26844584828,114649.38023057082,119686.49948938857,123319.57604390789,125488.12855816494,baseline,114649.38023057082,0.0,0.0
Quebradillas,North,2030,18890.794266555065,19053.0664524141,19675.361276361466,20120.91961021853,20753.77706978975,21118.079429652837,21622.605020698797,baseline,20120.91961021853,0.0,0.0
Rincón,West,2030,11116.459430186851,11528.93608545763,12379.041940345287,13328.837244701675,14294.468820534947,15164.033315327439,15673.48527071899,baseline,13328.837244701675,0.0,0.0
Río Grande,East,2030,37762.568896287936,38149.65482511731,38873.410744835055,39812.077682038056,40947.58727110594,41770.76040698239,41998.116022138754,baseline,39812.077682038056,0.0,0.0
Sabana Grande,West,2030,17707.810724345298,18203.67221669132,18866.51632904393,19455.394156479215,20253.278649829044,21199.516296804104,21575.77714288174,baseline,19455.394156479215,0.0,0.0
Salinas,South,2030,20161.247806537896,20387.94054027447,21023.11844865315,21716.105832204106,22570.079166187486,23193.386348476204,23605.433880355624,baseline,21716.105832204106,0.0,0.0
San Germán,West,2030,24090.04133662291,24693.002108753528,25675.865764810664,26937.15074451924,28333.993130640556,29319.22565713407,30075.413153970127,baseline,26937.15074451924,0.0,0.0
San Juan,Metro,2030,256240.8346523977,260876.81404860647,276771.337251464,289431.64590439474,303422.0458406812,321203.85347940517,329376.1801180775,baseline,289431.64590439474,0.0,0.0
San Lorenzo,East,2030,29804.437583320465,30294.620069563374,31292.86348798887,32673.639341861868,33666.16285073872,34824.8369478305,35361.65513915115,baseline,32673.639341861868,0.0,0.0
San Sebastián,West,2030,28484.534512048533,29415.87321844418,31550.40166631246,34265.764456680976,36297.08192275512,38965.1459026291,40135.764592945685,baseline,34265.764456680976,0.0,0.0
Santa Isabel,South,2030,15789.013666375478,16108.79299245393,16709.90818512982,17351.114525196113,18004.868215668954,18485.630186837974,18807.72293429179,baseline,17351.114525196113,0.0,0.0
Toa Alta,Metro,2030,50128.77587376473,51798.05941356996,54364.85228843363,57628.66421612508,60330.81403291205,62772.2331521673,64256.02032124713,baseline,57628.66421612508,0.0,0.0
Toa Baja,Metro,2030,59747.58128797807,60152.701113305746,61554.857146361945,63082.72121924925,64503.6663613705,65972.95119891365,67165.70968893253,baseline,63082.72121924925,0.0,0.0
Trujillo Alto,Metro,2030,51968.852617537596,53100.24218696721,55500.62664885816,57932.11465003071,60568.62738175348,63592.64352379499,65047.70068919858,baseline,57932.11465003071,0.0,0.0
Utuado,Central Mountains,2030,22058.576292757996,22355.25347094874,23028.41354465489,23890.013559631316,24806.8671225911,25451.788852146678,25865.059433790244,baseline,23890.013559631316,0.0,0.0
Vega Alta,North,2030,28749.933074047665,29054.58326346237,29639.886441329392,30475.32482494106,31115.17926806993,31699.566724315227,32287.79088731686,baseline,30475.32482494106,0.0,0.0
Vega Baja,North,2030,39849.782221059446,40893.17975830129,43379.78439321682,46329.54681641854,49038.848867223234,51558.52730370191,53237.29248579161,baseline,46329.54681641854,0.0,0.0
Vieques,East,2030,6688.897489151217,6724.746464323695,6865.87734452129,7004.709148534811,7120.066839229321,7294.913260101205,7408.270263422082,baseline,7004.709148534811,0.0,0.0
Villalba,South,2030,17336.761443043648,17665.994875080178,18093.57189879659,18706.608049753955,19312.65141336199,20134.040945733443,20338.28180453253,baseline,18706.608049753955,0.0,0.0
Yabucoa,East,2030,23520.029321681162,23969.070978554933,24469.898944499248,25412.82085392617,26313.4490213471,27243.77861030651,27857.133150535894,baseline,25412.82085392617,0.0,0.0
Yauco,South,2030,26721.089792082304,27184.79986946922,27922.13371994949,28586.127429302716,29350.95525804736,30265.89930704345,30785.001305206413,baseline,28586.127429302716,0.0,0.0
Adjuntas,Central Mountains,2030,13977.563676331773,14199.002784224831,14647.353683830515,15254.491983274644,15749.718796477768,16174.298354708868,16398.409835282248,hurricane_cat1,15600.014532777845,-345.52254950320093,-2.214886074479027
Aguada,West,2030,29451.606514701463,30152.307694172847,30971.853106067523,31881.681585963444,33114.94853291488,33995.11883836718,34659.09299421997,hurricane_cat1,32568.39396648024,-686.7123805167939,-2.1085239303588814
Aguadilla,West,2030,39282.25998144383,40577.96524993214,42886.293807557806,45727.67838994517,48638.21049352088,51181.066195834814,53939.87704390668,hurricane_cat1,46711.722970192684,-984.0445802475151,-2.106633019885492
Aguas Buenas,Central Mountains,2030,18967.962172007974,19170.31818639005,19602.361980087644,20056.758439098223,20458.92797981334,20874.145695390805,21166.343453250553,hurricane_cat1,20510.680681744376,-453.9222426461529,-2.2131017965199393
Aibonito,Central Mountains,2030,17194.790022187608,17857.01703833941,19118.01004530439,21072.467761664273,22428.527306884655,23905.62572673002,24949.95979956309,hurricane_cat1,21549.164234152406,-476.6964724881327,-2.2121343886397025
Arecibo,North,2030,64977.26597303268,66461.8179028423,70235.4806762946,73672.47141945551,77276.59278445745,80730.64838425061,83657.56543282808,hurricane_cat1,75175.79700653075,-1503.3255870752328,-1.9997467894415997
Arroyo,South,2030,11255.56940240487,11611.22896427924,12180.922328957557,12855.469748001939,13479.812831614254,13973.519851765373,14517.152010587537,hurricane_cat1,13160.551518361613,-305.0817703596749,-2.3181533838762345
Añasco,West,2030,20189.527417244844,20411.292509830913,20813.014859024526,21257.674979307034,21780.617298889338,22277.721272582497,22565.897015814833,hurricane_cat1,21715.54323079694,-457.86825148990465,-2.108481683481705
Barceloneta,North,2030,17454.523996869197,17820.544981672843,18435.40441321524,19018.757192798592,19773.594693807827,20503.984843772476,20944.65248902853,hurricane_cat1,19408.38915473382,-389.6319619352289,-2.007544051332026
Barranquitas,Central Mountains,2030,22320.873615898425,22767.685820371556,23766.585526469567,24754.200976987246,25576.618187276148,26439.818819676846,26799.207379191612,hurricane_cat1,25313.920172988455,-559.7191960012096,-2.2111122741015246
Bayamón,Metro,2030,132926.52623375476,135581.4771761663,143922.43717561715,153588.56509861458,163726.96870686163,172781.21881555155,179654.67914348375,hurricane_cat1,156902.74167779938,-3314.176579184801,-2.1122489917929417
Cabo Rojo,West,2030,38094.18334937974,38380.5476207705,38983.001246186046,39688.37766773269,40512.76484908473,41225.94968885121,41754.9424675804,hurricane_cat1,40543.96741601448,-855.5897482817891,-2.1102763316247124
Caguas,East,2030,100205.91903522612,101343.3963917948,103652.41827579972,105848.35687987297,108225.20671156439,111249.9324239337,114100.78924950954,hurricane_cat1,108592.64469146203,-2744.2878115890635,-2.5271396781856166
Camuy,North,2030,24185.662062757456,25098.445559691896,26354.007700966074,27721.65914011875,29223.42450278865,30621.708836414688,31329.65234029035,hurricane_cat1,28289.04159455817,-567.3824544394192,-2.0056616359479778
Canóvanas,East,2030,32047.113791687167,32437.266552408804,33871.823719696,35336.3957560648,36686.42956053128,37893.41543141757,38486.61154193196,hurricane_cat1,36253.1792731491,-916.7835170843027,-2.5288361888947986
Carolina,Metro,2030,115642.9406975455,117893.51743360517,122655.52826881745,128464.40089245439,134160.5614318928,139047.16614748372,141408.4720522886,hurricane_cat1,131226.06253544748,-2761.6616429930873,-2.1045069779847223
Cataño,Metro,2030,17997.230456085046,18263.302280115702,18652.339320725292,19069.529376668863,19427.350046242384,19809.742633057744,19939.790919318864,hurricane_cat1,19480.10528452896,-410.5759078600968,-2.107667807042988
Cayey,Central Mountains,2030,32979.21478100709,33325.675978281106,33929.93471618229,34720.23173008415,35444.245179244295,36219.71950574402,36574.87834032533,hurricane_cat1,35506.056745983,-785.8250158988449,-2.213213991969834
Ceiba,East,2030,8465.78509317377,8738.042229648801,9094.141047023775,9354.272866482484,9684.804115032699,9989.171829799601,10252.165822788289,hurricane_cat1,9596.129160304234,-241.8562938217492,-2.5203526315821434
Ciales,Central Mountains,2030,12529.711663063457,12957.54559676419,13523.144175639492,14237.09635005446,15117.801415080798,15913.405382228142,16288.882895061348,hurricane_cat1,14558.878643179347,-321.78229312488656,-2.2102134443962655
Cidra,Central Mountains,2030,30881.13748133147,31683.498081345413,32409.5202739943,33687.29977328984,35054.793441697424,36042.324141494275,36844.689063102596,hurricane_cat1,34449.29369099025,-761.9939177004126,-2.21192900073798
Coamo,South,2030,24723.520983162976,25541.07020512435,27059.756015074483,28834.352906113993,30849.567568832794,32770.378849639106,33656.7183603607,hurricane_cat1,29520.510152782776,-686.157246668783,-2.324340748576467
Comerío,Central Mountains,2030,15140.418178145368,15273.525786594595,15608.446741776434,15950.626854405858,16200.917079751573,16535.360650620998,16714.38349072974,hurricane_cat1,16310.975935526356,-360.34908112049743,-2.209242920502592
Corozal,Central Mountains,2030,26047.378637340393,26621.874653587813,28105.627696068674,29491.947742482454,30832.103580937066,31787.576344186553,32736.523971979987,hurricane_cat1,30160.214554681897,-668.2668121994429,-2.215723004847474
Culebra,East,2030,821.1648790559739,914.3928541973827,1019.5789602876248,1215.6168674912865,1408.0190390018297,1566.8671313735938,1717.0895815335841,hurricane_cat1,1246.8664388394513,-31.249571348164864,-2.5062484942052894
Dorado,North,2030,28692.992172201146,29178.526710478385,29844.033567399372,30627.82009654093,31303.72945819304,31909.560627589486,32294.050587254562,hurricane_cat1,31254.09846805875,-626.2783715178193,-2.0038279848573044
Fajardo,East,2030,22639.12601339756,23332.460894981374,24467.24375648771,26681.0835485704,28523.232372554154,30050.68090297402,31442.43553246548,hurricane_cat1,27373.249106107138,-692.1655575367367,-2.528620387202447
Florida,North,2030,9077.962508761404,9244.166510795834,9453.894817014403,9757.080763533926,10093.024982602828,10295.765080618097,10441.572001260121,hurricane_cat1,9956.632954937322,-199.55219140339614,-2.004213596167986
Guayama,South,2030,26636.83141145934,27407.877130169327,28540.1451651511,29914.317041213784,31039.8977105225,32648.052820431538,33408.78530702735,hurricane_cat1,30623.739166124647,-709.4221249108632,-2.316575781495721
Guayanilla,South,2030,13668.827518592167,13924.213522829474,14206.933063781125,14485.227548611309,14879.844533193962,15232.586935621664,15527.415257453535,hurricane_cat1,14828.913343772288,-343.68579516098,-2.317673501715606
Guaynabo,Metro,2030,67274.65866499006,69114.04365363007,72660.2843048679,76079.8102541541,79920.32767318486,83083.55173442666,86480.56627105201,hurricane_cat1,77715.8245290668,-1636.0142749126971,-2.105123743878964
Gurabo,East,2030,26579.750220337242,27619.28253141906,30743.91758851316,33623.90594058081,36376.28881678096,39851.86842238478,40947.53247725757,hurricane_cat1,34495.71063609977,-871.8046955189639,-2.5272843476563143
Guánica,West,2030,9407.865960905738,9768.595607195472,10330.670276876386,10850.564030738235,11431.328646987999,12000.753607646238,12348.374247664644,hurricane_cat1,11084.828031593845,-234.26400085561,-2.11337514833711
Hatillo,North,2030,30326.38256319412,31019.6614466407,31696.15295207483,32613.61550332165,33174.33503166504,34031.65938286077,34443.79320019794,hurricane_cat1,33279.90417461506,-666.2886712934123,-2.00207508951194
Hormigueros,West,2030,12505.292315789811,12653.616984679516,12874.573782419746,13109.816626001844,13382.484277311216,13621.023812402196,13729.31683107371,hurricane_cat1,13392.318669501756,-282.50204349991145,-2.109433403367645
Humacao,East,2030,40464.00786070595,40949.302114569036,41649.02165464737,42446.070522574024,43305.927273825204,44024.787171419484,44649.75436939053,hurricane_cat1,43545.550044930904,-1099.47952235688,-2.5248952446861312
Isabela,West,2030,32857.23954915598,33442.864666290545,34673.31642148759,36436.51772167614,38038.223117160385,40202.79580823862,41589.52980407381,hurricane_cat1,37221.41004842993,-784.8923267537903,-2.1087119637126657
Jayuya,Central Mountains,2030,11129.057481424106,11441.474787181527,11837.184594465889,12406.087592452717,12998.587175570607,13555.335476343764,14005.337400655788,hurricane_cat1,12686.645047744147,-280.5574552914295,-2.2114393067323683
Juana Díaz,South,2030,35782.06209021731,36317.45676193367,37602.88663637983,39066.869406071404,40328.36255010303,41808.27966409428,42764.999295723894,hurricane_cat1,39994.66517273764,-927.7957666662332,-2.319798809813928
Juncos,East,2030,29287.87234240942,29634.149864314826,30336.655029637004,31242.876705126495,31986.323515135682,32756.240143766663,33157.82163308739,hurricane_cat1,32052.989371269712,-810.1126661432172,-2.527416886954548
Lajas,West,2030,17688.1984529148,18019.391976751802,18675.663281157747,19617.473902575097,20494.52851944408,21483.62560120878,22071.157293964323,hurricane_cat1,20040.045886218148,-422.57198364305077,-2.1086378047350687
Lares,Central Mountains,2030,17385.33973852569,18420.582033204326,21069.00390412184,23707.196957422337,26233.656279345196,28180.460603320407,29925.657705028116,hurricane_cat1,24241.791121349102,-534.5941639267658,-2.2052585192682517
Las Marías,West,2030,6118.140295689417,6216.160966340267,6716.132792306016,7391.00685093613,8100.777626496661,8536.757207230608,8855.923468885161,hurricane_cat1,7550.410805216625,-159.40395428049487,-2.111195779842359
Las Piedras,East,2030,26894.96434154882,27390.270383381085,28349.203206450857,29435.707040815818,30682.231331282474,31712.246998641996,32255.551993337464,hurricane_cat1,30198.7787285634,-763.0716877475825,-2.526829626477027
Loíza,East,2030,18195.722131979906,18385.825248663623,18812.52812238205,19244.420108204547,19598.82034082338,19941.227324696865,20152.769456588652,hurricane_cat1,19742.512828899326,-498.0927206947781,-2.5229449007406193
Luquillo,East,2030,14135.911471086587,14286.236509497225,14497.948662122437,14810.076829945549,15170.674770487587,15434.682870423969,15701.25737749574,hurricane_cat1,15193.948895806192,-383.8720658606435,-2.5264799065277836
Manatí,North,2030,29875.643823325696,30380.169433127565,31745.32383813026,33148.46105994499,34513.29506466143,36186.48916499955,37004.62759643631,hurricane_cat1,33826.163114067414,-677.7020541224265,-2.0034848523526096
Maricao,West,2030,3420.191172684384,3628.420501407873,3929.731690712098,4187.017019431476,4540.986973412098,4869.340541086173,4979.669141954877,hurricane_cat1,4277.046543060134,-90.02952362865835,-2.104946081887717
Maunabo,East,2030,8257.053851984621,8399.243627900672,8589.499097851989,8796.953131637465,9066.866872932587,9306.427351614884,9462.912628417667,hurricane_cat1,9024.84194767252,-227.88881603505433,-2.525128056052286
Mayagüez,West,2030,55442.85646109474,56482.16164089783,57714.40082005797,60294.22815622564,62000.21711892022,63989.63991008693,65003.07660793464,hurricane_cat1,61592.12087609472,-1297.8927198690799,-2.1072382334098534
Moca,West,2030,27247.048182597537,28142.376572279343,29592.194511994243,31518.49382003823,33490.42220759553,35038.9562778815,36834.57038102958,hurricane_cat1,32200.227564016765,-681.7337439785333,-2.117170577826474
Morovis,Central Mountains,2030,21908.875500858816,22320.11890483074,23228.233393569528,24218.92085982296,25024.31862010521,25977.868001803607,26741.818501293445,hurricane_cat1,24765.856182764444,-546.9353229414846,-2.2084248527701575
Naguabo,East,2030,16541.84158313359,17234.486833504965,18597.90936319744,19742.20749489873,21060.257105289656,22210.014775170876,22759.956768860124,hurricane_cat1,20254.59199035036,-512.3844954516317,-2.529720152821348
Naranjito,Central Mountains,2030,21735.11003787971,22343.994823020526,23519.38999029042,24639.2129001489,25666.73152823859,26676.538999230263,27398.172808149175,hurricane_cat1,25196.619146755285,-557.4062466063842,-2.2122263441766736
Orocovis,Central Mountains,2030,15978.960102495445,16561.763339976467,17110.82066083201,17975.426519940425,18628.843734340626,19412.53507600779,19680.92632619541,hurricane_cat1,18381.877775514284,-406.45125557385836,-2.211151986416071
Patillas,South,2030,12606.363938110939,12748.43872571726,12910.77085809003,13161.596739292892,13439.136634614533,13628.206310670594,13829.756579176295,hurricane_cat1,13473.816807714024,-312.22006842113115,-2.317235515940658
Peñuelas,South,2030,14677.755109030426,15131.38743934946,15686.52946846786,16692.12504408393,17589.007886653606,18588.99944398566,19237.06554888215,hurricane_cat1,17087.27593536822,-395.150891284291,-2.3125446840030546
Ponce,South,2030,101310.85454305439,103917.54424976434,107940.4941903239,111988.74219219336,116934.08403068785,120491.76152203455,122622.58038050328,hurricane_cat1,114649.38023057082,-2660.6380383774667,-2.320673721067371
Quebradillas,North,2030,18507.070126579656,18666.16332307915,19278.17849499213,19717.866935708676,20339.4131181887,20697.874867512768,21193.06890579579,hurricane_cat1,20120.91961021853,-403.0526745098541,-2.0031523524658454
Rincón,West,2030,10873.998708659134,11279.866016559612,12114.166405423093,13047.695631599025,13997.54073026218,14851.800831881486,15352.170263855378,hurricane_cat1,13328.837244701675,-281.1416131026508,-2.109273359267756
Río Grande,East,2030,36798.82946630804,37177.42888134177,37885.863574825955,38804.22824966423,39916.844158095875,40724.00044557638,40946.364386791174,hurricane_cat1,39812.077682038056,-1007.8494323738269,-2.531516793529559
Sabana Grande,West,2030,17327.74454915273,17815.47726065339,18466.718492546745,19045.12027941022,19829.45646618537,20760.200271984217,21129.139134931265,hurricane_cat1,19455.394156479215,-410.2738770689939,-2.1087924190544385
Salinas,South,2030,19687.256371300304,19909.47898000503,20532.485184440455,21212.81569187794,22050.768886687543,22661.84545206801,23065.93313683288,hurricane_cat1,21716.105832204106,-503.2901403261676,-2.3175892778152183
San Germán,West,2030,23571.576803347183,24162.179656093107,25127.780137518726,26367.675489421345,27741.26499726888,28710.12879658869,29452.538710224835,hurricane_cat1,26937.15074451924,-569.4752550978956,-2.1140886818319626
San Juan,Metro,2030,250713.08456277227,255269.5368188446,270884.6054888044,283321.72928893665,297059.27943691553,314565.648394823,322600.18841501017,hurricane_cat1,289431.64590439474,-6109.916615458089,-2.1110050341476208
San Lorenzo,East,2030,29041.729114486654,29517.121370330722,30498.760704665474,31849.419547504498,32820.888975622816,33957.69536786101,34480.51024071594,hurricane_cat1,32673.639341861868,-824.2197943573701,-2.522583375955214
San Sebastián,West,2030,27866.280492796555,28776.92935054613,30875.750945837273,33547.50278866962,35544.14196135909,38165.035762635795,39311.27767592722,hurricane_cat1,34265.764456680976,-718.261668011357,-2.096149551600953
