scenario,seconds
baseline,11.31696891784668
hurricane_cat1,11.386632204055786
hurricane_cat2,11.432046175003052
hurricane_cat3,11.415498971939087
hurricane_cat4,11.7051100730896
hurricane_cat5_maria_like,11.559988975524902
earthquake_m6_0,11.761812925338745
earthquake_m6_5,11.49985384941101
earthquake_m6_8,11.483356952667236
earthquake_m7_2,11.508655786514282
earthquake_m7_5,11.505890130996704
