municipio,region,year,p05,p10,p25,p50,p75,p90,p95,scenario,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
Cayey,Central Mountains,2030,34493.48751540465,34862.8266517076,35476.91078131699,36302.94982756075,37057.09480876758,37855.67514687723,38233.879896509665,baseline,36302.94982756075,0.0,0.0
Ceiba,East,2030,8877.556502990308,9164.685402323319,9542.759848864274,9810.202552540542,10156.181805179043,10481.936433009836,10752.941355732786,baseline,9810.202552540542,0.0,0.0
Ciales,Central Mountains,2030,13081.128906492047,13541.1147873365,14141.302286155,14889.190356690244,15815.9621563923,16627.91278314102,17036.391815733343,baseline,14889.190356690244,0.0,0.0
Cidra,Central Mountains,2030,32283.6355259787,33122.96741942482,33924.79665076164,35228.96885608391,36646.83566915885,37676.1071272564,38520.69173562124,baseline,35228.96885608391,0.0,0.0
Coamo,South,2030,25897.01604648485,26714.09423775698,28291.447541899215,30199.381265419473,32323.53266672685,34338.68020439887,35273.72129883828,baseline,30199.381265419473,0.0,0.0
Comerío,Central Mountains,2030,15835.065299423331,15973.45046030545,16316.8412959915,16675.24541673903,16936.40284928798,17290.33848795907,17472.537126168547,baseline,16675.24541673903,0.0,0.0
Corozal,Central Mountains,2030,27230.234683606366,27829.089531979433,29392.041899902528,30862.680844151786,32260.349978267917,33253.78560325217,34246.49820105665,baseline,30862.680844151786,0.0,0.0
Culebra,East,2030,856.0042271050769,957.4487218651434,1068.241168990402,1276.1573030473644,1481.0676744193447,1652.6977781585783,1808.6285274158286,baseline,1276.1573030473644,0.0,0.0
Dorado,North,2030,29959.515660491765,30450.2639986509,31141.733871255306,31960.122702545574,32656.445494907603,33288.1078569029,33684.13702893389,baseline,31960.122702545574,0.0,0.0
Fajardo,East,2030,23679.3554589293,24454.58621426655,25634.255543219355,27966.732988514363,29970.383295356336,31564.831935856662,33035.99601418462,baseline,27966.732988514363,0.0,0.0
Florida,North,2030,9471.536906709724,9649.303507373115,9869.329600952851,10180.446517300632,10532.628281521029,10733.163439836815,10888.749409324091,baseline,10180.446517300632,0.0,0.0
Guayama,South,2030,27892.443528057443,28667.64469742069,29876.05948629881,31310.15611630006,32498.254902447963,34165.40603068001,34970.48096908315,baseline,31310.15611630006,0.0,0.0
Guayanilla,South,2030,14310.311721837354,14580.008536603278,14873.114028038457,15169.329192088775,15564.635115938816,15935.975918297887,16249.50776286032,baseline,15169.329192088775,0.0,0.0
Guaynabo,Metro,2030,70225.58858991595,72126.90300240474,75949.32945021443,79481.20251783336,83453.65636295994,86860.18108713596,90362.367758638,baseline,79481.20251783336,0.0,0.0
Gurabo,East,2030,27827.326640740586,28931.73487573315,32228.148042145873,35300.660645860924,38186.63788969568,41829.00425589319,43006.47696290439,baseline,35300.660645860924,0.0,0.0
Guánica,West,2030,9828.80691099524,10204.302977951234,10781.770009564469,11336.093861326377,11940.648965704773,12541.697341672558,12902.265948133343,baseline,11336.093861326377,0.0,0.0
Hatillo,North,2030,31637.424711308653,32380.396824743068,33082.653671826396,34038.84591007031,34601.86917445093,35485.41281039597,35912.568778801695,baseline,34038.84591007031,0.0,0.0
Hormigueros,West,2030,13070.12205211203,13220.33254772396,13452.670345240816,13699.09259573791,13972.864488886513,14221.312800783695,14337.02081140106,baseline,13699.09259573791,0.0,0.0
Humacao,East,2030,42468.94858601877,42962.56175317779,43698.40713046487,44514.99323492833,45423.063994945725,46166.916182955625,46805.615097551985,baseline,44514.99323492833,0.0,0.0
Isabela,West,2030,34300.960977614704,34888.55403078961,36212.72735427444,38080.5358018956,39738.42635892467,42040.6046187985,43449.00660067043,baseline,38080.5358018956,0.0,0.0
Jayuya,Central Mountains,2030,11632.256500367283,11959.506704895983,12379.54964822885,12977.014377113084,13589.618636213982,14181.51804491702,14659.173197176839,baseline,12977.014377113084,0.0,0.0
Juana Díaz,South,2030,37465.708230901386,38014.73115114702,39363.5875558941,40903.98531922763,42217.654781700665,43765.1627759319,44720.37622070166,baseline,40903.98531922763,0.0,0.0
Juncos,East,2030,30728.387565303892,31105.238427866563,31825.94572748568,32788.599270624254,33553.88877615271,34353.821211957475,34771.382851184906,baseline,32788.599270624254,0.0,0.0
Lajas,West,2030,18475.67268227587,18783.37573103623,19482.014201054408,20490.376772484007,21409.222690929568,22437.21238389396,23075.67333267411,baseline,20490.376772484007,0.0,0.0
Lares,Central Mountains,2030,18111.462579469222,19210.86433573089,22005.446461611653,24792.896464895806,27465.44456954208,29553.297592415747,31396.604651512014,baseline,24792.896464895806,0.0,0.0
Las Marías,West,2030,6375.565442328667,6480.158703319448,7010.226939828148,7712.702077042254,8460.341555628609,8932.497788766814,9260.738744981816,baseline,7712.702077042254,0.0,0.0
Las Piedras,East,2030,28205.023869597586,28738.356817590615,29735.64618837777,30859.9129568021,32177.67849486418,33271.89996396449,33818.02287528957,baseline,30859.9129568021,0.0,0.0
Loíza,East,2030,19084.274116343822,19287.279855928784,19741.632508017265,20185.110055016186,20562.142442231558,20908.36661505351,21130.06984731673,baseline,20185.110055016186,0.0,0.0
Luquillo,East,2030,14829.90940802946,14992.241224776872,15214.1991416579,15540.505668430615,15916.885139540283,16191.106707685552,16454.824728492058,baseline,15540.505668430615,0.0,0.0
Manatí,North,2030,31163.82327999951,31673.62419156272,33118.88104804818,34581.415510394836,36010.6437503686,37752.592298792966,38610.691852989876,baseline,34581.415510394836,0.0,0.0
Maricao,West,2030,3563.3325671742123,3784.5798982621495,4099.431373286696,4366.886260047407,4748.557035743004,5095.969236923693,5210.723295306436,baseline,4366.886260047407,0.0,0.0
Maunabo,East,2030,8662.136882852823,8809.766587936063,9017.910592345548,9230.55705359378,9510.162516232473,9753.497862071074,9922.712933688037,baseline,9230.55705359378,0.0,0.0
Mayagüez,West,2030,57911.77959161142,59031.980315551475,60277.023089064234,62990.02948100968,64758.390566403905,66840.49049722897,67913.53969469073,baseline,62990.02948100968,0.0,0.0
Moca,West,2030,28439.908543609272,29394.244129945662,30926.890995831192,32923.3049999769,35002.39581604413,36638.762557335394,38483.6565219299,baseline,32923.3049999769,0.0,0.0
Morovis,Central Mountains,2030,22909.85681484849,23340.76417348697,24272.509069834756,25322.345539370246,26177.806352053864,27167.013918659668,27968.764710888983,baseline,25322.345539370246,0.0,0.0
Naguabo,East,2030,17355.3578010553,18048.266640745693,19494.477316232198,20721.265928300436,22118.03505499452,23324.447997374762,23930.553162349053,baseline,20721.265928300436,0.0,0.0
Naranjito,Central Mountains,2030,22695.711466239303,23335.86712997582,24581.1856150744,25783.999348472258,26849.50748925069,27901.5702270955,28656.94740887292,baseline,25783.999348472258,0.0,0.0
Orocovis,Central Mountains,2030,16711.295016275904,17308.87751890702,17892.17769833761,18787.657094377566,19498.01699651727,20311.92558393574,20593.502626151305,baseline,18787.657094377566,0.0,0.0
Patillas,South,2030,13203.318930111252,13347.7376759128,13515.689725602624,13777.058781837808,14066.625490698903,14252.605433878309,14462.591598990275,baseline,13777.058781837808,0.0,0.0
Peñuelas,South,2030,15333.604314650112,15841.591204541823,16417.317443189953,17461.66375473891,18415.513258162355,19458.20302199474,20154.210024064258,baseline,17461.66375473891,0.0,0.0
Ponce,South,2030,106058.44075613453,108755.89377775003,112993.54585837417,117262.51793884183,122368.04288169707,126198.09718213436,128451.33062385894,baseline,117262.51793884183,0.0,0.0
Quebradillas,North,2030,19311.540772562763,19484.80814292571,20118.62327113735,20567.50313735594,21222.111217249447,21598.563880632577,22127.435020411718,baseline,20567.50313735594,0.0,0.0
Rincón,West,2030,11346.200539796228,11743.204240084391,12644.774567358088,13624.697137000683,14631.358955967162,15534.105322093817,16060.557842114938,baseline,13624.697137000683,0.0,0.0
Río Grande,East,2030,38627.63950071525,39021.31693551358,39750.587945853986,40704.07036185092,41859.89825373368,42727.40249794077,42940.369592314666,baseline,40704.07036185092,0.0,0.0
Sabana Grande,West,2030,18100.978102043748,18611.921952340505,19294.986018489977,19896.572091258742,20708.915753785743,21680.602813098856,22079.521738162664,baseline,19896.572091258742,0.0,0.0
Salinas,South,2030,20611.045606368705,20827.54565632368,21496.410715247814,22202.839895178047,23081.269378869834,23732.919620791,24173.180556877953,baseline,22202.839895178047,0.0,0.0
San Germán,West,2030,24613.11658910389,25230.65091351195,26263.109675775668,27549.965657259745,28979.489170230878,29976.378945632023,30821.59218355098,baseline,27549.965657259745,0.0,0.0
San Juan,Metro,2030,261685.71664479325,266557.6623648811,282763.0998654546,296166.01102510456,310216.5719475637,328608.0497234635,337470.71755148197,baseline,296166.01102510456,0.0,0.0
San Lorenzo,East,2030,30423.2123202287,30971.242954098605,31973.91526549116,33400.113573816074,34433.958587695764,35614.49624545095,36201.64214500643,baseline,33400.113573816074,0.0,0.0
San Sebastián,West,2030,29038.977210054833,30062.00683884409,32243.045588778623,35023.33914702061,37137.82210283204,39875.65358359466,41098.51628838942,baseline,35023.33914702061,0.0,0.0
Santa Isabel,South,2030,16134.923207650954,16478.03167665988,17081.655822856257,17741.19365802906,18400.296582392406,18898.864036044673,19245.04076372347,baseline,17741.19365802906,0.0,0.0
Toa Alta,Metro,2030,51168.2048837875,52884.92249427949,55577.59431036558,58924.65510417106,61693.510480817065,64263.35706898904,65809.25393437715,baseline,58924.65510417106,0.0,0.0
Toa Baja,Metro,2030,61054.22471313713,61493.540645503184,62930.89606806741,64497.27837963238,65936.30178362149,67448.42827392848,68689.37908399617,baseline,64497.27837963238,0.0,0.0
Trujillo Alto,Metro,2030,53069.53841272292,54299.80950074627,56728.1201255741,59216.32284574344,61947.73014514303,65040.595171542525,66633.03471859869,baseline,59216.32284574344,0.0,0.0
Utuado,Central Mountains,2030,22544.01494139396,22861.019656625762,23556.324511512717,24429.631811870342,25385.70127998753,26024.197960209352,26467.167822854102,baseline,24429.631811870342,0.0,0.0
Vega Alta,North,2030,29391.89898520978,29709.93449227683,30312.582106843325,31166.141954517374,31821.028998236947,32418.503069509396,33010.94490555972,baseline,31166.141954517374,0.0,0.0
Vega Baja,North,2030,40677.96089945437,41790.08690905126,44306.393677286695,47350.44177620197,50212.03081016903,52772.237652550575,54454.76465497967,baseline,47350.44177620197,0.0,0.0
Vieques,East,2030,6841.963081266884,6876.89920534382,7021.605787455684,7161.343235478324,7278.33354683554,7457.219250317645,7576.685971884781,baseline,7161.343235478324,0.0,0.0
Villalba,South,2030,17711.339449026385,18052.182256296343,18502.072469469244,19128.337337927198,19757.801964225975,20596.878303839338,20809.92109803786,baseline,19128.337337927198,0.0,0.0
Yabucoa,East,2030,24047.27868403144,24503.06532138227,25023.52898341043,25977.28211264608,26913.50821779759,27863.411099182504,28503.341383910883,baseline,25977.28211264608,0.0,0.0
Yauco,South,2030,27314.155959031166,27793.104335996024,28540.25178609239,29244.812164870047,30017.997310363047,30944.91872624946,31482.72319197367,baseline,29244.812164870047,0.0,0.0
Adjuntas,Central Mountains,2030,14289.658198287714,14505.630918333822,14971.449540814032,15593.268320256164,16092.023559061054,16539.904575695946,16760.5025641256,hurricane_cat1,15952.865950878464,-359.59763062230013,-2.2541255704746797
Aguada,West,2030,30075.123921729235,30821.51595218462,31643.86156533067,32598.72281814875,33856.54625995965,34764.56915470485,35435.68902472191,hurricane_cat1,33314.010737823926,-715.2879196751746,-2.1471083902337043
Aguadilla,West,2030,40098.14529823967,41433.516980437686,43746.84263889964,46676.56023856309,49754.15356140134,52370.99545890215,55202.823028342726,hurricane_cat1,47699.875745195975,-1023.3155066328836,-2.1453211159275303
Aguas Buenas,Central Mountains,2030,19388.25015736695,19590.41994609944,20039.20582594836,20507.717080370305,20917.07289070527,21338.990584313506,21629.064503445265,hurricane_cat1,20980.210019320573,-472.4929389502686,-2.25208869937504
Aibonito,Central Mountains,2030,17533.993696471465,18236.805167543826,19526.725940537894,21552.044139904167,22935.06646758822,24448.84853353038,25530.421676165508,hurricane_cat1,22048.661472905784,-496.6173330016172,-2.252369530966218
Arecibo,North,2030,66364.92529847709,67801.7563177355,71730.82064971747,75334.57972331322,79103.85127081408,82543.66691033854,85596.29641499912,hurricane_cat1,76900.55443330629,-1565.9747099930682,-2.0363633546377025
Arroyo,South,2030,11478.314227676547,11843.95164941686,12447.57815633311,13142.3280701344,13791.054552383457,14278.596813567785,14851.400779624131,hurricane_cat1,13460.42742016408,-318.09935002968086,-2.3632187901638213
Añasco,West,2030,20646.54375490237,20862.240718916528,21278.16040666555,21718.703805457542,22268.023267502525,22774.461858404135,23067.15201198273,hurricane_cat1,22195.246827106355,-476.543021648813,-2.1470498857747597
Barceloneta,North,2030,17828.775588458015,18209.81095858833,18826.129876018054,19440.9687105584,20214.77354610691,20965.38887767471,21411.648112010396,hurricane_cat1,19846.25882618445,-405.29011562604865,-2.042148695004034
Barranquitas,Central Mountains,2030,22805.06251667603,23280.18394309354,24279.88288673612,25304.34103080466,26160.940909444413,27023.35512303359,27402.592903969555,hurricane_cat1,25887.01254667347,-582.671515868813,-2.250825640147833
Bayamón,Metro,2030,135583.53631932093,138331.94761058604,147003.72212660516,157079.70102504524,167329.5641832448,177015.34870896355,183940.7866554747,hurricane_cat1,160532.46994954243,-3452.7689244971843,-2.1508227747211746
Cabo Rojo,West,2030,38933.33030290329,39229.24131370163,39851.27380417586,40568.98853774996,41404.13385547855,42140.80523204025,42666.117687976934,hurricane_cat1,41459.86937764862,-890.8808398986585,-2.1487786943654488
Caguas,East,2030,102446.1613721496,103600.37605853209,105931.40168124663,108215.17960208119,110611.75951221642,113687.26807754893,116584.2819396642,hurricane_cat1,111077.45194095813,-2862.2723388769373,-2.5768257093242863
Camuy,North,2030,24691.579163766666,25609.337864712594,26907.12644407086,28301.22007587216,29875.3812123951,31313.89364480486,32080.40926310098,hurricane_cat1,28891.288087283578,-590.0680114114184,-2.0423734989895976
Canóvanas,East,2030,32731.301311280924,33140.38593108735,34603.43946902362,36126.55490118319,37490.682359794235,38735.99278015054,39348.6707509429,hurricane_cat1,37081.33596547195,-954.7810642887634,-2.5748291948752917
Carolina,Metro,2030,117962.21758798817,120320.13327529463,125326.50688672323,131268.38420180453,137177.7231286385,142168.35300973483,144572.90294083543,hurricane_cat1,134149.2318856066,-2880.8476838020724,-2.1474947290482174
Cataño,Metro,2030,18400.393499416845,18670.0262454326,19065.461996650953,19490.64698401324,19856.736266499,20246.314156661967,20388.05341396854,hurricane_cat1,19918.13075189707,-427.4837678838303,-2.1462042458131534
Cayey,Central Mountains,2030,33709.67932330908,34071.40839926909,34674.49938052804,35484.94322397445,36225.33079933797,37009.471074017136,37380.106305979265,hurricane_cat1,36302.94982756075,-818.0066035862983,-2.253278610889294
Ceiba,East,2030,8645.14503916403,8926.751315663803,9295.75159181471,9558.049872655527,9897.350183257304,10215.826325220294,10480.781565852689,hurricane_cat1,9810.202552540542,-252.15267988501546,-2.570310638690285
Ciales,Central Mountains,2030,12779.736260243537,13230.924769082918,13819.442949886698,14554.084199218822,15462.703202232588,16260.40599331604,16662.589406405124,hurricane_cat1,14889.190356690244,-335.1061574714222,-2.2506674267942786
Cidra,Central Mountains,2030,31544.566593715364,32368.911666912096,33153.14862290713,34435.50358632751,35828.973347000036,36839.16419399796,37668.59294186687,hurricane_cat1,35228.96885608391,-793.4652697564015,-2.252309095386347
Coamo,South,2030,25268.25679266206,26068.331603935825,27617.672229169748,29485.276645062433,31570.133104921835,33547.69903877309,34463.98756606382,hurricane_cat1,30199.381265419473,-714.1046203570404,-2.3646332819895983
Comerío,Central Mountains,2030,15475.409706745337,15610.670549879742,15948.219798163233,16300.10807215063,16556.287060210787,16903.493025023177,17082.386385016525,hurricane_cat1,16675.24541673903,-375.1373445884019,-2.249666108133135
Corozal,Central Mountains,2030,26602.564783205562,27190.16280962722,28724.52887855318,30166.46199124096,31540.655315928612,32513.813484361446,33490.79548300388,hurricane_cat1,30862.680844151786,-696.2188529108244,-2.2558599378535575
Culebra,East,2030,832.5881521687105,931.5085172226819,1039.938050922192,1243.5942574004748,1444.355489303475,1612.1879881872514,1765.4823987387215,hurricane_cat1,1276.1573030473644,-32.56304564688958,-2.551648262258231
Dorado,North,2030,29341.81560390259,29823.907304696517,30504.506739960514,31308.027416628487,31994.282996254133,32614.600132419753,33005.09385018057,hurricane_cat1,31960.122702545574,-652.0952859170866,-2.0403403703614322
Fajardo,East,2030,23054.452852548293,23808.150615941693,24961.47958471094,27248.4066467028,29205.426532428613,30768.978305638848,32212.129399305344,hurricane_cat1,27966.732988514363,-718.3263418115639,-2.568502878425495
Florida,North,2030,9275.296334718401,9450.226170151938,9666.899940450112,9972.733693282862,10318.90561447323,10516.448859046242,10669.03405975231,hurricane_cat1,10180.446517300632,-207.7128240177699,-2.0403115292122314
Guayama,South,2030,27219.513321393468,27978.980782016417,29164.412374160227,30571.585694099143,31736.70072098152,33373.23213013348,34163.64930516297,hurricane_cat1,31310.15611630006,-738.5704222009153,-2.3588845084563976
Guayanilla,South,2030,13968.806550116753,14233.809188753212,14520.653679419658,14811.116345376824,15199.327684327181,15562.908800141076,15870.442846677202,hurricane_cat1,15169.329192088775,-358.212846711951,-2.361428393938269
Guaynabo,Metro,2030,68680.57968803143,70556.07654629956,74309.21581994407,77777.4169956458,81680.3255292984,85027.92413099158,88469.22379259045,hurricane_cat1,79481.20251783336,-1703.7855221875507,-2.14363329720039
Gurabo,East,2030,27079.531202307335,28158.099968152306,31384.67399089433,34392.197627261456,37218.51682488491,40786.3320241734,41934.6890022322,hurricane_cat1,35300.660645860924,-908.4630185994683,-2.573501464216896
Guánica,West,2030,9611.338176493273,9980.042118002404,10547.819440594176,11092.151069147003,11686.605396029681,12277.029784870816,12630.634333789227,hurricane_cat1,11336.093861326377,-243.942792179374,-2.1519122474064583
Hatillo,North,2030,30984.5974120643,31714.05641861827,32403.917255667435,33345.255280215744,33898.24534580835,34768.30212671298,35188.503382292154,hurricane_cat1,34038.84591007031,-693.5906298545669,-2.037644377506259
Hormigueros,West,2030,12786.797225014345,12934.913382156585,13162.866600233876,13404.85059831915,13673.974915424713,13918.218154767153,14032.026176488951,hurricane_cat1,13699.09259573791,-294.24199741875964,-2.1478940693510227
Humacao,East,2030,41367.149898418866,41851.890403246216,42569.739861149756,43371.31059258111,44259.547293367745,44988.57361856692,45614.52867064463,hurricane_cat1,44514.99323492833,-1143.682642347223,-2.569207719096858
Isabela,West,2030,33551.94952069265,34127.79671126842,35428.95173146745,37263.77994263941,38892.83630629674,41153.057845264964,42537.40979856882,hurricane_cat1,38080.5358018956,-816.7558592561909,-2.1448118889533423
Jayuya,Central Mountains,2030,11365.377443047513,11685.780323592831,12098.33918855933,12684.509988938767,13286.233745795322,13867.326750085671,14336.966159673953,hurricane_cat1,12977.014377113084,-292.5043881743168,-2.2540191424168583
Juana Díaz,South,2030,36566.35376155472,37104.478699721054,38429.28693369024,39939.68131907889,41229.17771994461,42744.0305062391,43683.940673397,hurricane_cat1,40903.98531922763,-964.3040001487389,-2.3574817774429695
Juncos,East,2030,29929.144019229116,30296.751334027933,31002.829063494082,31946.078508219853,32695.866557171663,33478.49423489015,33888.32588514515,hurricane_cat1,32788.599270624254,-842.5207624044015,-2.5695539948216912
Lajas,West,2030,18071.53191225095,18374.10403780681,19061.52374023261,20050.428141942037,20953.10840531252,21964.482372725015,22592.334548842617,hurricane_cat1,20490.376772484007,-439.9486305419705,-2.1470987841119937
Lares,Central Mountains,2030,17680.325698962828,18757.07438582809,21499.77758239981,24236.127317885577,26861.789586649844,28907.031559615785,30716.224900406567,hurricane_cat1,24792.896464895806,-556.7691470102291,-2.2456801197010483
Las Marías,West,2030,6232.96444599986,6336.564054894654,6857.194108541817,7547.266225594189,8282.334138406715,8745.14665723465,9068.471976510045,hurricane_cat1,7712.702077042254,-165.43585144806548,-2.1449791499208084
Las Piedras,East,2030,27466.377806002638,27988.315316295237,28965.19630077956,30065.89486737478,31356.83168122084,32428.272503171655,32965.04128452461,hurricane_cat1,30859.9129568021,-794.0180894273217,-2.5729757907573916
Loíza,East,2030,18588.46412827036,18787.163549223682,19231.1820111353,19666.53750899497,20035.056663242347,20374.540005400904,20591.24020593273,hurricane_cat1,20185.110055016186,-518.5725460212161,-2.5690845608857407
Luquillo,East,2030,14445.534054695703,14603.765641212642,14821.363486953795,15140.724024610869,15509.045643176069,15777.433147286594,16036.61750757507,hurricane_cat1,15540.505668430615,-399.781643819746,-2.5725137415050323
Manatí,North,2030,30514.594540099493,31017.107903656946,32437.79902429767,33875.92115126576,35281.38143549547,36995.74871577642,37837.99744725057,hurricane_cat1,34581.415510394836,-705.4943591290794,-2.040096822864335
Maricao,West,2030,3484.049504041221,3700.604370601126,4010.2376480623348,4273.269974780418,4648.027039857225,4989.365604907925,5102.526744490642,hurricane_cat1,4366.886260047407,-93.6162852669886,-2.14377658798863
Maunabo,East,2030,8436.543036556084,8581.74388476768,8784.558454883208,8993.046884728456,9267.12591443116,9505.985135977839,9671.34284663993,hurricane_cat1,9230.55705359378,-237.51016886532489,-2.5730859739700525
Mayagüez,West,2030,56648.55768788802,57749.0020447665,58973.0699595998,61639.46663312278,63375.806657478264,65423.12003320064,66476.16399108323,hurricane_cat1,62990.02948100968,-1350.562847886904,-2.1440898805962196
Moca,West,2030,27811.46723209253,28745.39854070026,30256.03761160521,32213.57970054042,34258.56941961323,35864.99700109881,37678.668749535835,hurricane_cat1,32923.3049999769,-709.725299436479,-2.155692751493135
Morovis,Central Mountains,2030,22384.00279556704,22807.17949220173,23722.264998299514,24753.165978517558,25591.861637981783,26564.128898036404,27350.86430225882,hurricane_cat1,25322.345539370246,-569.1795608526882,-2.2477363321961974
Naguabo,East,2030,16893.75181625541,17574.10226039335,18987.031159872833,20187.606228834506,21557.365280932605,22737.421039339475,23332.922338589487,hurricane_cat1,20721.265928300436,-533.6596994659303,-2.5754203498593933
Naranjito,Central Mountains,2030,22170.737435972253,22799.256573279585,24022.190107338116,25203.148885875817,26248.9773632289,27282.724673842167,28021.265251724373,hurricane_cat1,25783.999348472258,-580.8504625964415,-2.2527554967179975
Orocovis,Central Mountains,2030,16326.222032798181,16913.217590129,17484.855158897793,18365.256496177928,19060.30109991687,19858.85894939668,20136.525388303704,hurricane_cat1,18787.657094377566,-422.4005981996379,-2.248287777862661
Patillas,South,2030,12889.039372950658,13031.362802931579,13195.66960675259,13452.208171779585,13736.206492593588,13918.960501553764,14124.650634955902,hurricane_cat1,13777.058781837808,-324.85061005822354,-2.3579097338720194
Peñuelas,South,2030,14963.385524970323,15460.154243587967,16024.938425924864,17049.37277360511,17985.18617132835,19007.69842256558,19689.04347185711,hurricane_cat1,17461.66375473891,-412.2909811337995,-2.3611208354754174
Ponce,South,2030,103512.63228903958,106155.2878373648,110305.73395110318,114501.81608835378,119503.16753330683,123252.05214987246,125465.17421689488,hurricane_cat1,117262.51793884183,-2760.7018504880543,-2.3542918052705435
Quebradillas,North,2030,18912.077824954085,19082.420529962495,19705.603837058658,20147.937675539582,20791.26223138063,21160.966875014612,21679.9219432135,hurricane_cat1,20567.50313735594,-419.56546181635713,-2.0399435897219678
Rincón,West,2030,11094.08559519655,11484.195185750601,12369.603106863055,13331.488514054545,14322.290754301535,15208.521061517355,15725.402692971831,hurricane_cat1,13624.697137000683,-293.20862294613835,-2.152037729703875
Río Grande,East,2030,37624.934422264865,38008.75445789322,38723.866897048225,39656.24042601889,40787.4362671456,41636.178110788314,41844.84921266347,hurricane_cat1,40704.07036185092,-1047.8299358320292,-2.5742632776452914
Sabana Grande,West,2030,17705.559867760327,18207.722328816184,18878.25123572539,19469.220941277643,20267.072221934475,21223.06643987497,21614.200561011927,hurricane_cat1,19896.572091258742,-427.3511499810993,-2.1478631998566704
Salinas,South,2030,20117.323205359215,20329.81071623634,20985.437178476688,21678.28783685706,22541.120029164886,23180.28166294805,23610.725039787107,hurricane_cat1,22202.839895178047,-524.5520583209873,-2.362544885237442
San Germán,West,2030,24073.570308643564,24678.264759780493,25692.2385748882,26956.916693925683,28362.231844773396,29342.511081064844,30171.77375440374,hurricane_cat1,27549.965657259745,-593.0489633340621,-2.1526304994786325
San Juan,Metro,2030,255936.37922765745,260714.57854300234,276630.96694991936,289799.7305393645,303593.3755096167,321693.7454520053,330393.4455341062,hurricane_cat1,296166.01102510456,-6366.280485740048,-2.149564855097572
San Lorenzo,East,2030,29630.267499000678,30165.16935514938,31147.507879963945,32543.638706369922,33553.71528886495,34711.56946301268,35283.32640860614,hurricane_cat1,33400.113573816074,-856.4748674461516,-2.564287290680301
San Sebastián,West,2030,28396.80583526653,29399.442450019655,31540.879080263476,34275.89793098236,36349.07940812118,39042.31946975581,40240.709783211285,hurricane_cat1,35023.33914702061,-747.441216038249,-2.134123228229747
