scenario,municipio,region,p50,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
earthquake_m7_2,Trujillo Alto,Metro,55171.45676926934,59216.32284574344,-4044.8660764741,-6.830660672752076
earthquake_m7_2,Toa Alta,Metro,54906.04497795833,58924.65510417106,-4018.610126212734,-6.819912851604067
earthquake_m7_2,Aguadilla,West,43786.3286677072,47699.875745195975,-3913.5470774887726,-8.204522582813897
earthquake_m7_2,Juana Díaz,South,37270.09424093855,40903.98531922763,-3633.8910782890744,-8.883953604835911
earthquake_m7_2,Cabo Rojo,West,38054.906503298356,41459.86937764862,-3404.9628743502617,-8.212671495260203
earthquake_m7_2,Isabela,West,34955.93756335951,38080.5358018956,-3124.5982385360912,-8.205237065967314
earthquake_m7_2,Vega Baja,North,44286.56883660739,47350.44177620197,-3063.8729395945848,-6.470632215166507
earthquake_m7_2,Humacao,East,41482.32881310166,44514.99323492833,-3032.664421826674,-6.812680855238495
earthquake_m7_2,San Sebastián,West,32164.973801974087,35023.33914702061,-2858.3653450465245,-8.161315895802247
earthquake_m7_2,Guayama,South,28526.572844845694,31310.15611630006,-2783.583271454365,-8.890352577977827
earthquake_m7_2,Río Grande,East,37925.575570373796,40704.07036185092,-2778.4947914771255,-6.826085860153226
earthquake_m7_2,Aguada,West,30580.468501963493,33314.010737823926,-2733.5422358604337,-8.205383186590726
earthquake_m7_2,Cayey,Central Mountains,33575.25701499845,36302.94982756075,-2727.6928125622944,-7.513694687398279
earthquake_m7_2,Moca,West,30211.098536034537,32923.3049999769,-2712.2064639423625,-8.237953218682831
earthquake_m7_2,Coamo,South,27508.490698249265,30199.381265419473,-2690.8905671702087,-8.910416221843185
