scenario,municipio,region,p50,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
earthquake_m6_0,San Juan,Metro,289301.7999208999,296166.01102510456,-6864.211104204645,-2.317690365766786
earthquake_m6_0,Bayamón,Metro,156809.43640530872,160532.46994954243,-3723.033544233709,-2.319177886818729
earthquake_m6_0,Ponce,South,113706.84301037616,117262.51793884183,-3555.674928465669,-3.0322348444880984
earthquake_m6_0,Carolina,Metro,131042.05962650738,134149.2318856066,-3107.172259099214,-2.316205777271092
earthquake_m6_0,Caguas,East,108501.24600983065,111077.45194095813,-2576.205931127479,-2.319287925777078
earthquake_m6_0,Guaynabo,Metro,77643.83725141131,79481.20251783336,-1837.3652664220426,-2.311697870964885
earthquake_m6_0,Mayagüez,West,61230.20077467231,62990.02948100968,-1759.8287063373718,-2.793821055232126
earthquake_m6_0,Arecibo,North,75216.53194868167,76900.55443330629,-1684.0224846246128,-2.1898704073520285
earthquake_m6_0,Toa Baja,Metro,63003.07468680411,64497.27837963238,-1494.2036928282687,-2.3166926269870696
earthquake_m6_0,Trujillo Alto,Metro,57842.69352273357,59216.32284574344,-1373.6293230098672,-2.31968021146488
earthquake_m6_0,Toa Alta,Metro,57559.98318360032,58924.65510417106,-1364.6719205707413,-2.3159608115790924
earthquake_m6_0,Aguadilla,West,46365.69367012204,47699.875745195975,-1334.1820750739353,-2.797034697115129
earthquake_m6_0,Juana Díaz,South,39662.7158409761,40903.98531922763,-1241.2694782515246,-3.034593007415452
earthquake_m6_0,Cabo Rojo,West,40299.02801263384,41459.86937764862,-1160.8413650147777,-2.7999156351433117
earthquake_m6_0,Isabela,West,37016.19880968415,38080.5358018956,-1064.3369922114507,-2.794963279267907
earthquake_m6_0,Vega Baja,North,46311.00019699571,47350.44177620197,-1039.4415792062646,-2.1952098865710714
earthquake_m6_0,Humacao,East,43485.15508568682,44514.99323492833,-1029.8381492415137,-2.3134635645265234
earthquake_m6_0,San Sebastián,West,34049.11082753911,35023.33914702061,-974.2283194815027,-2.7816545857946244
earthquake_m6_0,Guayama,South,30359.328580500707,31310.15611630006,-950.8275357993516,-3.0368022831555
earthquake_m6_0,Río Grande,East,39760.5102680034,40704.07036185092,-943.5600938475181,-2.3180976385394887
earthquake_m6_0,Aguada,West,32382.08568607873,33314.010737823926,-931.9250517451947,-2.7973967442086143
earthquake_m6_0,Cayey,Central Mountains,35374.84333239154,36302.94982756075,-928.1064951692097,-2.556559451994181
earthquake_m6_0,Moca,West,31998.585392597684,32923.3049999769,-924.7196073792147,-2.8087083219010474
earthquake_m6_0,Coamo,South,29280.163015630715,30199.381265419473,-919.2182497887588,-3.043831400749034
earthquake_m6_0,Cidra,Central Mountains,34328.637679949665,35228.96885608391,-900.3311761342484,-2.5556557724191364
earthquake_m6_0,Yauco,South,28355.025991070863,29244.812164870047,-889.7861737991843,-3.042543644263951
earthquake_m6_0,Canóvanas,East,36221.89941242359,37081.33596547195,-859.4365530483628,-2.3177065514808355
earthquake_m6_0,Gurabo,East,34483.04967611241,35300.660645860924,-817.6109697485153,-2.316135037672112
earthquake_m6_0,Corozal,Central Mountains,30072.805623106207,30862.680844151786,-789.8752210455787,-2.5593214829075785
earthquake_m6_0,San Germán,West,26777.354532506786,27549.965657259745,-772.6111247529589,-2.8043995929605328
earthquake_m6_0,San Lorenzo,East,32628.572149135336,33400.113573816074,-771.5414246807377,-2.3099964105678534
earthquake_m6_0,Manatí,North,33822.5630021168,34581.415510394836,-758.8525082780325,-2.194394003478339
earthquake_m6_0,Juncos,East,32030.251842901045,32788.599270624254,-758.347427723209,-2.3128387445407665
earthquake_m6_0,Hatillo,North,33292.92586112473,34038.84591007031,-745.9200489455834,-2.1913787879773703
earthquake_m6_0,Las Piedras,East,30144.777985731693,30859.9129568021,-715.1349710704089,-2.3173590025074255
earthquake_m6_0,Dorado,North,31258.76143563023,31960.122702545574,-701.3612669153445,-2.1944886552625222
earthquake_m6_0,Vega Alta,North,30483.14520388624,31166.141954517374,-682.9967506311332,-2.1914703193865686
earthquake_m6_0,Salinas,South,21527.59580014443,22202.839895178047,-675.2440950336168,-3.0412510211374557
earthquake_m6_0,Barranquitas,Central Mountains,25225.706336386116,25887.01254667347,-661.3062102873555,-2.5545868187572482
earthquake_m6_0,Naranjito,Central Mountains,25125.227543216064,25783.999348472258,-658.771805256194,-2.554963628228711
earthquake_m6_0,Fajardo,East,27319.545939839136,27966.732988514363,-647.1870486752268,-2.314131754113073
earthquake_m6_0,Morovis,Central Mountains,24676.535261664078,25322.345539370246,-645.8102777061686,-2.5503572593703323
earthquake_m6_0,Camuy,North,28256.19934539275,28891.288087283578,-635.0887418908278,-2.19820154771971
earthquake_m6_0,Lares,Central Mountains,24161.36218604643,24792.896464895806,-631.5342788493763,-2.5472388018219814
earthquake_m6_0,Utuado,Central Mountains,23805.178690832483,24429.631811870342,-624.4531210378591,-2.5561298911367043
earthquake_m6_0,Añasco,West,21574.148129520938,22195.246827106355,-621.0986975854175,-2.798341025101326
earthquake_m6_0,Yabucoa,East,25375.616805150774,25977.28211264608,-601.6653074953065,-2.3161210818217506
earthquake_m6_0,Villalba,South,18547.912011940134,19128.337337927198,-580.4253259870638,-3.034374162966118
earthquake_m6_0,Lajas,West,19917.129506760983,20490.376772484007,-573.2472657230246,-2.7976414103464577
earthquake_m6_0,Aibonito,Central Mountains,21485.264643568804,22048.661472905784,-563.3968293369799,-2.555242775300908
earthquake_m6_0,Sabana Grande,West,19339.728243871097,19896.572091258742,-556.8438473876449,-2.798692381951994
earthquake_m6_0,Santa Isabel,South,17203.4209604544,17741.19365802906,-537.7726975746591,-3.031209218164875
earthquake_m6_0,Aguas Buenas,Central Mountains,20444.095351875752,20980.210019320573,-536.114667444821,-2.555335084592173
earthquake_m6_0,Peñuelas,South,16930.785882091586,17461.66375473891,-530.8778726473247,-3.040247940310098
earthquake_m6_0,Naguabo,East,20240.7201794938,20721.265928300436,-480.54574880663495,-2.3190945498668643
earthquake_m6_0,Orocovis,Central Mountains,18308.224549370112,18787.657094377566,-479.4325450074539,-2.551848496058244
earthquake_m6_0,Loíza,East,19718.215364053536,20185.110055016186,-466.8946909626502,-2.3130648764861332
earthquake_m6_0,Cataño,Metro,19457.029837738897,19918.13075189707,-461.1009141581744,-2.314980857901325
earthquake_m6_0,Guayanilla,South,14708.28742144579,15169.329192088775,-461.0417706429853,-3.0393022974505115
earthquake_m6_0,Quebradillas,North,20116.13018188121,20567.50313735594,-451.3729554747297,-2.194592860690605
earthquake_m6_0,Barceloneta,North,19410.421521832905,19846.25882618445,-435.83730435154575,-2.19606782400982
earthquake_m6_0,Comerío,Central Mountains,16249.57170534748,16675.24541673903,-425.6737113915515,-2.552728315256155
earthquake_m6_0,Patillas,South,13358.779954478781,13777.058781837808,-418.27882735902676,-3.0360531517107305
earthquake_m6_0,Arroyo,South,13050.965131872752,13460.42742016408,-409.46228829132815,-3.0419709234339964
earthquake_m6_0,Adjuntas,Central Mountains,15544.857178770722,15952.865950878464,-408.0087721077416,-2.5575891715260988
earthquake_m6_0,Hormigueros,West,13315.711829054375,13699.09259573791,-383.3807666835346,-2.7985851179866676
earthquake_m6_0,Rincón,West,13242.633808740546,13624.697137000683,-382.0633282601375,-2.8041968523657346
earthquake_m6_0,Ciales,Central Mountains,14508.995795813407,14889.190356690244,-380.1945608768365,-2.553493855399609
earthquake_m6_0,Luquillo,East,15180.614065201706,15540.505668430615,-359.89160322890893,-2.3158294260656014
earthquake_m6_0,Jayuya,Central Mountains,12645.111371097073,12977.014377113084,-331.9030060160112,-2.557622241687364
earthquake_m6_0,Guánica,West,11018.258774542403,11336.093861326377,-317.8350867839745,-2.803744311506488
earthquake_m6_0,Ceiba,East,9583.168689762304,9810.202552540542,-227.03386277823847,-2.314262743937368
earthquake_m6_0,Florida,North,9957.05548250838,10180.446517300632,-223.39103479225196,-2.1943147033150425
earthquake_m6_0,Las Marías,West,7497.12702091959,7712.702077042254,-215.57505612266414,-2.795065256887701
earthquake_m6_0,Maunabo,East,9016.755053744575,9230.55705359378,-213.80199984920546,-2.316241572505798
earthquake_m6_0,Vieques,East,6995.511849213336,7161.343235478324,-165.8313862649875,-2.3156463921940644
earthquake_m6_0,Maricao,West,4244.843085812929,4366.886260047407,-122.0431742344781,-2.7947413091806337
earthquake_m6_0,Culebra,East,1246.8393493386407,1276.1573030473644,-29.317953708723735,-2.297362060203295
earthquake_m6_5,San Juan,Metro,284796.43641175923,296166.01102510456,-11369.574613345321,-3.8389194539887894
earthquake_m6_5,Bayamón,Metro,154365.82097724767,160532.46994954243,-6166.648972294759,-3.8413717637516087
earthquake_m6_5,Ponce,South,111384.45169893734,117262.51793884183,-5878.066239904496,-5.012740936511526
earthquake_m6_5,Carolina,Metro,129002.61837417216,134149.2318856066,-5146.613511434436,-3.836483771910912
earthquake_m6_5,Caguas,East,106810.34016106171,111077.45194095813,-4267.1117798964115,-3.841564336715739
earthquake_m6_5,Guaynabo,Metro,76437.81623027739,79481.20251783336,-3043.3862875559716,-3.8290642204024543
earthquake_m6_5,Mayagüez,West,60078.87330734858,62990.02948100968,-2911.156173661104,-4.6216142422012405
earthquake_m6_5,Arecibo,North,74110.24786208579,76900.55443330629,-2790.306571220499,-3.6284609282504645
earthquake_m6_5,Toa Baja,Metro,62022.33281964754,64497.27837963238,-2474.945559984837,-3.837286816068817
earthquake_m6_5,Trujillo Alto,Metro,56941.10608399725,59216.32284574344,-2275.216761746189,-3.842212167873128
earthquake_m6_5,Toa Alta,Metro,56664.25237314643,58924.65510417106,-2260.402731024631,-3.83608987957339
earthquake_m6_5,Aguadilla,West,45492.84380409159,47699.875745195975,-2207.031941104382,-4.626913396785231
earthquake_m6_5,Juana Díaz,South,38851.99009601435,40903.98531922763,-2051.995223213278,-5.0166144134828405
earthquake_m6_5,Cabo Rojo,West,39539.60485886503,41459.86937764862,-1920.2645187835878,-4.631622211088826
earthquake_m6_5,Isabela,West,36319.81772055928,38080.5358018956,-1760.718081336323,-4.623669400283692
earthquake_m6_5,Vega Baja,North,45628.18197173247,47350.44177620197,-1722.2598044695042,-3.6372623778456505
earthquake_m6_5,Humacao,East,42809.18923647898,44514.99323492833,-1705.8039984493516,-3.831976317388062
earthquake_m6_5,San Sebastián,West,33411.57010457062,35023.33914702061,-1611.7690424499888,-4.601985652150759
earthquake_m6_5,Guayama,South,29738.30679498121,31310.15611630006,-1571.8493213188485,-5.020253861016503
earthquake_m6_5,Río Grande,East,39141.19408202589,40704.07036185092,-1562.8762798250318,-3.8396068646977537
earthquake_m6_5,Aguada,West,31772.413496959816,33314.010737823926,-1541.59724086411,-4.62747416693907
earthquake_m6_5,Cayey,Central Mountains,34766.663922461594,36302.94982756075,-1536.2859050991538,-4.231848685565558
earthquake_m6_5,Moca,West,31393.664697496715,32923.3049999769,-1529.640302480184,-4.646071536503571
earthquake_m6_5,Coamo,South,28679.81570689761,30199.381265419473,-1519.5655585218628,-5.0317771253872605
earthquake_m6_5,Cidra,Central Mountains,33738.6555266895,35228.96885608391,-1490.313329394412,-4.2303631862816795
earthquake_m6_5,Yauco,South,27773.89670009789,29244.812164870047,-1470.9154647721589,-5.029662890223919
earthquake_m6_5,Canóvanas,East,35657.798464514606,37081.33596547195,-1423.5375009573472,-3.8389595840960666
earthquake_m6_5,Gurabo,East,33946.402627252886,35300.660645860924,-1354.2580186080377,-3.836353183851326
earthquake_m6_5,Corozal,Central Mountains,29555.217551690323,30862.680844151786,-1307.4632924614634,-4.2363892464941735
earthquake_m6_5,San Germán,West,26271.92626873273,27549.965657259745,-1278.0393885270169,-4.638987229337029
earthquake_m6_5,San Lorenzo,East,32122.13538012958,33400.113573816074,-1277.978193686493,-3.826269006128052
earthquake_m6_5,Manatí,North,33324.061383794695,34581.415510394836,-1257.3541266001412,-3.6359244063395635
earthquake_m6_5,Juncos,East,31531.919509857384,32788.599270624254,-1256.6797607668705,-3.832672906807418
earthquake_m6_5,Hatillo,North,32802.912517288896,34038.84591007031,-1235.933392781415,-3.6309497567770563
earthquake_m6_5,Las Piedras,East,29675.38821710982,30859.9129568021,-1184.5247396922823,-3.838393003085872
earthquake_m6_5,Dorado,North,30798.027673777277,31960.122702545574,-1162.0950287682972,-3.6360781201748584
earthquake_m6_5,Vega Alta,North,30034.46768183759,31166.141954517374,-1131.6742726797856,-3.631101579179438
earthquake_m6_5,Salinas,South,21086.846905061804,22202.839895178047,-1115.9929901162432,-5.026352463851309
earthquake_m6_5,Barranquitas,Central Mountains,24792.351553511937,25887.01254667347,-1094.6609931615349,-4.228610741343349
earthquake_m6_5,Naranjito,Central Mountains,24693.540015809387,25783.999348472258,-1090.459332662871,-4.229209433048959
earthquake_m6_5,Fajardo,East,26894.744450329745,27966.732988514363,-1071.988538184618,-3.8330846102934943
earthquake_m6_5,Morovis,Central Mountains,24253.324536991866,25322.345539370246,-1069.0210023783802,-4.221650797380938
earthquake_m6_5,Camuy,North,27839.00848997975,28891.288087283578,-1052.2795973038264,-3.6422038163365396
earthquake_m6_5,Lares,Central Mountains,23747.49870895753,24792.896464895806,-1045.3977559382765,-4.216521282289273
earthquake_m6_5,Utuado,Central Mountains,23395.97920648932,24429.631811870342,-1033.652605381023,-4.231142791430741
earthquake_m6_5,Añasco,West,21167.81907772646,22195.246827106355,-1027.4277493798945,-4.6290440353433215
earthquake_m6_5,Yabucoa,East,24980.702527520916,25977.28211264608,-996.5795851251642,-3.8363504727079056
earthquake_m6_5,Villalba,South,18168.80931785327,19128.337337927198,-959.5280200739289,-5.016264629395678
earthquake_m6_5,Lajas,West,19542.103109195967,20490.376772484007,-948.2736632880406,-4.627897641010938
earthquake_m6_5,Aibonito,Central Mountains,21116.07350584303,22048.661472905784,-932.5879670627546,-4.22968064618686
earthquake_m6_5,Sabana Grande,West,18975.376231341186,19896.572091258742,-921.1958599175559,-4.629922459468631
earthquake_m6_5,Santa Isabel,South,16852.168257185374,17741.19365802906,-889.0254008436859,-5.011079964404443
earthquake_m6_5,Aguas Buenas,Central Mountains,20092.7814912522,20980.210019320573,-887.4285280683725,-4.229836246878101
earthquake_m6_5,Peñuelas,South,16584.1359706109,17461.66375473891,-877.5277841280113,-5.025453453081522
earthquake_m6_5,Naguabo,East,19925.311693059783,20721.265928300436,-795.9542352406534,-3.841243281152841
earthquake_m6_5,Orocovis,Central Mountains,17994.047193164864,18787.657094377566,-793.6099012127015,-4.224102543633282
earthquake_m6_5,Loíza,East,19411.754442700105,20185.110055016186,-773.3556123160815,-3.8313172938281577
earthquake_m6_5,Cataño,Metro,19154.375970982957,19918.13075189707,-763.7547809141142,-3.8344701640306864
earthquake_m6_5,Guayanilla,South,14407.169737259432,15169.329192088775,-762.1594548293433,-5.024345145247626
earthquake_m6_5,Quebradillas,North,19819.61860342227,20567.50313735594,-747.8845339336694,-3.636243684705298
earthquake_m6_5,Barceloneta,North,19124.11814036811,19846.25882618445,-722.1406858163391,-3.6386741306808528
earthquake_m6_5,Comerío,Central Mountains,15970.623658950186,16675.24541673903,-704.6217577888456,-4.22555554763547
earthquake_m6_5,Patillas,South,13085.58546237241,13777.058781837808,-691.4733194653982,-5.019019882363876
earthquake_m6_5,Arroyo,South,12783.54104402232,13460.42742016408,-676.8863761417597,-5.0287138365886195
earthquake_m6_5,Adjuntas,Central Mountains,15277.493570073979,15952.865950878464,-675.3723808044851,-4.233548898887945
earthquake_m6_5,Hormigueros,West,13064.90281021544,13699.09259573791,-634.1897855224688,-4.629429147152266
earthquake_m6_5,Rincón,West,12992.69305984005,13624.697137000683,-632.0040771606327,-4.638665144668023
earthquake_m6_5,Ciales,Central Mountains,14259.85312238654,14889.190356690244,-629.3372343037045,-4.2268062885025905
earthquake_m6_5,Luquillo,East,14944.392710906435,15540.505668430615,-596.1129575241794,-3.835865899364772
earthquake_m6_5,Jayuya,Central Mountains,12427.620113755047,12977.014377113084,-549.3942633580373,-4.233595243039698
earthquake_m6_5,Guánica,West,10810.336248367836,11336.093861326377,-525.7576129585414,-4.63790807830366
earthquake_m6_5,Ceiba,East,9434.148452241061,9810.202552540542,-376.05410029948143,-3.833295982274035
earthquake_m6_5,Florida,North,9810.30705339802,10180.446517300632,-370.13946390261117,-3.635788108837828
earthquake_m6_5,Las Marías,West,7356.092745066888,7712.702077042254,-356.60933197536633,-4.6236627373026
earthquake_m6_5,Maunabo,East,8876.381134072773,9230.55705359378,-354.175919521007,-3.8369939914202025
earthquake_m6_5,Vieques,East,6886.6577581255115,7161.343235478324,-274.6854773528121,-3.8356697664200867
earthquake_m6_5,Maricao,West,4164.998867562413,4366.886260047407,-201.88739248499405,-4.623142909217937
earthquake_m6_5,Culebra,East,1227.5936313928482,1276.1573030473644,-48.563671654516156,-3.8054612498435643
earthquake_m6_8,San Juan,Metro,280347.0825816149,296166.01102510456,-15818.928443489654,-5.341236959884894
earthquake_m6_8,Bayamón,Metro,151952.59883720777,160532.46994954243,-8579.871112334658,-5.3446328428332475
earthquake_m6_8,Ponce,South,109099.96185884351,117262.51793884183,-8162.556079998321,-6.960925130616328
earthquake_m6_8,Carolina,Metro,126988.50622043392,134149.2318856066,-7160.725665172678,-5.3378804817003065
earthquake_m6_8,Caguas,East,105140.45653330575,111077.45194095813,-5936.995407652372,-5.344915015522781
earthquake_m6_8,Guaynabo,Metro,75246.74372163918,79481.20251783336,-4234.4587961941725,-5.327622962478554
earthquake_m6_8,Mayagüez,West,58944.83069675474,62990.02948100968,-4045.1987842549424,-6.421966805833127
earthquake_m6_8,Arecibo,North,73016.94796754497,76900.55443330629,-3883.606465761317,-5.050167055855834
earthquake_m6_8,Toa Baja,Metro,61053.77313476168,64497.27837963238,-3443.5052448706992,-5.338993103867349
earthquake_m6_8,Trujillo Alto,Metro,56050.72857044615,59216.32284574344,-3165.5942752972915,-5.34581365942556
earthquake_m6_8,Toa Alta,Metro,55779.64070370345,58924.65510417106,-3145.0144004676113,-5.3373488481309534
earthquake_m6_8,Aguadilla,West,44633.104558824285,47699.875745195975,-3066.7711863716904,-6.429306446737559
earthquake_m6_8,Juana Díaz,South,38054.503527953886,40903.98531922763,-2849.4817912737417,-6.966269347682104
earthquake_m6_8,Cabo Rojo,West,38791.60723390314,41459.86937764862,-2668.26214374548,-6.435770743609636
earthquake_m6_8,Isabela,West,35632.68757776995,38080.5358018956,-2447.8482241256497,-6.428082411602515
earthquake_m6_8,Vega Baja,North,44953.395061997486,47350.44177620197,-2397.046714204487,-5.062353431746074
earthquake_m6_8,Humacao,East,42141.60639249085,44514.99323492833,-2373.3868424374814,-5.331657201230848
earthquake_m6_8,San Sebastián,West,32783.559969200025,35023.33914702061,-2239.7791778205865,-6.395104614150195
earthquake_m6_8,Guayama,South,29127.429561705612,31310.15611630006,-2182.7265545944465,-6.971305241937518
earthquake_m6_8,Río Grande,East,38529.57301244432,40704.07036185092,-2174.4973494066,-5.342211061635261
earthquake_m6_8,Aguada,West,31171.90883483333,33314.010737823926,-2142.1019029905947,-6.430033056807848
earthquake_m6_8,Cayey,Central Mountains,34166.8303784567,36302.94982756075,-2136.119449104044,-5.884148421135543
earthquake_m6_8,Moca,West,30797.87007276182,32923.3049999769,-2125.4349272150794,-6.45571557052541
earthquake_m6_8,Coamo,South,28089.29842810891,30199.381265419473,-2110.082837310565,-6.98717241510761
earthquake_m6_8,Cidra,Central Mountains,33156.76662638457,35228.96885608391,-2072.2022296993455,-5.882097310780312
earthquake_m6_8,Yauco,South,27202.279375512215,29244.812164870047,-2042.5327893578324,-6.984256824228807
earthquake_m6_8,Canóvanas,East,35100.70641244057,37081.33596547195,-1980.62955303138,-5.341311205388151
earthquake_m6_8,Gurabo,East,33416.42425573869,35300.660645860924,-1884.2363901222343,-5.337680246341693
earthquake_m6_8,Corozal,Central Mountains,29044.739889583252,30862.680844151786,-1817.940954568534,-5.89041815177575
earthquake_m6_8,San Lorenzo,East,31621.969739590546,33400.113573816074,-1778.1438342255278,-5.32376583180094
earthquake_m6_8,San Germán,West,25774.113639597566,27549.965657259745,-1775.8520176621787,-6.445931874307875
earthquake_m6_8,Manatí,North,32831.41934523266,34581.415510394836,-1749.996165162178,-5.06051050639077
earthquake_m6_8,Juncos,East,31039.62052911387,32788.599270624254,-1748.9787415103856,-5.334106306509162
earthquake_m6_8,Hatillo,North,32318.653186442592,34038.84591007031,-1720.1927236277188,-5.053616471523213
earthquake_m6_8,Las Piedras,East,29211.828354431764,30859.9129568021,-1648.084602370338,-5.3405354858820795
earthquake_m6_8,Dorado,North,30342.710340168655,31960.122702545574,-1617.4123623769192,-5.060720127485915
earthquake_m6_8,Vega Alta,North,29591.058747557414,31166.141954517374,-1575.08320695996,-5.053827994682735
earthquake_m6_8,Salinas,South,20653.44651894056,22202.839895178047,-1549.3933762374872,-6.97835674874177
earthquake_m6_8,Barranquitas,Central Mountains,24364.93795910022,25887.01254667347,-1522.07458757325,-5.879684203918847
earthquake_m6_8,Naranjito,Central Mountains,24267.775895840463,25783.999348472258,-1516.2234526317952,-5.8804820467916805
earthquake_m6_8,Fajardo,East,26475.210830949894,27966.732988514363,-1491.5221575644682,-5.3332012651496346
earthquake_m6_8,Morovis,Central Mountains,23835.90761142032,25322.345539370246,-1486.4379279499262,-5.870064151991242
earthquake_m6_8,Camuy,North,27426.72822778225,28891.288087283578,-1464.559859501329,-5.069209289238824
earthquake_m6_8,Lares,Central Mountains,23339.294653369572,24792.896464895806,-1453.601811526234,-5.862976976427038
earthquake_m6_8,Utuado,Central Mountains,22992.394046142843,24429.631811870342,-1437.2377657274992,-5.883174076447384
earthquake_m6_8,Añasco,West,20767.598588413548,22195.246827106355,-1427.6482386928074,-6.4322251057341955
earthquake_m6_8,Yabucoa,East,24590.69151071296,25977.28211264608,-1386.5906019331196,-5.337704675648531
earthquake_m6_8,Villalba,South,17795.89558220296,19128.337337927198,-1332.4417557242377,-6.9658001748134435
earthquake_m6_8,Lajas,West,19172.712912516552,20490.376772484007,-1317.6638599674552,-6.430647296524638
earthquake_m6_8,Aibonito,Central Mountains,20751.946658381792,22048.661472905784,-1296.7148145239917,-5.881149819989949
earthquake_m6_8,Sabana Grande,West,18616.504765771202,19896.572091258742,-1280.06732548754,-6.433607355158019
earthquake_m6_8,Santa Isabel,South,16506.40476566676,17741.19365802906,-1234.7888923622995,-6.96001022345797
earthquake_m6_8,Aguas Buenas,Central Mountains,19746.28623350323,20980.210019320573,-1233.9237858173437,-5.881370037197098
earthquake_m6_8,Peñuelas,South,16243.152466687221,17461.66375473891,-1218.51128805169,-6.978208406521394
earthquake_m6_8,Naguabo,East,19613.824650078295,20721.265928300436,-1107.4412782221407,-5.344467283292924
earthquake_m6_8,Orocovis,Central Mountains,17684.173456577337,18787.657094377566,-1103.4836378002292,-5.873449958432869
earthquake_m6_8,Loíza,East,19109.093879808228,20185.110055016186,-1076.0161752079584,-5.330742177155276
earthquake_m6_8,Cataño,Metro,18855.47853309146,19918.13075189707,-1062.6522188056115,-5.335100125820797
earthquake_m6_8,Guayanilla,South,14110.975878968557,15169.329192088775,-1058.3533131202184,-6.976928905150131
earthquake_m6_8,Quebradillas,North,19526.593992437025,20567.50313735594,-1040.9091449189145,-5.060940737275749
earthquake_m6_8,Barceloneta,North,18841.18380124432,19846.25882618445,-1005.0750249401317,-5.064304732406651
earthquake_m6_8,Comerío,Central Mountains,15695.49711489815,16675.24541673903,-979.748301840882,-5.875465562008377
earthquake_m6_8,Patillas,South,12816.853178354366,13777.058781837808,-960.2056034834422,-6.969597928617929
earthquake_m6_8,Arroyo,South,12520.49440087678,13460.42742016408,-939.9330192873003,-6.98293590498661
earthquake_m6_8,Adjuntas,Central Mountains,15013.799466898265,15952.865950878464,-939.0664839801993,-5.886506455151956
earthquake_m6_8,Hormigueros,West,12817.866345444747,13699.09259573791,-881.2262502931626,-6.432734461312653
earthquake_m6_8,Rincón,West,12746.516919161924,13624.697137000683,-878.1802178387588,-6.445502670689676
earthquake_m6_8,Ciales,Central Mountains,14014.125562877587,14889.190356690244,-875.0647938126567,-5.877181853743034
earthquake_m6_8,Luquillo,East,14711.104459960061,15540.505668430615,-829.4012084705537,-5.33702844789292
earthquake_m6_8,Jayuya,Central Mountains,12212.914291508405,12977.014377113084,-764.1000856046794,-5.888103868885935
earthquake_m6_8,Guánica,West,10605.546198555903,11336.093861326377,-730.5476627704738,-6.44443907846222
earthquake_m6_8,Ceiba,East,9286.97661430404,9810.202552540542,-523.2259382365028,-5.333487615920869
earthquake_m6_8,Florida,North,9665.283954021941,10180.446517300632,-515.1625632786909,-5.060314028497911
earthquake_m6_8,Las Marías,West,7217.176412493105,7712.702077042254,-495.52566454914904,-6.424799760179228
earthquake_m6_8,Maunabo,East,8737.750704416161,9230.55705359378,-492.80634917761927,-5.338858167674208
earthquake_m6_8,Vieques,East,6779.080185990888,7161.343235478324,-382.26304948743564,-5.337868007689529
earthquake_m6_8,Maricao,West,4086.3531374359954,4366.886260047407,-280.5331226114113,-6.424099596502104
earthquake_m6_8,Culebra,East,1208.5850139692566,1276.1573030473644,-67.57228907810781,-5.294981184274889
earthquake_m7_2,San Juan,Metro,275953.2174095557,296166.01102510456,-20212.79361554887,-6.824818805367754
earthquake_m7_2,Bayamón,Metro,149569.4871663886,160532.46994954243,-10962.982783153828,-6.8291372995130795
earthquake_m7_2,Ponce,South,106852.91022774883,117262.51793884183,-10409.607711093005,-8.87718249110268
earthquake_m7_2,Carolina,Metro,124999.48785908494,134149.2318856066,-9149.744026521657,-6.820571312941949
earthquake_m7_2,Caguas,East,103491.399692445,111077.45194095813,-7586.052248513122,-6.829515906203355
earthquake_m7_2,Guaynabo,Metro,74070.4811359194,79481.20251783336,-5410.721381913958,-6.807548464934138
earthquake_m7_2,Mayagüez,West,57827.87874260089,62990.02948100968,-5162.150738408789,-8.195187049348947
earthquake_m7_2,Arecibo,North,71936.5182755019,76900.55443330629,-4964.036157804381,-6.455137019993207
earthquake_m7_2,Toa Baja,Metro,60097.282455208326,64497.27837963238,-4399.995924424053,-6.8219869659082075
