variable,f_stat,p_value
lag_violent_crime_rate,74.23743048858064,7.261065102835871e-13
vulnerability_score_0_1,50.776081582144435,5.085281751895407e-10
median_income_real,44.81643605109282,3.285399661290586e-09
max_seismic_mag,21.94103649988284,1.2068971250656925e-05
lag_property_crime_rate,20.169554207907098,2.4877946358003415e-05
lag_pop_change_1,2.573993009832909,0.112781077592394
income_growth,0.05048783927535341,0.8228195850311179
