year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe,poverty_rate_pct,unemployment_rate_pct.1,per_capita_income,no_hs_diploma_pct,under_18_pct,over_65_pct,disability_pct,single_parent_pct,minority_pct,limited_english_pct,multi_unit_housing_pct,mobile_homes_pct,crowding_pct,no_vehicle_pct,group_quarters_count,pct_group_quarters,lat,lon,max_wind_knots,max_seismic_mag,murder,robbery,burglary,larceny / theft,total,murder_rate,robbery_rate,burglary_rate,target_pop_change,lag_violent_crime_rate,lag_property_crime_rate,lag_pop_change_1,lag_pop_change_2,income_growth,per_capita_income_inv,split,vulnerability_index,vulnerability_score_0_1,kmeans_cluster_4,kmeans_cluster_3,hier_cluster_4,hier_cluster_3,typology_label,net_migration_proxy
2024,Guaynabo,72061,89378,0,78995,175,42567,799,6.1,0,51.9,0,46731,48651.17,2433,313.7,69777,87.0,11820,902.4993075,50.5,35233,2177,418.0,0.0,3.8,0.7,24.29,6.06,34713,13.14,13.83,26.03,20.73,8.28,98.52,46.05,14.39,0.26,1.51,9.61,1800,2.01,18.358,-66.1111,0.0,0.0,4.0,15.0,36.0,170.0,322.0,0.0447537425317192,0.167826534493947,0.4027836827854729,-0.1396601231243632,0.5139492530976616,0.748578259946594,-0.0569488800053585,-0.5110316173039697,-1.426755154203141,-34713,test,-9.34434946538267,0.0,1,0,2,2,Disaster-exposed,
2024,Gurabo,72063,40228,0,34565,281,18002,466,10.4,0,56.7,0,42216,43950.65,3622,313.7,29755,84.5,7177,704.6488487,37.2,11055,466,224.0,0.0,6.5,1.6,29.05,10.41,25845,15.91,16.61,18.13,22.36,11.9,99.0,33.23,3.36,0.0,2.82,9.84,357,0.89,18.2544,-65.9728,0.0,0.0,11.0,9.0,15.0,50.0,131.0,0.2734413841105698,0.2237247688177389,0.3728746146962315,-0.3838248768045948,0.5447836961097492,0.3962063244434539,-0.3307253745341465,-1.7460048015132013,3.727282703996937,-25845,test,-5.307568868281056,0.46496516214126493,1,0,2,2,Disaster-exposed,
2024,Guánica,72055,12855,0,10857,71,9135,245,22.9,0,42.5,0,17633,18357.54,1432,313.7,9624,72.9,3719,422.6405092,15.8,1518,1,4.0,0.0,5.7,1.5,63.65,22.93,10594,28.44,17.07,27.82,27.72,15.95,99.74,19.51,5.85,0.19,4.5,10.76,55,0.43,17.9716,-66.908,0.0,4.4,2.0,2.0,7.0,20.0,70.0,0.1555814858031894,0.1555814858031894,0.544535200311163,-3.098145635459071,0.1507613447911955,0.6784260515603798,-3.0404911562637027,-4.301601734629646,5.65934568761739,-10594,test,-0.7093452150059986,0.9945985556533914,0,1,1,1,High vulnerability decline,
2024,Hatillo,72065,38157,0,33146,187,17452,571,7.0,0,44.9,0,28146,29302.52,2619,313.7,29290,77.8,7508,856.1477676,31.4,9191,377,225.0,0.0,5.6,1.4,37.17,6.98,16420,22.69,15.03,23.73,27.36,8.85,99.74,23.38,3.79,0.58,2.82,7.42,270,0.71,18.4863,-66.825,0.0,0.0,5.0,10.0,34.0,100.0,202.0,0.1310375553633671,0.2620751107267343,0.8910553764708965,-0.2848481680865489,0.4181257513197094,0.9930486593843098,-0.1669710409600844,-1.0557835772735502,-2.3644431886563178,-16420,test,-4.1460487075495545,0.598751578537696,2,0,3,2,Disaster-exposed,
2024,Hormigueros,72067,15441,0,13621,78,7794,339,10.7,0,44.3,0,26828,27930.36,1969,313.7,12071,81.8,3577,400.7754983,30.4,3665,154,108.0,0.0,4.9,1.3,36.98,10.73,16601,19.38,13.54,31.09,28.92,8.26,98.69,27.7,3.14,0.0,4.35,11.1,187,1.21,18.1397,-67.1274,0.0,4.4,1.0,0.0,6.0,14.0,27.0,0.0647626449064179,0.0,0.3885758694385079,-0.5090206185566992,0.1932989690721649,0.5154639175257733,-0.3275319504206564,-0.9856288948238534,4.813437862719061,-16601,test,-4.9551181301632194,0.5055612041241835,0,1,1,1,Disaster-exposed,
2024,Humacao,72069,50100,0,43467,176,27848,649,5.2,0,39.1,0,27038,28148.99,1770,313.7,38106,82.0,13608,848.6459804,27.6,10536,456,186.0,0.0,4.2,1.1,38.23,5.24,17542,18.32,15.62,26.34,8.75,9.5,99.38,22.87,11.59,0.0,2.78,13.58,452,0.9,18.1497,-65.8274,0.0,0.0,9.0,24.0,65.0,170.0,396.0,0.1796407185628742,0.4790419161676646,1.2974051896207586,-0.6760373505679929,0.5947542673618684,0.9317816855335936,-0.5677226044274453,-1.3016070664228163,0.6889301515682122,-17542,test,-5.064189728618771,0.49299810037331193,1,0,2,2,Disaster-exposed,
2024,Isabela,72071,42890,0,37441,159,21832,525,9.4,0,39.6,0,23266,24222.0,2479,313.7,32593,76.7,9976,1012.875609,24.0,7819,84,59.0,0.0,5.8,1.4,43.59,9.43,14167,23.78,15.41,22.75,23.39,9.26,99.25,22.0,4.42,0.14,1.21,10.85,437,1.02,18.5011,-67.0247,0.0,0.0,1.0,6.0,19.0,77.0,169.0,0.0233154581487526,0.1398927488925157,0.4429937048262998,0.027986379961753,0.2098978497131396,0.3031857829189794,0.1424667772146559,-0.3908340118646047,10.324460128880396,-14167,test,-3.2520455533099217,0.7017248047428282,2,1,3,2,Disaster-exposed,
2024,Jayuya,72073,14566,0,12172,120,6394,328,14.3,0,42.3,0,21796,22691.6,3882,313.7,10553,83.5,3649,490.0367333,21.4,2262,15,25.0,0.0,3.4,1.6,46.85,14.34,11628,17.91,18.63,21.19,24.61,16.19,98.44,22.72,3.97,0.7,5.39,14.68,50,0.34,18.2186,-66.5916,0.0,0.0,2.0,2.0,10.0,18.0,53.0,0.1373060551970341,0.1373060551970341,0.686530275985171,-0.5937350713164591,0.1364908209922882,0.4094724629768648,-0.4957218525057705,-1.0149895812327725,14.978591877580993,-11628,test,-1.5344288427454034,0.8995636302904912,2,1,3,2,High vulnerability decline,
2024,Juana Díaz,72075,46156,0,39189,147,19949,405,16.1,0,46.5,0,24852,25873.17,1780,313.7,33767,78.2,9190,749.5665414,28.5,9627,143,104.0,0.0,5.6,1.3,44.06,16.12,13613,22.28,17.87,21.09,26.91,12.32,99.89,33.27,2.11,0.19,4.81,12.63,615,1.33,18.0525,-66.5064,0.0,0.0,14.0,10.0,20.0,54.0,165.0,0.3033191784383395,0.2166565560273854,0.4333131120547708,-0.2593136831186782,0.2809231567119025,0.2809231567119025,-0.1230224677875369,-0.794364508393286,1.3280692533815586,-13613,test,-1.762355871314047,0.873310499795639,2,1,3,2,High vulnerability decline,
2024,Juncos,72077,36829,0,31046,170,16940,555,8.9,0,52.1,0,29863,31090.07,2763,313.7,26763,79.7,8382,713.7345445,23.6,6313,225,133.0,0.0,5.3,1.6,34.62,8.86,16242,20.9,17.74,18.56,30.44,15.02,100.0,23.58,6.21,0.31,2.35,10.0,186,0.51,18.2275,-65.9211,0.0,0.0,7.0,17.0,21.0,66.0,182.0,0.1900676097640446,0.4615927665698227,0.5702028292921338,-0.1788860279170578,0.4065591543569589,0.4336630979807562,-0.0893630849220117,-0.9707696433360112,2.8752049475284647,-16242,test,-3.1440207508083144,0.7141673362607663,2,0,3,2,Disaster-exposed,
2024,Lajas,72079,23035,0,19995,148,12573,412,16.5,0,43.2,0,19695,20504.27,1928,313.7,17685,75.0,4963,615.7832411,22.1,3905,47,57.0,0.0,4.9,1.9,52.65,16.54,11343,25.84,15.03,27.95,27.22,10.96,98.81,22.16,3.97,1.56,3.04,12.23,84,0.36,18.0497,-67.0594,0.0,4.4,0.0,4.0,7.0,18.0,49.0,0.0,0.1736487953114825,0.3038853917950944,-0.4236372282021339,0.1729131543682185,0.2161414429602732,-0.2973881561934344,-0.8758063827060236,1.1113023333108265,-11343,test,-2.236209742031645,0.8187309811595094,0,1,1,1,Disaster-exposed,
2024,Lares,72081,27855,0,24091,119,12921,374,13.0,0,43.0,0,18917,19694.3,1377,313.7,21176,69.4,5067,518.2673055,21.3,4504,136,104.0,0.0,5.4,1.5,55.36,13.02,11029,31.31,15.86,24.18,25.63,11.82,99.68,20.1,1.75,0.22,3.57,12.27,348,1.25,18.2947,-66.8771,0.0,4.4,0.0,3.0,19.0,21.0,73.0,0.0,0.1077005923532579,0.6821037515706336,-0.3184941311193845,0.214715144574864,0.644145433724592,-0.1643444087173984,-0.3630926954293012,-4.908342772825469,-11029,test,-1.2526321258873914,0.9320215885552623,0,1,1,1,High vulnerability decline,
2024,Las Marías,72083,8744,0,7422,46,4109,191,6.0,0,36.4,0,16314,16984.34,1646,313.7,6441,67.7,2418,303.9819074,15.0,969,26,31.0,0.0,2.6,1.7,57.82,6.01,10495,34.7,17.82,25.53,8.04,13.19,99.97,10.69,3.5,0.0,7.86,11.76,84,0.96,18.2514,-66.9922,0.0,4.4,0.0,1.0,3.0,11.0,22.0,0.0,0.1143641354071363,0.3430924062214089,-0.5233219567690517,0.1137656427758816,0.7963594994311718,-0.4078857919782463,-0.7868705035971257,-2.0024360423485876,-10495,test,-0.9346516434594392,0.9686472715750493,0,1,1,1,High vulnerability decline,
2024,Las Piedras,72085,34951,0,30015,164,15714,516,6.5,0,44.1,0,25232,26268.78,3809,313.7,26069,83.3,6219,668.7794853,29.4,7655,149,110.0,0.0,5.8,1.6,38.68,6.46,16474,17.27,16.51,21.69,13.58,13.97,100.0,28.62,3.07,0.0,3.91,8.87,171,0.49,18.1827,-65.8661,0.0,0.0,4.0,15.0,18.0,45.0,159.0,0.1144459385997539,0.4291722697490772,0.5150067236988928,-0.2369127133641568,0.5137866072957699,0.7706799109436547,-0.1851904612667043,-1.1156500915621923,-4.625116092635939,-16474,test,-3.5214442060687543,0.6706948824451968,2,0,3,2,Disaster-exposed,
2024,Loíza,72087,22768,0,19496,122,11749,302,20.2,0,46.9,0,24272,25269.33,2402,313.7,17016,78.4,6051,429.3483434,19.0,3228,58,53.0,0.0,6.4,1.3,42.84,20.16,13835,22.56,16.8,23.62,21.56,16.21,99.84,14.67,11.73,0.21,6.23,19.03,87,0.38,18.433,-65.8797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7604418363824648,0.0,0.0,-1.713316369804918,-2.626362735381571,4.782252807674903,-13835,test,-2.4351894297204204,0.7958120682972505,2,1,3,2,Disaster-exposed,
2024,Luquillo,72089,17532,0,15262,80,10815,379,17.6,0,49.6,0,24225,25220.4,1625,313.7,13177,80.8,4404,452.588113,24.2,3189,209,111.0,0.0,7.9,2.2,44.8,17.59,16377,20.41,15.77,25.5,25.92,10.95,98.77,28.57,11.72,0.0,5.0,13.03,66,0.38,18.3725,-65.7166,0.0,0.0,1.0,9.0,21.0,78.0,172.0,0.0570385580652521,0.513347022587269,1.197809719370294,-0.5615109749872338,0.7373376439226363,1.36123872724179,-0.4797922781666242,-1.1218395936819725,-1.0040355327856965,-16377,test,-3.6653043891599633,0.6541247539114087,2,0,3,2,Disaster-exposed,
2024,Manatí,72091,38943,0,33367,180,19464,485,13.2,0,42.8,0,22683,23615.04,1836,313.7,29113,75.5,8112,701.5026728,24.5,7147,207,109.0,0.0,9.9,2.2,42.27,13.2,15901,25.02,16.48,25.43,20.48,13.19,99.34,27.16,8.41,0.11,4.3,15.67,303,0.78,18.4274,-66.4922,0.0,0.0,15.0,12.0,38.0,143.0,293.0,0.385178337570295,0.308142670056236,0.9757851218447474,-0.5338169186759334,0.6129955046996322,1.3536984062116877,-0.4019333502925493,-0.964905650870429,8.257540194812819,-15901,test,-3.121653992572341,0.7167435880831297,2,0,3,2,Disaster-exposed,
2024,Maricao,72093,4988,246,4261,202,2591,185,0.0,0,33.7,0,21302,22177.3,2952,313.7,3827,58.5,1199,207.6920798,13.4,512,0,15.0,0.0,0.2,0.3,52.89,0.0,10934,45.78,16.14,29.43,7.66,9.23,99.9,8.62,3.51,0.0,12.18,8.84,8,0.16,18.1808,-66.9799,0.0,4.4,0.0,0.0,4.0,8.0,17.0,0.0,0.0,0.8019246190858059,-3.632148377125188,0.0,0.965996908809892,-3.3246171087037757,-0.6494711449248514,0.7310933606584857,-10934,test,-1.4909014670368486,0.9045772080208349,0,1,1,1,High vulnerability decline,
2024,Maunabo,72095,10399,0,8994,58,5282,295,12.1,0,36.1,0,18045,18786.47,3623,313.7,8001,74.1,2453,373.8074371,14.4,1155,44,68.0,0.0,5.7,1.8,54.64,12.09,11302,28.03,15.69,28.02,16.49,14.33,99.68,17.81,4.13,0.0,10.8,17.06,16,0.15,18.0072,-65.8994,0.0,0.0,2.0,4.0,10.0,10.0,59.0,0.1923261852101163,0.3846523704202327,0.9616309260505818,-0.7918336195382514,0.4770082045411181,0.8586147681740126,-0.7668276057938073,-1.2803738317757052,-9.47906713636536,-11302,test,-1.3734407397186543,0.9181065898658498,2,1,3,2,High vulnerability decline,
2024,Mayagüez,72097,70828,0,61706,192,42468,722,20.3,0,41.8,0,18295,19046.74,805,313.7,48642,76.1,14306,837.5995463,27.3,13261,1031,257.0,0.0,3.6,0.6,53.26,20.33,14431,24.29,15.46,26.91,24.02,11.03,99.42,25.4,19.55,0.03,2.44,17.68,1680,2.37,18.2011,-67.1397,0.0,4.4,5.0,9.0,25.0,79.0,223.0,0.0705935505732196,0.1270683910317953,0.3529677528660981,-1.3867231009133452,0.3898418355981287,0.4733793717977277,-1.233481387769697,-1.921883850780892,-1.0722384561926868,-14431,test,-3.5047267310902708,0.6726204375446105,0,1,1,1,Disaster-exposed,
2024,Moca,72099,37424,0,32053,136,17513,522,17.7,0,46.4,0,23586,24555.15,2487,313.7,27593,73.9,8731,818.210853,24.7,6805,287,160.0,0.0,4.3,1.2,45.9,17.74,14548,26.72,16.82,21.3,22.09,14.21,99.55,26.65,1.62,0.0,3.01,9.94,338,0.9,18.3947,-67.1131,0.0,0.0,2.0,4.0,6.0,33.0,83.0,0.0534416417272338,0.1068832834544677,0.1603249251817015,0.0588203839366974,0.1336826907651997,0.2941019196834394,0.1043813398281745,-0.4502824256634286,6.9796206265730465,-14548,test,-1.881106284676377,0.8596325691092396,2,1,3,2,Disaster-exposed,
2024,Morovis,72101,28397,0,24109,129,12703,375,10.5,0,47.0,0,25003,26030.37,2217,313.7,20928,78.7,6257,520.9193796,22.4,4680,177,100.0,0.0,7.5,1.7,44.91,10.45,15456,22.13,17.17,19.98,20.76,15.04,100.0,20.87,2.86,0.31,2.77,11.99,89,0.31,18.3258,-66.4053,0.0,0.0,5.0,10.0,22.0,40.0,131.0,0.1760749374933972,0.3521498749867944,0.7747297249709477,-0.4801289689493226,0.3504591014228639,0.9111936636994462,-0.4361631599148596,-1.410437235543016,5.545628271391534,-15456,test,-2.3240455908279753,0.8086138572051571,2,1,3,2,Disaster-exposed,
2024,Naguabo,72103,23054,0,19318,132,11696,411,6.9,0,43.9,0,23395,24356.3,2653,313.7,16561,78.6,6287,730.0808174,22.8,3780,62,73.0,0.0,3.6,1.7,46.33,6.89,13083,22.41,18.63,20.85,8.35,16.01,99.65,20.78,8.25,0.0,6.64,10.86,103,0.45,18.2119,-65.735,0.0,0.0,1.0,12.0,26.0,48.0,144.0,0.0433764205777739,0.520517046933287,1.127786935022122,-0.6507218271924131,0.7756948933419522,0.8187890540831717,-0.5784061696658127,-1.610319534609228,6.10834279421002,-13083,test,-2.142067092669574,0.8295745361093306,2,0,3,2,Disaster-exposed,
2024,Naranjito,72105,29310,0,24961,178,11460,398,11.7,0,43.3,0,22156,23066.39,1628,313.7,21836,73.1,6678,880.6480568,19.4,4230,153,138.0,0.0,5.9,2.1,51.09,11.67,12849,27.68,16.93,23.73,25.28,14.67,99.86,14.44,1.69,0.17,6.03,14.5,102,0.35,18.3008,-66.2447,0.0,0.0,2.0,3.0,15.0,38.0,77.0,0.0682360968952576,0.1023541453428863,0.5117707267144319,0.2188333447308954,0.3077343910278329,0.6838542022840731,0.3190066202449104,-0.1609589041095871,0.568670332525878,-12849,test,-1.404884480423105,0.9144848314761393,2,1,3,2,Disaster-exposed,
2024,Orocovis,72107,21309,0,18065,92,9214,330,10.7,0,38.8,0,20302,21136.21,2558,313.7,15587,74.2,4917,489.6988871,19.7,3066,0,29.0,0.0,3.9,1.4,50.39,10.7,11696,26.97,18.13,20.95,22.07,13.6,99.46,14.53,1.55,0.1,6.33,14.91,140,0.66,18.2269,-66.4411,0.0,0.0,1.0,0.0,17.0,17.0,63.0,0.0469285278520812,0.0,0.7977849734853818,-0.1967120977940162,0.1405086412814388,1.0303967027305514,-0.1262980634296973,-0.6136680613668011,3.4511096068691183,-11696,test,-1.0094733916530678,0.9600291400111188,2,1,3,2,High vulnerability decline,
2024,Patillas,72109,15563,0,13593,87,8256,312,8.3,0,36.5,0,24396,25398.43,2792,313.7,12025,80.5,3577,415.5502376,22.3,2682,53,59.0,0.0,4.5,2.1,48.91,8.34,12868,21.0,15.09,27.77,16.05,13.07,99.86,20.11,1.25,0.18,5.67,12.54,46,0.3,18.0066,-66.0161,0.0,0.0,0.0,7.0,17.0,29.0,97.0,0.0,0.4497847458716186,1.0923343828310736,-1.2061194693074315,0.3173998603440614,0.6982796927569351,-1.0924844603503514,-1.8729591522395397,1.1717931538312687,-12868,test,-2.7036979490978075,0.7648846734969839,2,1,3,2,Disaster-exposed,
2024,Peñuelas,72111,19853,0,16667,82,8789,331,11.2,0,43.1,0,22697,23629.62,2107,313.7,14263,74.0,3962,444.6684158,25.1,3578,87,61.0,0.0,4.3,1.5,52.32,11.23,12056,27.32,19.04,20.88,16.94,14.08,99.85,21.0,0.67,0.19,5.57,9.56,13,0.07,18.0622,-66.7219,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.140324668857684,0.2987750224081266,0.6473458818842746,-1.0641442506650889,-1.5854545454545454,5.1871497785826115,-12056,test,-0.7533796350277832,0.9895265754571116,0,1,1,1,High vulnerability decline,
2024,Ponce,72113,132760,0,113239,269,69741,812,15.1,0,40.9,0,19877,20693.74,826,313.7,97612,81.5,28743,1073.465416,29.6,28925,1840,354.0,0.0,4.5,0.6,49.68,15.1,14625,18.67,17.12,25.33,25.76,14.27,99.74,30.28,13.48,0.26,3.16,15.58,3768,2.84,18.0111,-66.6141,0.0,4.4,22.0,29.0,71.0,364.0,735.0,0.1657125640253088,0.2184392889424525,0.5347996384453149,-1.4226736760818537,0.3712613977249102,0.3564109418159137,-1.3666124708880734,-1.9411828072821269,2.549700855780923,-14625,test,-3.2543386789943463,0.7014606775429417,0,1,1,1,Disaster-exposed,
2024,Quebradillas,72115,23409,0,20064,137,11146,455,8.1,0,39.9,0,24640,25652.46,4238,313.7,17615,74.5,4707,700.0035714,20.1,3539,119,108.0,0.0,3.9,1.4,45.05,8.1,13202,26.6,16.21,23.83,30.92,10.56,99.24,18.05,8.11,0.48,4.38,8.85,451,1.93,18.4738,-66.9385,0.0,0.0,0.0,7.0,10.0,60.0,129.0,0.0,0.2990302874962621,0.4271861249946601,-0.327854892276247,0.4257855743847398,0.3406284595077919,-0.2293967714528499,-0.8549888388156512,1.3099522644848482,-13202,test,-3.202811709187234,0.7073956659067417,2,1,3,2,Disaster-exposed,
2024,Rincón,72117,15378,0,13634,90,9379,335,7.8,0,40.5,0,24447,25451.53,2432,313.7,12153,72.4,3110,405.720347,23.4,2840,125,117.0,0.0,6.0,1.9,46.11,7.8,15582,29.18,13.75,29.17,33.35,10.02,96.15,35.7,11.46,0.16,5.09,10.24,42,0.27,18.3403,-67.25,0.0,0.0,1.0,4.0,12.0,43.0,97.0,0.0650279620236701,0.2601118480946807,0.7803355442840422,0.6677140612725951,0.1309243257397224,0.7855459544383347,0.7385914006858396,0.4437967808173848,-5.8557878749544106,-15582,test,-4.209755309324507,0.5914137136943534,2,1,3,2,Relative resilience / stabilization,
2024,Río Grande,72119,46051,0,40040,140,23376,648,15.0,0,52.3,0,28943,30132.27,2356,313.7,34722,80.7,10146,769.7077367,26.7,9272,180,98.0,0.0,7.2,1.2,33.82,15.03,16144,19.8,15.61,23.09,23.13,12.25,99.69,25.19,7.14,0.21,4.38,11.86,629,1.37,18.3794,-65.8311,0.0,0.0,7.0,17.0,36.0,77.0,249.0,0.1520053853336518,0.3691559358102972,0.7817419817159237,-0.9187142303885732,0.0,0.0,-0.7686066868781705,-1.6628175519630473,5.115270985452058,-16144,test,-3.94907223332492,0.6214397569196549,2,1,3,2,Disaster-exposed,
2024,Sabana Grande,72121,22407,0,19252,98,11400,374,11.5,0,39.2,0,22065,22971.65,1782,313.7,16784,82.8,6326,704.2393059,28.5,4786,100,105.0,0.0,5.4,1.8,43.95,11.53,15462,18.34,16.52,26.46,26.6,8.91,99.61,16.47,3.06,0.28,4.69,11.21,180,0.8,18.0777,-66.9605,0.0,4.4,1.0,2.0,20.0,8.0,42.0,0.044628910608292,0.0892578212165841,0.892578212165841,-0.594472294929238,0.177454416396788,0.133090812297591,-0.4328813110119678,-0.9667541557305316,4.222405617896463,-15462,test,-3.562667929425007,0.665946644399223,0,1,1,1,Disaster-exposed,
2024,Salinas,72123,25079,0,21487,92,13859,476,7.2,0,42.0,0,21901,22800.91,1891,313.7,18525,81.4,7485,551.0952731,19.8,3669,71,59.0,0.0,5.7,1.6,47.94,7.22,14275,19.62,17.39,23.29,31.28,15.14,99.53,37.24,3.64,0.63,4.47,13.32,202,0.81,17.9775,-66.2974,0.0,0.0,4.0,6.0,11.0,32.0,105.0,0.1594959926631843,0.2392439889947765,0.4386139798237569,-1.252116391699809,0.7481198566759855,0.551246210182305,-1.1328246652133278,-1.984126984126988,-1.5640332786632571,-14275,test,-2.220364451054196,0.8205560762102028,2,0,3,2,Disaster-exposed,
2024,San Germán,72125,31305,0,26864,148,16255,503,8.2,0,35.0,0,18317,19069.64,1584,313.7,23408,76.1,7439,687.1950233,26.5,6206,382,180.0,0.0,5.0,1.6,49.57,8.16,12961,24.77,16.3,28.47,14.58,10.41,99.26,21.62,5.84,0.17,4.33,15.79,345,1.1,18.0816,-67.04,0.0,4.4,1.0,3.0,12.0,34.0,77.0,0.0319437789490496,0.095831336847149,0.3833253473885961,-0.6631973091324461,0.0634638573332487,0.2538554293329949,-0.5239898989898961,-1.0958134307389678,-0.7211518437997166,-12961,test,-2.8378475315987672,0.7494330330428243,0,1,1,1,Disaster-exposed,
2024,San Juan,72127,336160,0,291675,407,201026,1639,12.3,0,52.4,0,27992,29142.19,1036,313.7,254151,86.1,54253,1979.940656,42.5,108125,7238,642.0,0.0,8.7,0.5,38.84,12.28,25758,13.98,15.29,25.52,20.95,11.57,98.91,32.48,23.72,0.12,2.14,20.78,5838,1.74,18.4655,-66.1057,0.0,0.0,77.0,347.0,376.0,2431.0,4676.0,0.2290575916230366,1.032246549262256,1.118514992860543,-0.7384966087030986,1.1840749303876148,1.2076973728891132,-0.6576650836161657,-1.1276396425660806,0.7721944971589512,-25758,test,-6.773859365283977,0.29607463606841633,1,0,2,2,Disaster-exposed,
2024,San Lorenzo,72129,37431,0,32516,111,16809,433,7.4,0,43.5,0,22847,23785.78,1829,313.7,28337,75.2,6929,656.5584513,22.0,6221,275,140.0,0.0,5.0,1.1,43.41,7.35,14903,25.54,15.73,22.74,13.08,13.84,100.0,24.56,2.28,0.11,5.18,13.13,126,0.34,18.1894,-65.9611,0.0,0.0,2.0,12.0,19.0,62.0,147.0,0.0534316475648526,0.3205898853891159,0.5076006518661003,-0.2239104358256693,0.3198720511795282,0.6397441023590564,-0.0985300383468223,-0.7138702342551984,4.089440902461083,-14903,test,-2.539839931926085,0.7837581960206252,2,1,3,2,Disaster-exposed,
2024,San Sebastián,72131,39088,0,33703,169,19193,561,13.0,0,38.3,0,19920,20738.51,1708,313.7,29617,70.9,7451,700.6604028,21.7,6417,164,97.0,0.0,4.7,1.1,49.69,13.03,12443,29.77,16.17,26.71,30.09,8.68,98.98,24.51,2.56,0.05,2.98,9.63,292,0.75,18.3372,-66.9905,0.0,4.4,6.0,6.0,24.0,35.0,131.0,0.1534997953336062,0.1534997953336062,0.6139991813344249,-0.2042483660130711,0.0510620915032679,0.4084967320261438,-0.0382819079702945,-0.4269268887702959,8.493892987202134,-12443,test,-2.2274742523609885,0.8197371538442515,0,1,1,1,Disaster-exposed,
2024,Santa Isabel,72133,19903,0,17001,101,9552,331,5.9,0,48.5,0,25795,26854.91,2527,313.7,14442,83.2,4960,514.1254711,30.3,4374,198,109.0,0.0,4.0,1.4,41.76,5.9,17827,18.24,17.76,19.02,28.76,14.2,99.74,40.06,3.47,0.0,3.92,11.41,32,0.16,17.9666,-66.405,0.0,0.0,6.0,9.0,16.0,63.0,146.0,0.3014620911420389,0.4521931367130583,0.8038989097121036,-0.8024322169059017,0.5482456140350878,0.8472886762360446,-0.7076755579749627,-1.5733073550901144,8.011108831963831,-17827,test,-2.7688520019049077,0.7573800880980733,2,0,3,2,Disaster-exposed,
2024,Toa Alta,72135,66320,0,57044,214,27839,536,7.3,0,54.0,0,35241,36689.05,2177,313.7,48979,86.0,13201,986.9736572,31.2,15291,657,220.0,0.0,6.7,1.2,32.75,7.27,19840,14.41,16.52,17.57,17.78,14.77,99.71,36.38,4.94,0.24,3.52,5.53,426,0.64,18.3883,-66.2485,0.0,0.0,10.0,16.0,17.0,90.0,197.0,0.1507840772014475,0.241254523522316,0.2563329312424608,-0.3246362871227592,0.2555007815318023,0.2104124083203078,-0.244381474984634,-1.3357592970622223,2.643193620458218,-19840,test,-4.326383049345127,0.5779802771365696,1,0,2,2,Disaster-exposed,
2024,Toa Baja,72137,73039,0,63020,163,36615,620,8.2,0,54.5,0,32017,33332.58,2754,313.7,54525,84.6,14545,926.4755798,28.6,15611,475,186.0,0.0,6.4,0.9,32.4,8.2,18984,15.77,16.1,22.55,30.34,13.37,99.75,31.45,5.26,0.25,2.71,9.15,463,0.63,18.4438,-66.2591,0.0,0.0,14.0,34.0,51.0,271.0,543.0,0.191678418379222,0.4655047303495393,0.6982570955243089,-1.2813061754091917,0.6757943963128659,0.8109532755754388,-1.1582547358858553,-1.8282446752701744,4.893849221334401,-18984,test,-4.540409560246435,0.553328238476057,1,0,2,2,Disaster-exposed,
2024,Trujillo Alto,72139,67088,0,58176,207,30711,625,7.9,0,54.8,0,40055,41700.86,2806,313.7,50419,89.0,9377,976.0128073,41.3,20808,865,309.0,0.0,4.8,1.0,27.7,7.89,23034,11.43,15.84,22.38,22.22,9.75,99.44,39.71,14.83,0.05,2.38,7.16,854,1.27,18.3547,-66.0072,0.0,0.0,12.0,14.0,35.0,167.0,362.0,0.1788695444788934,0.2086811352253756,0.5217028380634391,-0.3579438280681413,0.445573229960344,0.668359844940516,-0.2488999511089384,-0.7411655710945375,0.3441710021913957,-23034,test,-6.6307430083109535,0.3125590890933857,1,0,2,2,Disaster-exposed,
2024,Utuado,72141,27621,0,23824,136,13624,362,21.2,0,42.4,0,20800,21654.67,1109,313.7,20880,77.4,5584,529.060488,22.0,4587,107,77.0,0.0,5.2,1.2,50.31,21.21,12937,23.61,16.29,26.19,20.68,12.8,98.82,18.94,2.91,0.47,4.2,12.38,188,0.68,18.2655,-66.7005,0.0,4.4,1.0,1.0,8.0,24.0,76.0,0.036204337279606,0.036204337279606,0.2896346982368487,-0.9858044164037904,0.143389733295096,0.3584743332377402,-0.9199076540578944,-1.504285464404409,14.636658985284656,-12937,test,-2.1257590190929645,0.8314529354655414,0,1,1,1,High vulnerability decline,
