population_change_column_used,population_change_units,n_municipios,non_null_population_change_rows,simple_municipal_avg_change_pct,population_level_column_used,non_null_population_rows,total_population,population_weighted_avg_change_pct,total_population_loss,population_loss_note,population_weighted_avg_change_pct_p5,population_weighted_avg_change_pct_p50,population_weighted_avg_change_pct_p95,total_population_loss_p5,total_population_loss_p50,total_population_loss_p95,uncertainty_note
target_pop_change,percent,78,78,-0.567062506924432,total_population,78,3234309.0,-0.6294864390087499,-20359.536550639506,"total_population_loss is computed as total_population * (population_weighted_avg_change_pct / 100), assuming the change field is stored in percent units.",-0.7295406733985239,-0.6288994435605681,-0.5310016382807232,-23595.599658389066,-20340.551304029374,-17174.23377706088,"Percentile fields are bootstrap percentile estimates (P5/P50/P95) based on resampling municipios. They are empirical uncertainty summaries, not formal model predictive quantiles."
