year,municipio_fips,Total_All_Sectors,Micro_Businesses_1to4_Employees,Pct_Micro_Business,Tourism_Hospitality,Retail_Trade,Professional_Services,Healthcare,Construction
2019,72149,122,75,61.5,15,39,4.0,26.0,8.0
2019,72151,172,112,65.1,23,49,8.0,33.0,9.0
2019,72153,391,228,58.3,44,113,21.0,79.0,16.0
2020,72001,127,81,63.8,20,43,10.0,18.0,5.0
2020,72003,526,372,70.7,71,163,36.0,75.0,37.0
2020,72005,863,471,54.6,118,200,79.0,169.0,21.0
2020,72007,136,85,62.5,12,33,6.0,24.0,13.0
2020,72009,287,184,64.1,30,70,27.0,64.0,12.0
2020,72011,263,158,60.1,35,56,14.0,41.0,13.0
2020,72013,1041,622,59.8,109,231,71.0,250.0,53.0
2020,72015,80,48,60.0,13,21,,14.0,5.0
2020,72017,277,118,42.6,41,97,12.0,21.0,21.0
2020,72019,268,171,63.8,34,81,20.0,34.0,27.0
2020,72021,3007,1604,53.3,303,710,200.0,542.0,121.0
2020,72023,527,343,65.1,104,107,21.0,95.0,23.0
2020,72025,2391,1250,52.3,251,522,203.0,436.0,102.0
2020,72027,303,196,64.7,35,80,21.0,40.0,30.0
2020,72029,368,200,54.3,40,102,18.0,67.0,19.0
2020,72031,1943,980,50.4,250,421,137.0,242.0,75.0
2020,72033,321,128,39.9,28,47,17.0,28.0,16.0
2020,72035,488,274,56.1,59,114,29.0,101.0,25.0
2020,72037,86,51,59.3,6,14,6.0,12.0,4.0
2020,72039,102,58,56.9,10,32,7.0,15.0,8.0
2020,72041,365,220,60.3,45,89,23.0,64.0,23.0
2020,72043,260,157,60.4,43,66,16.0,45.0,13.0
2020,72045,110,71,64.5,11,37,,18.0,5.0
2020,72047,303,195,64.4,32,85,14.0,57.0,25.0
2020,72049,41,26,63.4,13,6,,,
2020,72051,622,387,62.2,73,90,125.0,87.0,24.0
2020,72053,475,261,54.9,63,111,32.0,94.0,10.0
2020,72054,58,38,65.5,10,18,4.0,6.0,5.0
2020,72055,88,50,56.8,13,22,,19.0,5.0
2020,72057,451,270,59.9,58,116,32.0,95.0,17.0
2020,72059,91,61,67.0,14,18,4.0,16.0,8.0
2020,72061,2188,1131,51.7,203,285,377.0,283.0,103.0
2020,72063,347,200,57.6,36,50,33.0,59.0,35.0
2020,72065,500,258,51.6,72,158,22.0,65.0,22.0
2020,72067,175,94,53.7,22,41,12.0,32.0,10.0
2020,72069,750,414,55.2,76,143,89.0,158.0,39.0
2020,72071,453,273,60.3,71,117,43.0,78.0,17.0
2020,72073,96,53,55.2,17,32,4.0,11.0,8.0
2020,72075,284,159,56.0,29,76,16.0,47.0,24.0
2020,72077,256,145,56.6,23,51,13.0,66.0,23.0
2020,72079,175,105,60.0,33,44,12.0,25.0,10.0
2020,72081,197,121,61.4,29,61,14.0,35.0,6.0
2020,72083,51,33,64.7,4,14,,12.0,4.0
2020,72085,285,174,61.1,37,53,17.0,53.0,22.0
2020,72087,85,46,54.1,16,25,5.0,18.0,
2020,72089,155,95,61.3,42,25,7.0,26.0,11.0
2020,72091,633,336,53.1,52,136,50.0,193.0,20.0
2020,72093,20,12,60.0,4,6,,5.0,
2020,72095,50,37,74.0,7,18,3.0,10.0,
2020,72097,1536,800,52.1,151,276,137.0,384.0,50.0
2020,72099,382,254,66.5,42,94,23.0,74.0,31.0
2020,72101,167,103,61.7,23,53,8.0,25.0,14.0
2020,72103,153,102,66.7,20,39,6.0,18.0,22.0
2020,72105,308,172,55.8,28,80,14.0,40.0,52.0
2020,72107,191,128,67.0,31,47,11.0,26.0,24.0
2020,72109,96,54,56.2,17,30,4.0,12.0,3.0
2020,72111,139,79,56.8,14,45,5.0,19.0,7.0
2020,72113,2296,1248,54.4,237,460,200.0,513.0,86.0
2020,72115,212,126,59.4,22,58,15.0,30.0,18.0
2020,72117,188,117,62.2,55,40,20.0,11.0,13.0
2020,72119,330,175,53.0,43,74,31.0,56.0,10.0
2020,72121,177,119,67.2,19,38,18.0,38.0,6.0
2020,72123,173,91,52.6,33,51,12.0,29.0,4.0
2020,72125,331,195,58.9,35,75,24.0,105.0,5.0
2020,72127,11308,6332,56.0,1109,1571,2194.0,1553.0,433.0
2020,72129,272,159,58.5,30,82,17.0,44.0,23.0
2020,72131,457,284,62.1,52,131,31.0,84.0,34.0
2020,72133,170,76,44.7,34,48,9.0,24.0,13.0
2020,72135,374,236,63.1,33,92,30.0,45.0,37.0
2020,72137,746,405,54.3,78,141,51.0,87.0,55.0
2020,72139,558,329,59.0,56,94,63.0,79.0,48.0
2020,72141,189,126,66.7,22,55,21.0,28.0,7.0
2020,72143,409,226,55.3,49,107,33.0,81.0,19.0
2020,72145,434,249,57.4,49,116,30.0,79.0,25.0
2020,72147,105,61,58.1,34,20,6.0,7.0,9.0
2020,72149,121,79,65.3,15,36,6.0,26.0,7.0
2020,72151,173,108,62.4,24,47,10.0,33.0,10.0
2020,72153,387,235,60.7,43,107,21.0,80.0,15.0
2021,72001,147,99,67.3,23,50,9.0,21.0,9.0
2021,72003,548,389,71.0,73,169,36.0,83.0,40.0
2021,72005,914,503,55.0,125,210,88.0,178.0,26.0
2021,72007,143,89,62.2,16,35,6.0,23.0,15.0
2021,72009,289,179,61.9,29,74,27.0,60.0,13.0
2021,72011,265,164,61.9,42,55,15.0,43.0,14.0
2021,72013,1068,622,58.2,113,248,67.0,253.0,55.0
2021,72015,88,54,61.4,14,22,,16.0,5.0
2021,72017,298,130,43.6,46,100,14.0,25.0,21.0
2021,72019,280,187,66.8,43,78,18.0,35.0,34.0
2021,72021,3043,1648,54.2,290,721,203.0,552.0,134.0
2021,72023,569,371,65.2,119,117,29.0,99.0,22.0
2021,72025,2444,1307,53.5,260,527,222.0,448.0,110.0
2021,72027,333,226,67.9,42,89,25.0,40.0,33.0
2021,72029,369,190,51.5,44,97,20.0,68.0,17.0
2021,72031,1981,1001,50.5,250,414,156.0,231.0,87.0
2021,72033,325,124,38.2,27,47,18.0,28.0,18.0
2021,72035,504,295,58.5,57,121,34.0,103.0,26.0
2021,72037,81,43,53.1,7,12,5.0,12.0,6.0
2021,72039,113,67,59.3,13,33,8.0,17.0,10.0
2021,72041,380,241,63.4,43,95,23.0,62.0,21.0
2021,72043,274,163,59.5,44,71,17.0,47.0,14.0
2021,72045,120,79,65.8,12,39,,19.0,8.0
2021,72047,322,212,65.8,38,88,16.0,53.0,34.0
2021,72049,47,35,74.5,11,8,3.0,,
2021,72051,675,434,64.3,79,87,153.0,92.0,25.0
2021,72053,495,289,58.4,64,110,33.0,92.0,12.0
2021,72054,54,30,55.6,9,17,,8.0,5.0
2021,72055,89,51,57.3,14,22,,19.0,5.0
2021,72057,458,276,60.3,61,120,29.0,95.0,21.0
2021,72059,108,69,63.9,21,20,5.0,20.0,10.0
2021,72061,2267,1213,53.5,204,284,381.0,283.0,126.0
2021,72063,380,228,60.0,38,55,49.0,61.0,37.0
2021,72065,516,272,52.7,71,164,27.0,66.0,24.0
2021,72067,180,97,53.9,23,39,11.0,36.0,11.0
2021,72069,778,450,57.8,75,152,103.0,161.0,42.0
2021,72071,481,304,63.2,78,120,48.0,82.0,24.0
2021,72073,106,61,57.5,20,35,7.0,12.0,8.0
2021,72075,310,192,61.9,33,83,17.0,53.0,28.0
2021,72077,263,146,55.5,24,51,16.0,64.0,28.0
2021,72079,178,103,57.9,30,46,10.0,25.0,14.0
2021,72081,206,124,60.2,28,67,14.0,35.0,9.0
2021,72083,57,37,64.9,5,18,,11.0,6.0
2021,72085,290,169,58.3,42,56,19.0,51.0,23.0
2021,72087,86,48,55.8,16,23,5.0,18.0,
2021,72089,158,93,58.9,40,23,9.0,24.0,12.0
2021,72091,638,334,52.4,48,135,49.0,195.0,25.0
2021,72093,24,15,62.5,4,6,,6.0,
2021,72095,49,37,75.5,8,18,3.0,8.0,
2021,72097,1562,827,52.9,155,286,137.0,388.0,52.0
2021,72099,414,268,64.7,48,102,24.0,74.0,37.0
2021,72101,178,113,63.5,24,55,9.0,28.0,16.0
2021,72103,159,101,63.5,26,39,7.0,20.0,23.0
2021,72105,330,198,60.0,29,85,15.0,41.0,58.0
2021,72107,196,122,62.2,27,51,10.0,26.0,28.0
2021,72109,102,56,54.9,18,30,4.0,12.0,3.0
2021,72111,154,93,60.4,15,49,6.0,19.0,13.0
2021,72113,2330,1253,53.8,228,472,201.0,508.0,93.0
2021,72115,214,128,59.8,20,61,12.0,30.0,19.0
2021,72117,210,135,64.3,57,45,26.0,13.0,14.0
2021,72119,368,220,59.8,50,87,37.0,60.0,10.0
2021,72121,181,118,65.2,21,40,16.0,39.0,6.0
2021,72123,187,101,54.0,33,55,12.0,31.0,3.0
2021,72125,336,201,59.8,35,75,23.0,110.0,7.0
2021,72127,11651,6811,58.5,1115,1614,2410.0,1570.0,448.0
2021,72129,288,168,58.3,33,87,16.0,44.0,24.0
2021,72131,484,300,62.0,53,139,34.0,86.0,31.0
2021,72133,182,82,45.1,37,49,10.0,24.0,11.0
2021,72135,386,231,59.8,35,96,36.0,44.0,38.0
2021,72137,777,422,54.3,87,150,52.0,88.0,56.0
2021,72139,587,358,61.0,63,97,66.0,81.0,50.0
2021,72141,210,151,71.9,22,58,25.0,32.0,11.0
2021,72143,412,227,55.1,46,107,28.0,82.0,22.0
2021,72145,448,262,58.5,53,122,30.0,81.0,26.0
2021,72147,111,71,64.0,37,24,6.0,7.0,7.0
2021,72149,138,95,68.8,16,42,6.0,26.0,11.0
2021,72151,177,111,62.7,22,53,10.0,30.0,12.0
2021,72153,406,246,60.6,52,113,23.0,79.0,14.0
2022,72001,154,95,61.7,24,51,9.0,20.0,11.0
2022,72003,581,386,66.4,88,178,35.0,88.0,44.0
2022,72005,967,487,50.4,140,223,95.0,184.0,25.0
2022,72007,159,89,56.0,16,35,6.0,31.0,15.0
2022,72009,312,191,61.2,35,79,34.0,65.0,15.0
2022,72011,301,183,60.8,46,60,17.0,54.0,18.0
2022,72013,1130,645,57.1,122,254,74.0,275.0,62.0
2022,72015,96,56,58.3,15,22,,21.0,5.0
2022,72017,312,133,42.6,46,105,11.0,32.0,27.0
2022,72019,317,196,61.8,45,88,26.0,36.0,39.0
2022,72021,3122,1663,53.3,316,723,212.0,580.0,140.0
2022,72023,617,389,63.0,126,120,36.0,104.0,28.0
2022,72025,2472,1286,52.0,269,536,233.0,451.0,117.0
2022,72027,348,214,61.5,44,94,27.0,46.0,31.0
2022,72029,399,211,52.9,49,99,22.0,71.0,23.0
2022,72031,2009,1011,50.3,253,447,163.0,233.0,92.0
2022,72033,304,114,37.5,31,44,18.0,19.0,16.0
2022,72035,523,291,55.6,63,132,28.0,114.0,27.0
2022,72037,91,52,57.1,8,15,6.0,13.0,6.0
2022,72039,119,68,57.1,14,34,8.0,19.0,11.0
2022,72041,412,240,58.3,49,106,19.0,67.0,21.0
2022,72043,289,172,59.5,54,72,17.0,44.0,16.0
2022,72045,110,66,60.0,8,36,3.0,17.0,9.0
2022,72047,339,219,64.6,45,90,16.0,65.0,31.0
2022,72049,52,33,63.5,16,9,3.0,,
2022,72051,740,461,62.3,84,106,165.0,98.0,27.0
2022,72053,512,281,54.9,65,120,32.0,91.0,13.0
2022,72054,62,36,58.1,9,19,4.0,9.0,6.0
2022,72055,82,40,48.8,13,20,,18.0,6.0
2022,72057,466,260,55.8,67,121,27.0,96.0,22.0
2022,72059,107,62,57.9,20,20,7.0,19.0,11.0
2022,72061,2413,1233,51.1,245,318,400.0,308.0,129.0
2022,72063,403,233,57.8,47,61,45.0,64.0,40.0
2022,72065,539,286,53.1,80,164,26.0,71.0,29.0
2022,72067,199,97,48.7,23,42,14.0,41.0,9.0
2022,72069,793,446,56.2,81,150,120.0,163.0,38.0
2022,72071,533,308,57.8,91,134,50.0,88.0,28.0
2022,72073,113,55,48.7,23,34,7.0,13.0,8.0
2022,72075,331,190,57.4,32,89,22.0,61.0,29.0
2022,72077,297,163,54.9,31,60,19.0,68.0,35.0
2022,72079,199,108,54.3,39,47,12.0,31.0,15.0
2022,72081,218,134,61.5,29,68,15.0,39.0,12.0
2022,72083,61,37,60.7,5,19,3.0,11.0,5.0
2022,72085,290,157,54.1,42,55,16.0,54.0,22.0
2022,72087,94,39,41.5,20,22,5.0,18.0,
2022,72089,160,90,56.2,38,23,11.0,29.0,10.0
2022,72091,649,338,52.1,57,139,47.0,193.0,25.0
2022,72093,25,14,56.0,4,7,,5.0,
2022,72095,55,41,74.5,8,18,3.0,11.0,
2022,72097,1608,820,51.0,166,312,134.0,398.0,56.0
2022,72099,450,287,63.8,52,105,29.0,76.0,44.0
2022,72101,205,124,60.5,31,60,11.0,28.0,21.0
2022,72103,167,95,56.9,27,42,6.0,24.0,23.0
2022,72105,353,202,57.2,38,85,17.0,41.0,67.0
2022,72107,203,122,60.1,30,53,9.0,22.0,32.0
2022,72109,106,55,51.9,18,30,4.0,12.0,5.0
2022,72111,161,94,58.4,18,48,7.0,20.0,10.0
2022,72113,2445,1272,52.0,253,499,219.0,525.0,101.0
2022,72115,244,141,57.8,28,66,16.0,36.0,20.0
2022,72117,241,149,61.8,63,48,34.0,15.0,20.0
2022,72119,398,224,56.3,55,89,40.0,62.0,12.0
2022,72121,187,112,59.9,23,40,16.0,44.0,6.0
2022,72123,194,103,53.1,34,58,11.0,31.0,4.0
2022,72125,381,212,55.6,41,83,31.0,123.0,8.0
2022,72127,12182,6903,56.7,1191,1637,2596.0,1618.0,467.0
2022,72129,291,169,58.1,33,88,18.0,42.0,27.0
2022,72131,520,319,61.3,61,149,42.0,91.0,33.0
2022,72133,191,83,43.5,36,51,10.0,21.0,14.0
2022,72135,420,245,58.3,44,100,35.0,54.0,48.0
2022,72137,820,451,55.0,94,164,63.0,92.0,53.0
2022,72139,597,351,58.8,56,103,59.0,85.0,53.0
2022,72141,228,151,66.2,25,61,28.0,33.0,15.0
2022,72143,440,243,55.2,43,122,37.0,85.0,24.0
2022,72145,438,236,53.9,50,121,29.0,76.0,25.0
2022,72147,130,72,55.4,43,27,5.0,10.0,6.0
2022,72149,155,99,63.9,20,47,7.0,30.0,13.0
2022,72151,185,114,61.6,23,54,8.0,32.0,16.0
2022,72153,437,263,60.2,55,118,24.0,85.0,15.0
