scenario,seconds
baseline,13.272305965423584
hurricane_cat1,13.839399099349976
hurricane_cat2,13.825510263442993
hurricane_cat3,13.79299020767212
hurricane_cat4,13.84120512008667
hurricane_cat5_maria_like,13.872115135192871
earthquake_m6_0,13.913337230682373
earthquake_m6_5,13.843313932418823
earthquake_m6_8,13.973343849182129
earthquake_m7_2,13.865742921829224
earthquake_m7_5,13.911860942840576
