scenario,seconds
baseline,11.020020961761475
hurricane_cat1,10.937144041061401
hurricane_cat2,10.932729959487915
hurricane_cat3,10.939956903457642
hurricane_cat4,10.917050123214722
hurricane_cat5_maria_like,10.966752052307129
earthquake_m6_0,10.956764936447144
earthquake_m6_5,11.000754833221436
earthquake_m6_8,11.108304977416992
earthquake_m7_2,11.378350734710693
earthquake_m7_5,11.349220991134644
