scenario,seconds
baseline,55.53527283668518
hurricane_cat1,56.01443004608154
hurricane_cat2,420.5210108757019
hurricane_cat3,56.26124119758606
hurricane_cat4,56.36514687538147
hurricane_cat5_maria_like,56.63003706932068
earthquake_m6_0,56.64132905006409
earthquake_m6_5,56.456835985183716
earthquake_m6_8,56.71099901199341
earthquake_m7_2,56.895346879959106
earthquake_m7_5,56.77721691131592
