scenario,municipio,region,p50,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
earthquake_m6_0,San Juan,Metro,308519.557084122,310183.1040920414,-1663.5470079194056,-0.5363112903228209
earthquake_m6_0,Bayamón,Metro,167445.00369123777,168400.82569344994,-955.8220022121677,-0.5675874796196709
earthquake_m6_0,Ponce,South,120656.8967088297,121605.13860545706,-948.2418966273544,-0.7797712395229339
earthquake_m6_0,Caguas,East,112207.42820131873,112879.85262330543,-672.424421986696,-0.5956992380479648
earthquake_m6_0,Carolina,Metro,139001.71681683254,139659.4564176036,-657.7396007710486,-0.47095958816014893
earthquake_m6_0,Guaynabo,Metro,81779.08111144089,82207.01388751614,-427.9327760752494,-0.5205550668228746
earthquake_m6_0,Mayagüez,West,66379.21676883576,66754.57850262358,-375.36173378782405,-0.56230110684179
earthquake_m6_0,Juana Díaz,South,42083.47661482625,42441.56356739308,-358.0869525668313,-0.8437176259970347
earthquake_m6_0,Trujillo Alto,Metro,61397.88696861557,61748.09173686209,-350.20476824651996,-0.5671507546158813
earthquake_m6_0,Arecibo,North,80348.46864897042,80689.11899703197,-340.6503480615502,-0.4221763136044161
earthquake_m6_0,Toa Alta,Metro,60933.96952569006,61270.45141250856,-336.48188681850297,-0.5491748127545362
earthquake_m6_0,Toa Baja,Metro,67780.59224280698,68057.10670806433,-276.5144652573508,-0.40629770883954675
earthquake_m6_0,Coamo,South,30863.149227652335,31137.665417468073,-274.51618981573847,-0.8816209761883312
earthquake_m6_0,Humacao,East,44787.781641904396,45058.902225087935,-271.12058318353957,-0.6017025932615482
earthquake_m6_0,Vega Baja,North,49697.88749605707,49963.2067624506,-265.3192663935333,-0.5310292985295965
earthquake_m6_0,Guayama,South,31768.603676194216,32031.711450665498,-263.107774471282,-0.821397804099586
earthquake_m6_0,Gurabo,East,35524.906634741375,35783.39562553462,-258.48899079324474,-0.7223713297035175
earthquake_m6_0,San Sebastián,West,36174.016375146115,36428.33490160374,-254.3185264576241,-0.6981338212261463
earthquake_m6_0,Cabo Rojo,West,43476.00592373519,43726.58439435572,-250.57847062053042,-0.5730574982958774
earthquake_m6_0,Río Grande,East,41046.67221106072,41293.887098130544,-247.214887069822,-0.5986718723823263
earthquake_m6_0,Isabela,West,39535.21443577206,39770.815603938216,-235.60116816615482,-0.5923971248475602
earthquake_m6_0,Yauco,South,30181.665024816986,30412.377634623408,-230.71260980642182,-0.7586141819565062
earthquake_m6_0,Aguadilla,West,50176.474894052284,50400.442917010456,-223.9680229581718,-0.4443770927310268
earthquake_m6_0,Canóvanas,East,37142.63722553694,37361.72981237517,-219.09258683822554,-0.5864091088353635
earthquake_m6_0,Aguada,West,34849.75310531705,35062.05450983974,-212.30140452268824,-0.6055018951131583
earthquake_m6_0,Juncos,East,32710.494470709215,32915.56698267581,-205.0725119665949,-0.6230259137706153
earthquake_m6_0,Moca,West,34454.17131658914,34658.9063596762,-204.73504308705742,-0.5907140893668122
earthquake_m6_0,San Lorenzo,East,33294.84549265944,33488.35607665528,-193.51058399583417,-0.5778443813511955
earthquake_m6_0,Las Piedras,East,31006.65379017574,31198.15046721628,-191.49667704054082,-0.6138077872333164
earthquake_m6_0,Fajardo,East,27957.361102101924,28143.856192315958,-186.49509021403355,-0.6626493858540672
earthquake_m6_0,Salinas,South,22732.606117934025,22914.53450321169,-181.92838527766435,-0.7939431859380139
earthquake_m6_0,Naranjito,Central Mountains,26945.100461215174,27123.132363262972,-178.0319020477982,-0.6563840033791015
earthquake_m6_0,Cayey,Central Mountains,37924.56099341699,38102.48540123623,-177.92440781923506,-0.46696273470250405
earthquake_m6_0,Corozal,Central Mountains,31913.46960756467,32083.23820941755,-169.7686018528766,-0.5291504577709478
earthquake_m6_0,Villalba,South,19600.48685446433,19769.00328899523,-168.5164345309022,-0.8524275709170926
earthquake_m6_0,Hatillo,North,35483.10553786869,35650.47867560583,-167.37313773714413,-0.4694835636293174
earthquake_m6_0,Dorado,North,33178.06709596532,33340.7663419366,-162.6992459712783,-0.48798892113836123
earthquake_m6_0,Cidra,Central Mountains,36677.505472019024,36839.569658490356,-162.0641864713325,-0.43991878291114034
earthquake_m6_0,San Germán,West,29286.08863184281,29445.83651869132,-159.74788684851228,-0.5425143440808998
earthquake_m6_0,Manatí,North,36230.907216930544,36389.54838612415,-158.64116919360822,-0.4359525639348147
earthquake_m6_0,Yabucoa,East,26197.32498837007,26354.908559677267,-157.58357130719742,-0.5979287347947723
earthquake_m6_0,Peñuelas,South,18107.700856423486,18262.70030517054,-154.99944874705398,-0.8487214166416042
earthquake_m6_0,Santa Isabel,South,18030.88487311817,18182.450456683262,-151.5655835650905,-0.8335817217056134
earthquake_m6_0,Barranquitas,Central Mountains,26945.25776413548,27084.886572337047,-139.62880820156715,-0.5155229571615634
earthquake_m6_0,Utuado,Central Mountains,25833.26343845866,25963.929482284104,-130.66604382544392,-0.5032598933632173
earthquake_m6_0,Aibonito,Central Mountains,22737.363290734873,22867.330605295763,-129.96731456089037,-0.5683536780230558
earthquake_m6_0,Morovis,Central Mountains,26450.730825601175,26579.612252060244,-128.8814264590692,-0.4848882866945484
earthquake_m6_0,Lares,Central Mountains,25904.10649424282,26031.482171387048,-127.37567714422767,-0.48931396339865285
earthquake_m6_0,Añasco,West,23313.745814255482,23440.507747586067,-126.76193333058472,-0.5407815167469605
