municipio,region,year,total_population,policy_package,predicted_target,baseline_predicted_target,delta_vs_baseline_target_units,approx_retained_residents
Cabo Rojo,West,2024,46876.0,jobs_push,-0.6841652466560749,-0.9788287345264305,0.29466348787035557,138.1264565741079
Caguas,East,2024,125586.0,jobs_push,-0.9835865856153252,-1.278250073485681,0.2946634878703558,370.05608787686504
Camuy,North,2024,32734.0,jobs_push,-0.6257005441352732,-0.9203640320056288,0.29466348787035557,96.4551461194822
Canovanas,East,2024,41816.0,jobs_push,-0.9550201559103745,-1.2496836437807302,0.2946634878703557,123.21648408786793
Carolina,Metro,2024,152204.0,jobs_push,-1.1231376144999488,-1.4178011023703043,0.29466348787035557,448.489615078196
Catano,Metro,2024,22467.0,jobs_push,-1.6683824803700986,-1.9630459682404542,0.29466348787035557,66.20204581983279
Cayey,Central Mountains,2024,40917.0,jobs_push,-1.166791278952279,-1.4614547668226348,0.2946634878703558,120.56745933191348
Ceiba,East,2024,10995.0,jobs_push,-1.5886933464211381,-1.8833568342914937,0.29466348787035557,32.39825049134559
Ciales,Central Mountains,2024,16805.0,jobs_push,-0.8828655744617022,-1.1775290623320578,0.29466348787035557,49.518199136613255
Cidra,Central Mountains,2024,39643.0,jobs_push,-0.7838305387237194,-1.0784940265940748,0.29466348787035535,116.81344649644497
Coamo,South,2024,33998.0,jobs_push,-1.2522372164020295,-1.5469007042723855,0.294663487870356,100.17969260616364
Comerio,Central Mountains,2024,18711.0,jobs_push,-0.8112924779873487,-1.1059559658577043,0.29466348787035557,55.13448521542223
Corozal,Central Mountains,2024,34444.0,jobs_push,-0.6366919627427527,-0.9313554506131083,0.29466348787035557,101.49389176206527
Culebra,East,2024,1387.0,jobs_push,1.7854066480328636,1.4907431601625067,0.2946634878703569,4.086982576761851
Dorado,North,2024,35810.0,jobs_push,-0.5434185290294774,-0.838082016899833,0.29466348787035557,105.51899500637433
Fajardo,East,2024,31489.0,jobs_push,-1.251792751460121,-1.5464562393304762,0.2946634878703551,92.78658569549613
Florida,North,2024,11532.0,jobs_push,-0.8958794287834226,-1.1905429166537786,0.294663487870356,33.980593421209456
Guanica,West,2024,12855.0,jobs_push,-3.131672631934877,-3.4263361198052333,0.29466348787035646,37.87899136573432
Guayama,South,2024,35298.0,jobs_push,-1.8553263272898772,-2.1499898151602332,0.294663487870356,104.01031794847826
Guayanilla,South,2024,17141.0,jobs_push,-1.816811364291821,-2.1114748521621767,0.29466348787035557,50.508268455857646
Guaynabo,Metro,2024,89378.0,jobs_push,-0.6890509143912358,-0.9837144022615913,0.29466348787035557,263.3643321887664
Gurabo,East,2024,40228.0,jobs_push,-0.8551799342485642,-1.1498434221189198,0.29466348787035557,118.53722790048664
Hatillo,North,2024,38157.0,jobs_push,-0.7781462106795609,-1.0728096985499167,0.2946634878703558,112.43474706669166
Hormigueros,West,2024,15441.0,jobs_push,-0.9039594172045196,-1.1986229050748753,0.2946634878703558,45.49898916206164
Humacao,East,2024,50100.0,jobs_push,-1.0986214063364832,-1.3932848942068388,0.29466348787035557,147.62640742304814
Isabela,West,2024,42890.0,jobs_push,-0.5380818820273989,-0.8327453698977545,0.29466348787035557,126.38116994759551
Jayuya,Central Mountains,2024,14566.0,jobs_push,-1.0606475422171682,-1.3553110300875235,0.29466348787035535,42.920683643195964
Juana Diaz,South,2024,46156.0,jobs_push,-0.7734969878138886,-1.0681604756842442,0.29466348787035557,136.0048794614413
Juncos,East,2024,36829.0,jobs_push,-0.6851422921269439,-0.9798057799972995,0.29466348787035557,108.52161594777326
Lajas,West,2024,23035.0,jobs_push,-0.920152522655264,-1.2148160105256196,0.29466348787035557,67.8757344309364
Lares,Central Mountains,2024,27855.0,jobs_push,-0.8482199073682299,-1.142883395238585,0.2946634878703551,82.07851454628742
Las Marias,West,2024,8744.0,jobs_push,-1.0368805123962168,-1.3315440002665724,0.29466348787035557,25.76537537938389
Las Piedras,East,2024,34951.0,jobs_push,-0.739000835035158,-1.0336643229055134,0.29466348787035535,102.9878356455679
Loiza,East,2024,22768.0,jobs_push,-2.028446439984928,-2.323109927855284,0.294663487870356,67.08898291832266
Luquillo,East,2024,17532.0,jobs_push,-0.9978695156561165,-1.2925330035264722,0.2946634878703557,51.660402693430754
Manati,North,2024,38943.0,jobs_push,-1.000670101014254,-1.2953335888846096,0.29466348787035557,114.75080208135257
Maricao,West,2024,4988.0,jobs_push,-2.3905517024471656,-2.685215190317521,0.29466348787035557,14.697814774973336
Maunabo,East,2024,10399.0,jobs_push,-1.2088973348210565,-1.5035608226914126,0.294663487870356,30.64205610363832
Mayaguez,West,2024,70828.0,jobs_push,-1.6818953314425074,-1.9765588193128631,0.2946634878703558,208.7042551888156
Moca,West,2024,37424.0,jobs_push,-0.5721180666700929,-0.8667815545404485,0.29466348787035557,110.27486370060187
Morovis,Central Mountains,2024,28397.0,jobs_push,-0.9499235509643383,-1.2445870388346936,0.29466348787035523,83.67559065054478
Naguabo,East,2024,23054.0,jobs_push,-1.0313820805470628,-1.3260455684174184,0.29466348787035557,67.93172049363177
Naranjito,Central Mountains,2024,29310.0,jobs_push,-0.38395001933181727,-0.6786135072021733,0.294663487870356,86.36586829480134
Orocovis,Central Mountains,2024,21309.0,jobs_push,-0.7331941198142451,-1.0278576076846007,0.29466348787035557,62.78984263029407
Patillas,South,2024,15563.0,jobs_push,-1.5201644009348263,-1.8148278888051819,0.29466348787035557,45.85847861726344
Penuelas,South,2024,19853.0,jobs_push,-1.5251012360250609,-1.8197647238954164,0.29466348787035557,58.49954224690169
Ponce,South,2024,132760.0,jobs_push,-1.7602438907232925,-2.054907378593648,0.29466348787035557,391.19524649668404
Quebradillas,North,2024,23409.0,jobs_push,-0.8256374766515364,-1.1203009645218918,0.29466348787035535,68.97777587557148
Rincon,West,2024,15378.0,jobs_push,-0.03611052822334915,-0.3307740160937047,0.29466348787035557,45.31335116470328
Rio Grande,East,2024,46051.0,jobs_push,-1.285852199692167,-1.5805156875625228,0.2946634878703558,135.69548279917754
Sabana Grande,West,2024,22407.0,jobs_push,-1.0094799585957945,-1.3041434464661499,0.29466348787035535,66.02524772711052
Salinas,South,2024,25079.0,jobs_push,-1.5211182078480852,-1.815781695718441,0.2946634878703558,73.89865612300653
San German,West,2024,31305.0,jobs_push,-1.1017188952027857,-1.3963823830731406,0.2946634878703549,92.2444048778146
San Juan,Metro,2024,336160.0,jobs_push,-1.1941871369752282,-1.4888506248455833,0.2946634878703551,990.5407808249859
San Lorenzo,East,2024,37431.0,jobs_push,-0.7437926057397424,-1.0384560936100977,0.29466348787035535,110.29549014475272
San Sebastian,West,2024,39088.0,jobs_push,-0.7289838646922095,-1.0236473525625656,0.294663487870356,115.17806413876475
Santa Isabel,South,2024,19903.0,jobs_push,-1.176060135600146,-1.470723623470502,0.2946634878703558,58.646873990836916
Toa Alta,Metro,2024,66320.0,jobs_push,-0.8041000921942347,-1.09876358006459,0.29466348787035535,195.42082515561967
Toa Baja,Metro,2024,73039.0,jobs_push,-1.5914129349698543,-1.8860764228402098,0.29466348787035557,215.21926490562902
Trujillo Alto,Metro,2024,67088.0,jobs_push,-0.8520872321666502,-1.1467507200370048,0.2946634878703547,197.68384074246353
Utuado,Central Mountains,2024,27621.0,jobs_push,-1.3802204131440448,-1.6748839010144003,0.29466348787035557,81.38900198467091
Vega Alta,North,2024,34921.0,jobs_push,-0.9885462041468525,-1.2832096920172082,0.2946634878703558,102.89943659920695
Vega Baja,North,2024,53892.0,jobs_push,-0.8474220191677639,-1.1420855070381195,0.29466348787035557,158.80004688309202
Vieques,East,2024,8078.0,jobs_push,-1.165162407244344,-1.4598258951146998,0.2946634878703558,23.80291655016734
Villalba,South,2024,21556.0,jobs_push,-1.421649647751236,-1.7163131356215915,0.29466348787035557,63.51766144533385
Yabucoa,East,2024,29400.0,jobs_push,-1.8015831887904654,-2.096246676660821,0.29466348787035557,86.63106543388454
Yauco,South,2024,32993.0,jobs_push,-1.803964967146174,-2.09862845501653,0.294663487870356,97.21832455306655
Adjuntas,Central Mountains,2024,17960.0,public_safety,-0.7005552383895934,-0.9024586516057509,0.20190341321615746,36.26185301362188
Aguada,West,2024,37758.0,public_safety,-0.9372510746396308,-1.1391544878557884,0.20190341321615768,76.23469076215682
Aguadilla,West,2024,54137.0,public_safety,-1.1741609045779178,-1.3760643177940752,0.20190341321615746,109.30445081283116
Aguas Buenas,Central Mountains,2024,23614.0,public_safety,-1.5327186166557936,-1.7346220298719508,0.20190341321615723,47.67747199686337
Aibonito,Central Mountains,2024,24636.0,public_safety,-0.5637204020176132,-0.7656238152337702,0.201903413216157,49.74092487993244
Anasco,West,2024,25094.0,public_safety,-1.2753393477688046,-1.477242760984962,0.20190341321615746,50.66564251246255
Arecibo,North,2024,86467.0,public_safety,-1.0720810096360516,-1.273984422852209,0.20190341321615746,174.57982430561486
Arroyo,South,2024,15341.0,public_safety,-1.8276408655374803,-2.0295442787536384,0.20190341321615812,30.974002621490822
Barceloneta,North,2024,22494.0,public_safety,-0.8264359492492581,-1.0283393624654158,0.20190341321615768,45.416153768842506
Barranquitas,Central Mountains,2024,29054.0,public_safety,-0.4780250963789163,-0.6799285095950736,0.20190341321615723,58.66101767582232
Bayamon,Metro,2024,182469.0,public_safety,-1.1339670115625677,-1.3358704247787252,0.20190341321615746,368.4111390613903
Cabo Rojo,West,2024,46876.0,public_safety,-0.7769253213102729,-0.9788287345264305,0.20190341321615757,94.64424397920602
Caguas,East,2024,125586.0,public_safety,-1.0763466602695233,-1.278250073485681,0.20190341321615768,253.56242052164376
Camuy,North,2024,32734.0,public_safety,-0.7184606187894709,-0.9203640320056288,0.2019034132161579,66.09106328217712
Canovanas,East,2024,41816.0,public_safety,-1.0477802305645723,-1.2496836437807302,0.2019034132161579,84.42793127046858
Carolina,Metro,2024,152204.0,public_safety,-1.2158976891541466,-1.4178011023703043,0.20190341321615768,307.3050710515206
Catano,Metro,2024,22467.0,public_safety,-1.7611425550242967,-1.9630459682404542,0.20190341321615746,45.36163984727409
Cayey,Central Mountains,2024,40917.0,public_safety,-1.259551353606477,-1.4614547668226348,0.20190341321615768,82.61281958565523
Ceiba,East,2024,10995.0,public_safety,-1.681453421075336,-1.8833568342914937,0.20190341321615768,22.199280283116536
Ciales,Central Mountains,2024,16805.0,public_safety,-0.9756256491158999,-1.1775290623320578,0.2019034132161579,33.92986859097533
Cidra,Central Mountains,2024,39643.0,public_safety,-0.876590613377918,-1.0784940265940748,0.2019034132161568,80.04057010128103
Coamo,South,2024,33998.0,public_safety,-1.3449972910562278,-1.5469007042723855,0.20190341321615768,68.64312242522928
Comerio,Central Mountains,2024,18711.0,public_safety,-0.9040525526415468,-1.1059559658577043,0.20190341321615746,37.77814764687522
Corozal,Central Mountains,2024,34444.0,public_safety,-0.7294520373969509,-0.9313554506131083,0.20190341321615746,69.54361164817327
Culebra,East,2024,1387.0,public_safety,1.692646573378665,1.4907431601625067,0.20190341321615835,2.8004003413081167
Dorado,North,2024,35810.0,public_safety,-0.6361786036836755,-0.838082016899833,0.20190341321615746,72.30161227270598
Fajardo,East,2024,31489.0,public_safety,-1.3445528261143191,-1.5464562393304762,0.201903413216157,63.577365787635685
Florida,North,2024,11532.0,public_safety,-0.988639503437621,-1.1905429166537786,0.20190341321615768,23.283501612087303
Guanica,West,2024,12855.0,public_safety,-3.2244327065890754,-3.4263361198052333,0.2019034132161579,25.954683768937095
Guayama,South,2024,35298.0,public_safety,-1.948086401944076,-2.1499898151602332,0.20190341321615723,71.26786679703918
Guayanilla,South,2024,17141.0,public_safety,-1.9095714389460192,-2.1114748521621767,0.20190341321615746,34.60826405938155
Guaynabo,Metro,2024,89378.0,public_safety,-0.7818109890454339,-0.9837144022615913,0.20190341321615746,180.4572326643372
Gurabo,East,2024,40228.0,public_safety,-0.9479400089027623,-1.1498434221189198,0.20190341321615746,81.22170506859582
Hatillo,North,2024,38157.0,public_safety,-0.870906285333759,-1.0728096985499167,0.20190341321615768,77.04028538088929
Hormigueros,West,2024,15441.0,public_safety,-0.9967194918587176,-1.1986229050748753,0.2019034132161578,31.175906034706927
Humacao,East,2024,50100.0,public_safety,-1.1913814809906813,-1.3932848942068388,0.20190341321615746,101.15361002129488
Isabela,West,2024,42890.0,public_safety,-0.630841956681597,-0.8327453698977545,0.20190341321615746,86.59637392840993
Jayuya,Central Mountains,2024,14566.0,public_safety,-1.1534076168713658,-1.3553110300875235,0.20190341321615768,29.409251169065527
Juana Diaz,South,2024,46156.0,public_safety,-0.866257062468087,-1.0681604756842442,0.20190341321615723,93.19053940404953
Juncos,East,2024,36829.0,public_safety,-0.7779023667811418,-0.9798057799972995,0.20190341321615768,74.3590080533787
Lajas,West,2024,23035.0,public_safety,-1.0129125973094621,-1.2148160105256196,0.20190341321615746,46.50845123434187
Lares,Central Mountains,2024,27855.0,public_safety,-0.9409799820224272,-1.142883395238585,0.2019034132161579,56.24019575136078
Las Marias,West,2024,8744.0,public_safety,-1.1296405870504145,-1.3315440002665724,0.2019034132161579,17.654434451620844
Las Piedras,East,2024,34951.0,public_safety,-0.8317609096893556,-1.0336643229055134,0.2019034132161578,70.56726195317931
Loiza,East,2024,22768.0,public_safety,-2.121206514639126,-2.323109927855284,0.2019034132161579,45.969369121054825
Luquillo,East,2024,17532.0,public_safety,-1.0906295903103145,-1.2925330035264722,0.20190341321615768,35.39770640505676
Manati,North,2024,38943.0,public_safety,-1.0934301756684521,-1.2953335888846096,0.20190341321615746,78.6272462087682
Maricao,West,2024,4988.0,public_safety,-2.483311777101364,-2.685215190317521,0.201903413216157,10.070942251221911
Maunabo,East,2024,10399.0,public_safety,-1.3016574094752549,-1.5035608226914126,0.20190341321615768,20.995935940348236
Mayaguez,West,2024,70828.0,public_safety,-1.7746554060967052,-1.9765588193128631,0.2019034132161579,143.0041495127403
Moca,West,2024,37424.0,public_safety,-0.6648781413242915,-0.8667815545404485,0.201903413216157,75.5603333620146
Morovis,Central Mountains,2024,28397.0,public_safety,-1.042683625618536,-1.2445870388346936,0.20190341321615768,57.33451225099229
Naguabo,East,2024,23054.0,public_safety,-1.1241421552012614,-1.3260455684174184,0.201903413216157,46.54681288285284
Naranjito,Central Mountains,2024,29310.0,public_safety,-0.4767100939860158,-0.6786135072021733,0.20190341321615746,59.177890413655746
Orocovis,Central Mountains,2024,21309.0,public_safety,-0.8259541944684432,-1.0278576076846007,0.20190341321615746,43.02359832223099
Patillas,South,2024,15563.0,public_safety,-1.6129244755890242,-1.8148278888051819,0.20190341321615768,31.422228198830616
Penuelas,South,2024,19853.0,public_safety,-1.617861310679259,-1.8197647238954164,0.20190341321615746,40.08388462580374
Ponce,South,2024,132760.0,public_safety,-1.8530039653774906,-2.054907378593648,0.20190341321615746,268.04697138577063
Quebradillas,North,2024,23409.0,public_safety,-0.9183975513057341,-1.1203009645218918,0.20190341321615768,47.26356999977035
Rincon,West,2024,15378.0,public_safety,-0.1288706028775477,-0.3307740160937047,0.201903413216157,31.048706884380625
Rio Grande,East,2024,46051.0,public_safety,-1.3786122743463651,-1.5805156875625228,0.20190341321615768,92.97854082017277
Sabana Grande,West,2024,22407.0,public_safety,-1.1022400332499926,-1.3041434464661499,0.20190341321615723,45.240497799344354
Salinas,South,2024,25079.0,public_safety,-1.613878282502283,-1.815781695718441,0.2019034132161579,50.635357000480234
San German,West,2024,31305.0,public_safety,-1.1944789698569833,-1.3963823830731406,0.20190341321615723,63.20586350731802
San Juan,Metro,2024,336160.0,public_safety,-1.2869472116294258,-1.4888506248455833,0.20190341321615746,678.7185138674349
San Lorenzo,East,2024,37431.0,public_safety,-0.8365526803939403,-1.0384560936100977,0.20190341321615746,75.5744666009399
San Sebastian,West,2024,39088.0,public_safety,-0.8217439393464081,-1.0236473525625656,0.20190341321615746,78.92000615793162
Santa Isabel,South,2024,19903.0,public_safety,-1.268820210254344,-1.470723623470502,0.2019034132161579,40.184836332411905
Toa Alta,Metro,2024,66320.0,public_safety,-0.8968601668484324,-1.09876358006459,0.20190341321615768,133.90234364495578
Toa Baja,Metro,2024,73039.0,public_safety,-1.6841730096240524,-1.8860764228402098,0.20190341321615746,147.46823397894923
Trujillo Alto,Metro,2024,67088.0,public_safety,-0.9448473068208478,-1.1467507200370048,0.201903413216157,135.4529618584554
Utuado,Central Mountains,2024,27621.0,public_safety,-1.472980487798243,-1.6748839010144003,0.20190341321615723,55.76774176443479
Vega Alta,North,2024,34921.0,public_safety,-1.0813062788010506,-1.2832096920172082,0.20190341321615768,70.50669092921441
Vega Baja,North,2024,53892.0,public_safety,-0.940182093821962,-1.1420855070381195,0.20190341321615746,108.80978745045157
Vieques,East,2024,8078.0,public_safety,-1.2579224818985422,-1.4598258951146998,0.20190341321615768,16.309757719601215
Villalba,South,2024,21556.0,public_safety,-1.514409722405434,-1.7163131356215915,0.20190341321615746,43.5222997528749
Yabucoa,East,2024,29400.0,public_safety,-1.894343263444663,-2.096246676660821,0.2019034132161579,59.359603485550416
Yauco,South,2024,32993.0,public_safety,-1.8967250418003723,-2.09862845501653,0.20190341321615768,66.6139931224069
Adjuntas,Central Mountains,2024,17960.0,resilience_and_vulnerability,-0.7256605588835376,-0.9024586516057509,0.17679809272221325,31.7529374529095
Aguada,West,2024,37758.0,resilience_and_vulnerability,-0.9623563951335752,-1.1391544878557884,0.17679809272221325,66.75542385005328
Aguadilla,West,2024,54137.0,resilience_and_vulnerability,-1.1992662250718615,-1.3760643177940752,0.1767980927222137,95.71318345702483
Aguas Buenas,Central Mountains,2024,23614.0,resilience_and_vulnerability,-1.5578239371497375,-1.7346220298719508,0.17679809272221325,41.74910161542344
Aibonito,Central Mountains,2024,24636.0,resilience_and_vulnerability,-0.5888257225115574,-0.7656238152337702,0.1767980927222128,43.55597812304435
Anasco,West,2024,25094.0,resilience_and_vulnerability,-1.3004446682627488,-1.477242760984962,0.17679809272221325,44.3657133877122
Arecibo,North,2024,86467.0,resilience_and_vulnerability,-1.0971863301299958,-1.273984422852209,0.17679809272221325,152.87200683411615
Arroyo,South,2024,15341.0,resilience_and_vulnerability,-1.852746186031425,-2.0295442787536384,0.17679809272221347,27.12259540451477
Barceloneta,North,2024,22494.0,resilience_and_vulnerability,-0.8515412697432023,-1.0283393624654158,0.17679809272221347,39.7689629769347
Barranquitas,Central Mountains,2024,29054.0,resilience_and_vulnerability,-0.5031304168728603,-0.6799285095950736,0.17679809272221325,51.36691785951184
Bayamon,Metro,2024,182469.0,resilience_and_vulnerability,-1.1590723320565115,-1.3358704247787252,0.1767980927222137,322.6017118092961
Cabo Rojo,West,2024,46876.0,resilience_and_vulnerability,-0.802030641804217,-0.9788287345264305,0.17679809272221347,82.87587394446479
Caguas,East,2024,125586.0,resilience_and_vulnerability,-1.1014519807634677,-1.278250073485681,0.17679809272221325,222.03365272611873
Camuy,North,2024,32734.0,resilience_and_vulnerability,-0.743565939283416,-0.9203640320056288,0.1767980927222128,57.87308767168914
Canovanas,East,2024,41816.0,resilience_and_vulnerability,-1.0728855510585165,-1.2496836437807302,0.1767980927222137,73.92989045272088
Carolina,Metro,2024,152204.0,resilience_and_vulnerability,-1.2410030096480906,-1.4178011023703043,0.1767980927222137,269.0937690469181
Catano,Metro,2024,22467.0,resilience_and_vulnerability,-1.786247875518241,-1.9630459682404542,0.17679809272221325,39.721227491899654
Cayey,Central Mountains,2024,40917.0,resilience_and_vulnerability,-1.2846566741004213,-1.4614547668226348,0.17679809272221347,72.34047559914809
Ceiba,East,2024,10995.0,resilience_and_vulnerability,-1.7065587415692802,-1.8833568342914937,0.17679809272221347,19.43895029480737
Ciales,Central Mountains,2024,16805.0,resilience_and_vulnerability,-1.0007309696098436,-1.1775290623320578,0.17679809272221414,29.710919481968087
Cidra,Central Mountains,2024,39643.0,resilience_and_vulnerability,-0.901695933871862,-1.0784940265940748,0.1767980927222128,70.08806789786682
Coamo,South,2024,33998.0,resilience_and_vulnerability,-1.3701026115501718,-1.5469007042723855,0.1767980927222137,60.10781556369821
Comerio,Central Mountains,2024,18711.0,resilience_and_vulnerability,-0.9291578731354909,-1.1059559658577043,0.17679809272221336,33.080691129253346
Corozal,Central Mountains,2024,34444.0,resilience_and_vulnerability,-0.7545573578908951,-0.9313554506131083,0.17679809272221325,60.896335057239135
Culebra,East,2024,1387.0,resilience_and_vulnerability,1.6675412528847204,1.4907431601625067,0.1767980927222137,2.4521895460571037
Dorado,North,2024,35810.0,resilience_and_vulnerability,-0.6612839241776196,-0.838082016899833,0.17679809272221336,63.31139700382461
Fajardo,East,2024,31489.0,resilience_and_vulnerability,-1.369658146608263,-1.5464562393304762,0.17679809272221325,55.671951417297734
Florida,North,2024,11532.0,resilience_and_vulnerability,-1.0137448239315652,-1.1905429166537786,0.17679809272221347,20.38835605272566
Guanica,West,2024,12855.0,resilience_and_vulnerability,-3.2495380270830196,-3.4263361198052333,0.1767980927222137,22.72739481944057
Guayama,South,2024,35298.0,resilience_and_vulnerability,-1.9731917224380198,-2.1499898151602332,0.17679809272221347,62.40619076908691
Guayanilla,South,2024,17141.0,resilience_and_vulnerability,-1.9346767594399634,-2.1114748521621767,0.17679809272221325,30.304961073514573
Guaynabo,Metro,2024,89378.0,resilience_and_vulnerability,-0.8069163095393777,-0.9837144022615913,0.1767980927222137,158.01859931326015
Gurabo,East,2024,40228.0,resilience_and_vulnerability,-0.9730453293967074,-1.1498434221189198,0.17679809272221236,71.12233674029159
Hatillo,North,2024,38157.0,resilience_and_vulnerability,-0.8960116058277032,-1.0728096985499167,0.17679809272221347,67.460848240015
Hormigueros,West,2024,15441.0,resilience_and_vulnerability,-1.0218248123526619,-1.1986229050748753,0.17679809272221347,27.29939349723698
Humacao,East,2024,50100.0,resilience_and_vulnerability,-1.2164868014846255,-1.3932848942068388,0.17679809272221325,88.57584445382884
Isabela,West,2024,42890.0,resilience_and_vulnerability,-0.6559472771755404,-0.8327453698977545,0.17679809272221414,75.82870196855765
Jayuya,Central Mountains,2024,14566.0,resilience_and_vulnerability,-1.1785129373653103,-1.3553110300875235,0.17679809272221325,25.752410185917583
Juana Diaz,South,2024,46156.0,resilience_and_vulnerability,-0.8913623829620307,-1.0681604756842442,0.17679809272221347,81.60292767686485
Juncos,East,2024,36829.0,resilience_and_vulnerability,-0.803007687275086,-0.9798057799972995,0.17679809272221347,65.112969568664
Lajas,West,2024,23035.0,resilience_and_vulnerability,-1.038017917803406,-1.2148160105256196,0.1767980927222137,40.72544065856192
Lares,Central Mountains,2024,27855.0,resilience_and_vulnerability,-0.9660853025163714,-1.142883395238585,0.1767980927222137,49.24710872777263
Las Marias,West,2024,8744.0,resilience_and_vulnerability,-1.1547459075443587,-1.3315440002665724,0.1767980927222137,15.459225227630364
Las Piedras,East,2024,34951.0,resilience_and_vulnerability,-0.8568662301832999,-1.0336643229055134,0.17679809272221347,61.792701387340834
Loiza,East,2024,22768.0,resilience_and_vulnerability,-2.14631183513307,-2.323109927855284,0.1767980927222137,40.25338975099361
Luquillo,East,2024,17532.0,resilience_and_vulnerability,-1.115734910804259,-1.2925330035264722,0.17679809272221325,30.996241616058427
