scenario,seconds
baseline,14.654074668884277
hurricane_cat1,16.275370836257935
hurricane_cat2,15.84956169128418
hurricane_cat3,15.337668895721436
hurricane_cat4,15.549317836761475
hurricane_cat5_maria_like,15.77461314201355
earthquake_m6_0,15.721569061279297
earthquake_m6_5,15.148495197296143
earthquake_m6_8,14.944070816040039
earthquake_m7_2,15.0211021900177
earthquake_m7_5,15.033063173294067
