year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe
2015,Aguadilla Municipio,72005,57973.0,0.0,46796.0,158.0,27386.0,277.0,23.2,2.4,40.8,1.7,17267.0,23458.32,932.0,237.0,39645.0,26.5,10505.0,604.438582487915,24.2,6965.0,331.0,111.0,831.0,5.6,0.8
2015,Aguas Buenas Municipio,72007,27693.0,0.0,22168.0,128.0,10752.0,158.0,24.6,3.8,38.6,2.7,14824.0,20139.35,1256.0,237.0,18577.0,31.4,5828.0,559.0939098219546,14.3,2184.0,35.0,39.0,131.0,5.3,1.3
2015,Aibonito Municipio,72009,24829.0,0.0,20025.0,92.0,9986.0,178.0,6.0,2.4,31.4,2.2,17307.0,23512.66,1385.0,237.0,16827.0,32.5,5464.0,431.335136523794,20.6,2770.0,25.0,27.0,266.0,2.9,0.8
2015,Arecibo Municipio,72013,92511.0,0.0,75485.0,178.0,41472.0,383.0,17.7,1.8,37.9,1.3,16485.0,22395.92,796.0,237.0,63509.0,29.3,18577.0,915.9721611490165,21.8,10521.0,553.0,262.0,1001.0,6.2,0.9
2015,Arroyo Municipio,72015,19018.0,0.0,14936.0,74.0,8564.0,176.0,22.9,4.8,34.7,3.3,15298.0,20783.31,1594.0,237.0,12444.0,33.9,4216.0,488.8783079663077,16.7,1619.0,20.0,32.0,70.0,4.1,1.3
2015,Añasco Municipio,72011,28579.0,0.0,23252.0,110.0,12368.0,187.0,15.0,3.3,41.9,2.0,17386.0,23619.99,1240.0,237.0,19560.0,33.5,6562.0,538.0009293672271,15.7,2441.0,144.0,117.0,234.0,2.6,0.7
2015,Barceloneta Municipio,72017,24775.0,0.0,19594.0,124.0,9845.0,231.0,17.1,3.9,33.2,2.4,15212.0,20666.47,1492.0,237.0,16469.0,33.5,5517.0,507.0078894849665,15.8,2147.0,51.0,59.0,258.0,5.5,1.7
2015,Barranquitas Municipio,72019,29805.0,0.0,23036.0,149.0,11080.0,195.0,6.8,2.4,29.1,2.3,14331.0,19469.58,1296.0,237.0,18669.0,30.3,5648.0,526.5557900165945,18.9,2879.0,22.0,24.0,214.0,3.1,1.2
2015,Bayamón Municipio,72021,197287.0,0.0,161158.0,263.0,83980.0,456.0,16.1,0.8,50.9,0.6,24430.0,33189.71,726.0,237.0,136083.0,23.3,31677.0,980.9286416452524,27.9,28125.0,987.0,172.0,3057.0,6.9,0.6
2015,Cabo Rojo Municipio,72023,50380.0,0.0,40864.0,161.0,29661.0,332.0,11.8,2.1,34.5,1.6,16499.0,22414.94,1125.0,237.0,34910.0,25.4,8874.0,815.0122698462889,24.5,6638.0,604.0,211.0,524.0,5.6,1.1
2015,Caguas Municipio,72025,138262.0,0.0,111045.0,292.0,58254.0,435.0,15.9,1.3,51.5,1.0,23769.0,32291.7,980.0,237.0,93708.0,26.2,24535.0,1147.299437810374,29.4,19269.0,1335.0,317.0,2413.0,6.9,0.6
2015,Camuy Municipio,72027,33949.0,0.0,27411.0,131.0,14076.0,176.0,21.4,3.2,41.3,1.9,17532.0,23818.34,1282.0,237.0,22942.0,26.4,6055.0,536.478331342469,20.5,3632.0,131.0,76.0,249.0,5.3,1.1
2015,Canóvanas Municipio,72029,47432.0,0.0,37164.0,156.0,17901.0,268.0,22.6,2.3,51.4,1.8,20023.0,27202.52,1322.0,237.0,30926.0,29.8,9225.0,746.6357880519791,20.5,4839.0,198.0,74.0,364.0,10.9,1.4
2015,Carolina Municipio,72031,168114.0,0.0,137045.0,265.0,77446.0,445.0,14.5,1.0,54.7,0.7,27969.0,37997.67,809.0,237.0,115341.0,25.5,29437.0,1047.7638092623738,29.6,24302.0,1265.0,270.0,1942.0,8.7,0.6
2015,Cataño Municipio,72033,26680.0,0.0,21179.0,83.0,10890.0,128.0,30.8,3.3,53.8,1.8,18326.0,24897.04,1671.0,237.0,17528.0,29.2,5112.0,403.98267289575676,21.0,2653.0,79.0,53.0,329.0,7.5,1.3
2015,Cayey Municipio,72035,46647.0,0.0,37629.0,166.0,19938.0,215.0,12.8,1.7,48.3,1.4,20751.0,28191.56,1025.0,237.0,31676.0,31.9,10092.0,650.7995082972943,22.7,4971.0,210.0,98.0,477.0,7.2,1.1
2015,Ceiba Municipio,72037,12810.0,0.0,10376.0,58.0,7453.0,155.0,12.2,3.4,41.0,3.1,20702.0,28124.99,2319.0,237.0,8655.0,32.7,2832.0,308.76852171165376,18.7,1061.0,17.0,19.0,90.0,6.0,2.1
2015,Ciales Municipio,72039,17928.0,0.0,14353.0,73.0,7421.0,110.0,17.7,4.3,29.4,2.5,12630.0,17158.66,1487.0,237.0,11896.0,30.6,3639.0,343.237527085836,13.0,1385.0,17.0,26.0,95.0,4.8,1.5
2015,Cidra Municipio,72041,42298.0,0.0,33640.0,124.0,16328.0,168.0,13.7,1.8,51.8,1.6,23315.0,31674.92,1332.0,237.0,28174.0,32.7,9208.0,545.2412310161438,22.6,4778.0,148.0,75.0,329.0,5.9,1.0
2015,Coamo Municipio,72043,40293.0,0.0,31992.0,96.0,16427.0,204.0,11.5,2.4,41.0,2.1,18233.0,24770.69,1038.0,237.0,26801.0,32.3,8657.0,614.7812619135362,21.0,4134.0,259.0,118.0,261.0,5.2,1.2
2015,Comerío Municipio,72045,20339.0,0.0,16189.0,99.0,7777.0,129.0,20.6,3.9,37.1,2.4,13124.0,17829.79,989.0,237.0,13398.0,31.4,4213.0,424.4066446228193,12.3,1230.0,19.0,30.0,95.0,4.9,1.5
2015,Corozal Municipio,72047,35975.0,0.0,28342.0,171.0,13144.0,222.0,23.1,3.7,36.7,2.5,15098.0,20511.6,1498.0,237.0,23521.0,29.7,6993.0,711.114618046908,14.9,2775.0,90.0,70.0,267.0,3.7,1.2
2015,Culebra Municipio,72049,1557.0,291.0,1268.0,225.0,1491.0,102.0,3.2,2.6,53.9,6.8,18649.0,25335.86,3197.0,237.0,1146.0,32.5,373.0,106.7379969832674,10.3,87.0,13.0,20.0,34.0,10.1,5.4
2015,Dorado Municipio,72051,38166.0,0.0,29871.0,127.0,15896.0,214.0,19.4,3.1,50.0,1.9,26947.0,36609.22,2351.0,237.0,25309.0,25.7,6507.0,566.0830327787612,29.9,5365.0,164.0,78.0,479.0,5.2,1.3
2015,Fajardo Municipio,72053,34720.0,0.0,27692.0,116.0,18641.0,248.0,25.1,2.8,51.9,1.8,19320.0,26247.45,1373.0,237.0,23086.0,33.0,7613.0,580.0499978450133,21.2,3895.0,131.0,93.0,504.0,6.8,1.4
2015,Florida Municipio,72054,12408.0,0.0,9798.0,138.0,4912.0,145.0,15.7,5.0,38.0,4.2,14994.0,20370.31,2823.0,237.0,8108.0,42.2,3425.0,369.4455304913026,10.3,787.0,33.0,51.0,53.0,4.0,1.5
2015,Guayama Municipio,72057,43700.0,0.0,34781.0,166.0,18742.0,255.0,17.4,3.7,33.8,2.0,15860.0,21546.82,846.0,237.0,28731.0,35.4,10176.0,733.3130300219682,18.7,4347.0,101.0,79.0,448.0,5.3,1.2
2015,Guayanilla Municipio,72059,20442.0,0.0,16164.0,79.0,8479.0,119.0,22.5,3.5,36.8,2.5,15067.0,20469.48,1440.0,237.0,13629.0,30.1,4107.0,342.23529917295207,18.9,2129.0,97.0,74.0,85.0,4.5,1.2
2015,Guaynabo Municipio,72061,93899.0,0.0,78001.0,168.0,40251.0,288.0,12.4,1.2,54.9,1.0,34719.0,47167.98,1821.0,237.0,66780.0,17.5,11704.0,764.0026177965623,45.1,18189.0,1218.0,268.0,2030.0,7.1,0.8
2015,Gurabo Municipio,72063,46765.0,0.0,36938.0,188.0,17512.0,245.0,13.4,2.4,54.8,2.1,29317.0,39829.02,3198.0,237.0,30999.0,23.2,7203.0,693.3577720051893,33.1,7077.0,511.0,251.0,330.0,6.1,1.4
2015,Guánica Municipio,72055,18207.0,0.0,14465.0,86.0,9305.0,136.0,27.2,4.2,36.3,2.8,13682.0,18587.87,1154.0,237.0,12295.0,35.5,4360.0,417.92941987852447,15.6,1453.0,63.0,61.0,90.0,6.2,1.7
2015,Hatillo Municipio,72065,41578.0,0.0,33484.0,169.0,16821.0,212.0,13.3,2.7,43.5,1.7,18687.0,25387.48,1258.0,237.0,28384.0,21.6,6140.0,591.186095912277,22.8,4760.0,271.0,143.0,503.0,5.9,1.2
2015,Hormigueros Municipio,72067,16845.0,0.0,13871.0,66.0,7559.0,148.0,22.6,3.8,45.6,2.4,20598.0,27983.7,1806.0,237.0,12109.0,31.7,3835.0,346.2080299473136,22.4,2069.0,94.0,49.0,162.0,5.3,1.3
2015,Humacao Municipio,72069,56384.0,0.0,45664.0,180.0,26730.0,323.0,13.8,2.2,40.2,1.7,19342.0,26277.34,1008.0,237.0,38454.0,30.6,11773.0,917.0561596761672,22.2,6003.0,414.0,158.0,759.0,4.8,1.0
2015,Isabela Municipio,72071,44438.0,0.0,35914.0,146.0,20400.0,259.0,20.3,2.6,36.5,1.7,15707.0,21338.96,825.0,237.0,30483.0,30.2,9202.0,648.3124246842721,19.4,4539.0,143.0,83.0,426.0,6.8,1.3
2015,Jayuya Municipio,72073,15890.0,0.0,12471.0,81.0,6249.0,146.0,31.7,4.5,40.0,3.0,16033.0,21781.85,2058.0,237.0,10122.0,36.6,3701.0,416.96522636785915,15.7,1200.0,58.0,64.0,97.0,1.6,0.8
2015,Juana Díaz Municipio,72075,49259.0,0.0,38672.0,142.0,19087.0,196.0,17.2,2.4,46.6,1.6,18609.0,25281.51,1065.0,237.0,31710.0,29.6,9375.0,512.1884418844298,21.7,5258.0,221.0,96.0,278.0,4.7,0.8
2015,Juncos Municipio,72077,40104.0,0.0,31411.0,159.0,15829.0,245.0,24.0,3.2,48.4,2.3,19141.0,26004.27,1378.0,237.0,26238.0,29.6,7765.0,704.6374954542229,22.5,4532.0,138.0,84.0,246.0,6.9,1.5
2015,Lajas Municipio,72079,24722.0,0.0,20180.0,127.0,12122.0,169.0,17.6,4.0,29.8,2.5,13215.0,17953.42,1389.0,237.0,17106.0,24.8,4241.0,449.20485304591267,15.2,1846.0,168.0,124.0,158.0,5.6,1.4
2015,Lares Municipio,72081,28727.0,0.0,23338.0,91.0,12178.0,194.0,35.2,3.9,41.1,1.9,11905.0,16173.7,937.0,237.0,19564.0,22.9,4476.0,360.25685281476603,18.2,2837.0,46.0,43.0,172.0,8.9,1.5
2015,Las Marías Municipio,72083,9306.0,0.0,7442.0,48.0,3905.0,116.0,4.6,2.8,34.9,3.4,13944.0,18943.81,2026.0,237.0,6189.0,26.7,1654.0,212.9530464679949,15.2,768.0,18.0,27.0,52.0,2.6,0.9
2015,Las Piedras Municipio,72085,38605.0,0.0,30733.0,146.0,15616.0,180.0,22.5,3.5,42.5,2.2,18838.0,25592.63,1703.0,237.0,25902.0,32.9,8525.0,664.9759394143521,18.1,3444.0,169.0,112.0,262.0,5.3,1.2
2015,Loíza Municipio,72087,28454.0,0.0,22394.0,105.0,11684.0,184.0,26.2,2.3,51.1,1.8,18718.0,25429.6,919.0,237.0,18269.0,38.0,6950.0,454.0704791108975,13.4,1937.0,44.0,38.0,87.0,10.4,1.4
2015,Luquillo Municipio,72089,19497.0,0.0,15580.0,91.0,10471.0,169.0,28.5,3.6,50.5,2.3,18170.0,24685.1,1620.0,237.0,13005.0,34.1,4435.0,389.991025537768,18.6,1893.0,54.0,48.0,149.0,7.3,1.5
2015,Manatí Municipio,72091,42167.0,0.0,33697.0,125.0,18904.0,348.0,18.9,2.7,41.3,1.4,18162.0,24674.24,1311.0,237.0,28252.0,26.5,7495.0,533.0938003766316,22.4,5137.0,178.0,75.0,627.0,8.7,1.2
2015,Maricao Municipio,72093,6315.0,291.0,5025.0,226.0,2571.0,109.0,10.7,5.7,33.4,4.9,12606.0,17126.06,2893.0,237.0,4233.0,35.6,1507.0,256.71969149249145,10.7,385.0,32.0,33.0,20.0,5.0,2.5
2015,Maunabo Municipio,72095,11701.0,0.0,9524.0,50.0,5286.0,121.0,27.9,6.7,35.8,3.7,19541.0,26547.7,2736.0,237.0,7965.0,25.7,2047.0,270.4958410031474,16.6,1074.0,2.0,4.0,49.0,4.1,1.7
2015,Mayagüez Municipio,72097,83418.0,0.0,69522.0,169.0,41452.0,297.0,22.9,2.0,39.3,1.5,14871.0,20203.2,747.0,237.0,54188.0,30.6,16562.0,843.3089588045416,21.5,7966.0,1071.0,262.0,1534.0,6.5,0.9
2015,Moca Municipio,72099,38815.0,0.0,30631.0,182.0,15683.0,303.0,23.0,3.6,39.2,2.1,14427.0,19600.0,984.0,237.0,25676.0,30.0,7705.0,646.0905509292022,19.1,3765.0,109.0,80.0,316.0,4.8,1.0
2015,Morovis Municipio,72101,32294.0,0.0,25339.0,132.0,11612.0,205.0,24.7,3.6,40.5,2.5,16536.0,22465.21,1655.0,237.0,20617.0,28.5,5874.0,522.8852646613786,16.3,2604.0,127.0,101.0,153.0,5.3,1.4
2015,Naguabo Municipio,72103,26804.0,0.0,21080.0,115.0,11555.0,225.0,10.9,3.6,39.1,2.4,18704.0,25410.58,1411.0,237.0,17420.0,28.2,4912.0,641.5177316333509,19.9,2897.0,45.0,57.0,127.0,4.0,1.3
2015,Naranjito Municipio,72105,29751.0,0.0,23827.0,114.0,10676.0,163.0,21.9,4.2,39.3,2.4,17423.0,23670.26,1787.0,237.0,19657.0,26.3,5169.0,491.51703937910435,16.0,2649.0,9.0,14.0,284.0,5.2,1.5
2015,Orocovis Municipio,72107,22595.0,0.0,17968.0,91.0,8485.0,163.0,31.2,5.2,36.8,2.1,14110.0,19169.34,1065.0,237.0,14470.0,31.8,4607.0,481.7146458226073,15.4,1860.0,17.0,24.0,148.0,2.4,0.7
2015,Patillas Municipio,72109,18441.0,0.0,14944.0,92.0,8838.0,129.0,27.5,5.1,35.8,3.1,13284.0,18047.16,1240.0,237.0,12532.0,31.1,3903.0,462.0660125999314,14.5,1381.0,70.0,73.0,92.0,4.7,1.9
2015,Peñuelas Municipio,72111,22770.0,0.0,17631.0,85.0,8861.0,125.0,26.1,3.9,41.7,2.3,15497.0,21053.66,1086.0,237.0,14435.0,31.2,4499.0,378.29221509304153,17.2,2060.0,75.0,53.0,133.0,3.3,0.8
2015,Ponce Municipio,72113,156054.0,0.0,124910.0,260.0,66939.0,446.0,20.0,1.1,41.8,1.0,16318.0,22169.04,538.0,237.0,103650.0,29.6,30720.0,924.7204983128686,25.2,18773.0,1668.0,291.0,2269.0,5.5,0.4
2015,Quebradillas Municipio,72115,25205.0,0.0,20154.0,132.0,10380.0,186.0,16.1,3.7,37.2,2.3,15806.0,21473.46,1397.0,237.0,16935.0,26.2,4436.0,470.87684164757985,19.7,2680.0,134.0,94.0,194.0,3.9,1.5
2015,Rincón Municipio,72117,14841.0,0.0,12226.0,81.0,9512.0,166.0,17.6,3.7,43.9,2.9,16755.0,22762.74,1214.0,237.0,10594.0,21.7,2301.0,333.2161460673837,20.7,1681.0,133.0,80.0,150.0,3.7,1.3
2015,Río Grande Municipio,72119,53029.0,0.0,42699.0,177.0,23311.0,280.0,23.9,2.5,52.5,1.7,22246.0,30222.61,1550.0,237.0,35636.0,31.3,11153.0,651.5596672600292,19.0,5077.0,220.0,129.0,329.0,6.8,0.9
2015,Sabana Grande Municipio,72121,24307.0,0.0,19616.0,106.0,10663.0,121.0,24.3,4.8,36.0,2.6,14795.0,20099.95,1705.0,237.0,16454.0,33.4,5494.0,537.2196943523198,20.1,2755.0,90.0,71.0,165.0,5.0,1.2
2015,Salinas Municipio,72123,30114.0,0.0,23693.0,157.0,13970.0,181.0,12.1,2.4,37.7,2.0,15240.0,20704.51,1454.0,237.0,19495.0,33.7,6571.0,472.521957161781,17.6,2477.0,112.0,94.0,174.0,6.3,1.5
2015,San Germán Municipio,72125,34125.0,0.0,27779.0,129.0,15530.0,252.0,6.8,1.7,34.0,1.7,14797.0,20102.67,1223.0,237.0,23215.0,30.2,7012.0,532.6631205555722,22.4,3743.0,318.0,100.0,358.0,4.3,1.0
2015,San Juan Municipio,72127,371400.0,0.0,305478.0,374.0,191797.0,676.0,15.8,0.7,51.8,0.5,21243.0,28859.97,510.0,237.0,258787.0,21.3,55120.0,1643.0596459045546,34.0,54252.0,4649.0,535.0,10784.0,10.7,0.4
2015,San Lorenzo Municipio,72129,39778.0,0.0,32046.0,156.0,16508.0,211.0,15.8,2.7,42.0,1.9,16538.0,22467.93,1217.0,237.0,26956.0,28.9,7779.0,544.3537452796664,18.4,3711.0,12.0,20.0,229.0,5.5,1.3
2015,San Sebastián Municipio,72131,40471.0,0.0,32519.0,140.0,17576.0,226.0,29.4,3.6,38.2,1.9,14345.0,19488.6,1273.0,237.0,27876.0,23.0,6424.0,683.5736975630352,18.0,4183.0,32.0,38.0,416.0,7.2,1.6
2015,Santa Isabel Municipio,72133,22913.0,0.0,17697.0,105.0,9316.0,136.0,12.2,3.1,44.5,2.8,15674.0,21294.13,2135.0,237.0,14540.0,31.3,4558.0,425.7933771208754,24.2,2518.0,77.0,55.0,153.0,7.0,1.8
2015,Toa Alta Municipio,72135,74603.0,0.0,58794.0,200.0,25715.0,285.0,15.7,1.9,54.0,1.5,29976.0,40724.31,1514.0,237.0,48098.0,24.5,11778.0,834.2865215260282,30.0,10907.0,387.0,196.0,341.0,7.3,1.0
2015,Toa Baja Municipio,72137,85242.0,0.0,68452.0,148.0,34673.0,389.0,19.0,1.6,54.2,1.1,23303.0,31658.61,983.0,237.0,57260.0,29.3,16805.0,901.9368048815837,22.3,10049.0,218.0,93.0,715.0,7.9,1.0
2015,Trujillo Alto Municipio,72139,71886.0,0.0,57429.0,162.0,29340.0,264.0,7.9,1.1,53.1,1.5,30140.0,40947.11,1368.0,237.0,48226.0,23.5,11316.0,687.4896362855225,34.9,12159.0,829.0,267.0,551.0,6.7,0.8
2015,Utuado Municipio,72141,31474.0,0.0,25352.0,107.0,13361.0,143.0,28.8,2.9,37.8,1.7,15725.0,21363.42,905.0,237.0,21149.0,27.9,5890.0,483.86465049639656,17.6,3100.0,123.0,82.0,186.0,7.6,1.5
2015,Vega Alta Municipio,72143,39319.0,0.0,30998.0,134.0,16084.0,285.0,21.7,3.8,40.4,2.0,18016.0,24475.89,1334.0,237.0,25806.0,22.8,5896.0,563.727771180381,18.4,3385.0,136.0,74.0,394.0,5.7,1.0
2015,Vega Baja Municipio,72145,56858.0,0.0,45494.0,161.0,24765.0,220.0,15.2,2.3,35.4,1.9,16948.0,23024.94,1234.0,237.0,38165.0,12.2,4665.0,553.2820257337121,20.0,5898.0,107.0,80.0,374.0,7.0,1.2
2015,Vieques Municipio,72147,9130.0,0.0,7339.0,100.0,5139.0,150.0,12.2,6.3,44.4,5.3,18104.0,24595.44,3771.0,237.0,6241.0,33.0,2059.0,375.89892258425004,17.5,711.0,116.0,140.0,107.0,8.1,3.3
2015,Villalba Municipio,72149,24685.0,0.0,19402.0,109.0,9175.0,187.0,25.9,2.8,47.4,2.2,17818.0,24206.89,1255.0,237.0,15659.0,34.4,5388.0,373.2693397534815,17.0,2163.0,26.0,20.0,107.0,3.3,1.1
2015,Yabucoa Municipio,72151,36279.0,0.0,29114.0,108.0,14706.0,243.0,24.3,2.9,36.8,2.0,15627.0,21230.28,1836.0,237.0,24382.0,27.4,6691.0,581.230591073801,15.1,2851.0,42.0,48.0,183.0,4.7,1.3
2015,Yauco Municipio,72153,39474.0,0.0,31952.0,120.0,17133.0,200.0,27.1,3.8,38.4,1.7,14708.0,19981.76,1245.0,237.0,27067.0,29.0,7837.0,634.0386423554955,19.6,4152.0,168.0,95.0,399.0,5.0,1.1
2016,Adjuntas Municipio,72001,18760.0,0.0,14963.0,78.0,7673.0,143.0,35.6,5.0,42.3,2.4,11296.0,15154.28,1218.0,240.01,12590.0,24.7,3105.0,309.40103425812913,18.6,1956.0,71.0,48.0,119.0,6.9,1.9
2016,Aguada Municipio,72003,40083.0,0.0,32846.0,147.0,17508.0,192.0,21.2,2.8,45.2,2.0,15543.0,20851.89,1391.0,240.01,27762.0,22.2,6153.0,519.077065569266,20.2,3865.0,274.0,160.0,460.0,5.4,1.3
2016,Aguadilla Municipio,72005,56893.0,0.0,46198.0,166.0,27365.0,247.0,22.2,2.6,39.9,1.4,17191.0,23062.78,1073.0,240.01,39257.0,26.8,10515.0,659.9060539197985,23.9,6835.0,263.0,98.0,843.0,5.5,0.8
2016,Aguas Buenas Municipio,72007,27323.0,0.0,22046.0,118.0,10790.0,187.0,24.6,3.6,40.1,2.2,15409.0,20672.12,1390.0,240.01,18542.0,31.0,5746.0,543.548525892583,15.0,2247.0,14.0,23.0,131.0,5.1,1.4
2016,Aibonito Municipio,72009,24438.0,0.0,19898.0,99.0,9961.0,170.0,6.0,2.2,32.1,2.1,18145.0,24342.63,1465.0,240.01,16805.0,34.3,5759.0,438.55330348772884,20.8,2546.0,81.0,68.0,262.0,2.3,0.8
2016,Arecibo Municipio,72013,91096.0,0.0,74784.0,208.0,41400.0,373.0,18.1,1.9,37.6,1.2,16796.0,22532.87,816.0,240.01,63121.0,30.2,19087.0,919.8271576769192,21.3,10216.0,667.0,266.0,966.0,5.7,0.8
2016,Arroyo Municipio,72015,18778.0,0.0,14869.0,86.0,8556.0,167.0,22.3,5.7,33.6,2.8,16387.0,21984.17,2115.0,240.01,12431.0,36.9,4587.0,477.8033068114954,16.8,1760.0,0.0,21.0,73.0,4.0,1.1
2016,Añasco Municipio,72011,28250.0,0.0,23190.0,109.0,12448.0,163.0,15.5,2.8,43.8,2.2,17712.0,23761.74,1305.0,240.01,19546.0,32.7,6385.0,537.1219600798314,16.3,2554.0,140.0,108.0,245.0,2.8,0.7
2016,Barceloneta Municipio,72017,24699.0,0.0,19656.0,142.0,9892.0,182.0,17.7,4.5,33.0,2.6,15549.0,20859.94,1829.0,240.01,16595.0,33.5,5562.0,551.7653486764098,16.8,2237.0,46.0,57.0,268.0,4.9,1.5
2016,Barranquitas Municipio,72019,29548.0,0.0,23065.0,165.0,11034.0,142.0,9.2,2.3,29.7,2.3,14778.0,19825.59,1220.0,240.01,18789.0,32.2,6053.0,583.2983799051734,17.2,2515.0,23.0,27.0,215.0,3.5,1.2
2016,Bayamón Municipio,72021,192974.0,0.0,159083.0,213.0,83785.0,454.0,15.2,1.0,50.8,0.8,24612.0,33018.51,648.0,240.01,134525.0,23.8,31966.0,1016.3252432169537,28.1,27952.0,1000.0,191.0,3000.0,6.9,0.6
2016,Cabo Rojo Municipio,72023,50096.0,0.0,40872.0,195.0,29625.0,219.0,11.0,2.0,35.6,2.0,17088.0,22924.6,1161.0,240.01,35034.0,25.0,8776.0,773.2231243308752,25.0,6769.0,544.0,196.0,512.0,5.2,1.2
2016,Caguas Municipio,72025,136372.0,0.0,110456.0,276.0,58356.0,318.0,15.4,1.3,51.1,1.0,24278.0,32570.43,880.0,240.01,93422.0,26.5,24760.0,974.3346447704711,29.8,19794.0,1394.0,314.0,2375.0,7.0,0.6
2016,Camuy Municipio,72027,33481.0,0.0,27244.0,140.0,14051.0,166.0,20.0,3.2,40.0,2.2,17206.0,23082.91,1131.0,240.01,22880.0,26.8,6126.0,455.87937000921636,21.2,3730.0,141.0,97.0,260.0,5.6,1.2
2016,Canóvanas Municipio,72029,47174.0,0.0,37279.0,148.0,18012.0,221.0,22.2,2.9,50.6,1.7,20426.0,27402.73,1652.0,240.01,31172.0,31.4,9775.0,662.4349024621212,20.4,4943.0,164.0,85.0,357.0,10.9,1.5
2016,Carolina Municipio,72031,165040.0,0.0,135415.0,278.0,77771.0,401.0,14.2,1.0,54.8,0.7,28611.0,38383.41,806.0,240.01,114314.0,25.8,29518.0,1114.0094254538424,30.1,24532.0,1236.0,255.0,1901.0,8.3,0.7
2016,Cataño Municipio,72033,26137.0,0.0,20909.0,89.0,10849.0,124.0,29.7,2.6,52.7,1.6,18562.0,24902.06,1375.0,240.01,17426.0,29.1,5074.0,351.5920931989228,21.4,2614.0,161.0,74.0,323.0,7.1,1.2
2016,Cayey Municipio,72035,46071.0,0.0,37388.0,160.0,20106.0,201.0,12.1,1.8,46.1,1.6,20577.0,27605.31,1305.0,240.01,31689.0,30.2,9569.0,632.8736050745046,24.1,5267.0,242.0,121.0,450.0,6.8,1.2
2016,Ceiba Municipio,72037,12538.0,0.0,10236.0,64.0,7456.0,117.0,11.4,3.7,38.9,3.0,20038.0,26882.21,1901.0,240.01,8575.0,33.4,2862.0,323.12536266904215,17.3,1095.0,18.0,22.0,94.0,4.8,1.6
2016,Ciales Municipio,72039,17644.0,0.0,14229.0,87.0,7322.0,129.0,14.1,4.1,28.6,2.9,12511.0,16784.27,1653.0,240.01,11891.0,29.8,3545.0,311.746692043396,14.1,1516.0,19.0,29.0,95.0,4.6,1.3
2016,Cidra Municipio,72041,41782.0,0.0,33551.0,118.0,16213.0,194.0,16.5,2.3,48.8,1.6,21846.0,29307.75,1272.0,240.01,28195.0,32.2,9081.0,603.2346143914489,23.1,4716.0,156.0,73.0,318.0,5.0,1.0
2016,Coamo Municipio,72043,40090.0,0.0,32183.0,98.0,16380.0,177.0,10.4,2.7,40.3,2.3,18453.0,24755.83,1358.0,240.01,27152.0,32.8,8915.0,651.3562773168,21.1,4294.0,254.0,117.0,262.0,4.8,1.1
2016,Comerío Municipio,72045,20153.0,0.0,16157.0,106.0,7625.0,140.0,22.0,3.8,38.2,2.6,13164.0,17660.31,1214.0,240.01,13463.0,31.3,4216.0,383.631333443972,12.3,1292.0,21.0,33.0,97.0,4.0,1.3
2016,Corozal Municipio,72047,35484.0,0.0,28219.0,188.0,13063.0,233.0,27.8,4.0,38.4,2.8,14733.0,19765.22,1499.0,240.01,23494.0,27.2,6389.0,669.4452927611038,16.1,2926.0,86.0,67.0,262.0,3.4,0.8
2016,Culebra Municipio,72049,1508.0,218.0,1156.0,156.0,1519.0,80.0,3.6,2.5,58.2,6.6,20956.0,28113.76,3994.0,240.01,1044.0,35.8,374.0,81.6333265278342,12.5,92.0,14.0,20.0,35.0,10.8,5.3
2016,Dorado Municipio,72051,38013.0,0.0,30026.0,116.0,15803.0,232.0,21.1,2.8,49.0,2.1,28133.0,37742.15,2825.0,240.01,25425.0,25.1,6375.0,642.800124455495,30.3,5580.0,292.0,177.0,492.0,4.8,1.2
2016,Fajardo Municipio,72053,33912.0,0.0,27319.0,101.0,18627.0,210.0,25.8,2.7,53.3,1.6,19482.0,26136.3,1463.0,240.01,22799.0,32.3,7372.0,575.2816701408102,22.1,3941.0,117.0,82.0,503.0,7.0,1.2
2016,Florida Municipio,72054,12287.0,0.0,9828.0,83.0,4919.0,138.0,16.9,5.6,36.3,4.4,16793.0,22528.84,3339.0,240.01,8136.0,42.2,3434.0,462.4943242894987,11.1,895.0,0.0,21.0,52.0,2.7,1.8
2016,Guayama Municipio,72057,43210.0,0.0,34785.0,183.0,18819.0,277.0,14.5,3.3,31.7,2.1,15078.0,20228.06,883.0,240.01,28742.0,35.2,10126.0,658.5871240769895,19.5,4489.0,120.0,88.0,448.0,5.3,1.3
2016,Guayanilla Municipio,72059,20025.0,0.0,15980.0,79.0,8364.0,116.0,22.3,3.8,36.1,2.2,14848.0,19919.5,1201.0,240.01,13504.0,29.2,3946.0,333.304665433894,20.3,2285.0,101.0,57.0,82.0,4.5,1.5
2016,Guaynabo Municipio,72061,92444.0,0.0,77321.0,203.0,40303.0,315.0,11.6,1.4,54.8,1.2,33979.0,45584.91,1540.0,240.01,66395.0,16.8,11170.0,718.679344353238,45.1,17882.0,1361.0,281.0,2034.0,6.9,0.8
